,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,updated_github_id,open_issue_count,pypi_id,conda_id,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,pypi_latest_release_published_at,pypi_dependent_project_count,github_release_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,trending,cargo_id,cargo_url,cargo_monthly_downloads,cargo_total_downloads,conda_forge
86,pudb,inducer/pudb,debugging,Full-screen console debugger for Python.,,https://github.com/inducer/pudb,https://github.com/inducer/pudb,MIT,2011-05-13 23:44:30.000,2024-01-16 22:08:41.000000,2024-01-16 22:07:01,1237.0,7.0,228.0,49.0,281.0,176.0,2826.0,2024-01-16 22:18:37.000,2024.1,78.0,95.0,32,True,,160.0,pudb,conda-forge/pudb,,6647.0,5885.0,https://pypi.org/project/pudb,251462.0,251462.0,https://anaconda.org/conda-forge/pudb,,,1.0,2024-01-16 22:08:26.000,762.0,,,,,,,,,,,,,,,,,
87,pdoc,mitmproxy/pdoc,documentation,API Documentation for Python Projects.,,https://github.com/mitmproxy/pdoc,https://github.com/mitmproxy/pdoc,Unlicense,2013-08-04 21:12:50.000,2024-02-01 17:33:17.000000,2024-02-01 17:33:16,1002.0,23.0,233.0,27.0,307.0,335.0,1741.0,2024-01-17 23:56:05.000,14.4.0,103.0,61.0,32,True,,18.0,pdoc,,,2839.0,2494.0,https://pypi.org/project/pdoc,226285.0,226285.0,,,,2.0,2024-01-17 23:56:05.000,345.0,,,,,,,,,,,,,,,,,
88,mkdocstrings,mkdocstrings/mkdocstrings,documentation,"Automatic documentation from sources, for MkDocs.",,https://github.com/mkdocstrings/mkdocstrings,https://github.com/mkdocstrings/mkdocstrings,ISC,2019-12-09 18:09:09.000,2024-01-30 17:24:50.000000,2024-01-30 17:24:46,619.0,10.0,101.0,14.0,173.0,333.0,1495.0,2023-11-14 17:46:28.000,0.24.0,52.0,42.0,32,True,,44.0,mkdocstrings,conda-forge/mkdocstrings,['mkdocs'],11704.0,11191.0,https://pypi.org/project/mkdocstrings,800105.0,802701.0,https://anaconda.org/conda-forge/mkdocstrings,2023-11-15 01:17:08.478,103850.0,2.0,2023-11-14 17:46:17.000,513.0,,,,,,,,,,,,,,,,,
89,pytest-bdd,pytest-dev/pytest-bdd,testing,BDD library for the py.test runner.,,https://github.com/pytest-dev/pytest-bdd,https://github.com/pytest-dev/pytest-bdd,MIT,2013-03-29 07:27:43.000,2024-01-29 20:44:07.000000,2024-01-21 14:57:12,1094.0,21.0,198.0,56.0,340.0,206.0,1246.0,2022-11-09 16:51:21.000,6.1.1,7.0,61.0,32,True,,114.0,pytest-bdd,conda-forge/pytest-bdd,['pytest'],3353.0,3353.0,https://pypi.org/project/pytest-bdd,835108.0,841338.0,https://anaconda.org/conda-forge/pytest-bdd,2023-12-02 22:25:37.629,56073.0,2.0,,,,,,,,,,,,,,,,,,,
90,pytest-sugar,Teemu/pytest-sugar,testing,"a plugin for py.test that changes the default look and feel of py.test (e.g. progressbar, show tests that fail..",,https://github.com/Teemu/pytest-sugar,https://github.com/Teemu/pytest-sugar,BSD-3-Clause,2013-06-25 21:09:27.000,2024-02-05 11:11:27.904000,2024-02-01 18:30:17,441.0,15.0,72.0,18.0,165.0,93.0,1197.0,2024-02-01 18:30:29.000,1.0.0,30.0,52.0,32,True,,22.0,pytest-sugar,conda-forge/pytest-sugar,['pytest'],26894.0,24049.0,https://pypi.org/project/pytest-sugar,1274030.0,1279600.0,https://anaconda.org/conda-forge/pytest-sugar,2024-02-05 11:11:27.904,228363.0,2.0,2024-02-01 18:30:29.000,2845.0,14.0,,,,,,,,,,,,,,,,
91,pydocstyle,PyCQA/pydocstyle,linters,docstring style checker.,,https://github.com/PyCQA/pydocstyle,https://github.com/PyCQA/pydocstyle,MIT,2012-01-31 17:18:23.000,2023-11-03 22:28:46.000000,2023-11-03 22:28:45,746.0,,183.0,19.0,318.0,225.0,1105.0,2023-01-17 20:28:28.000,6.3.0,17.0,92.0,32,True,,113.0,pydocstyle,conda-forge/pydocstyle,,62422.0,62422.0,https://pypi.org/project/pydocstyle,4347172.0,4366279.0,https://anaconda.org/conda-forge/pydocstyle,2023-06-16 13:18:02.967,1738821.0,2.0,,,69.0,,,,,,,,,,,,,,,,
92,flake8-bugbear,PyCQA/flake8-bugbear,linters,A plugin for Flake8 finding likely bugs and design problems in your program. Contains warnings that dont belong in..,,https://github.com/PyCQA/flake8-bugbear,https://github.com/PyCQA/flake8-bugbear,MIT,2016-03-15 20:54:43.000,2024-02-07 19:51:02.821000,2024-02-07 04:31:21,371.0,40.0,100.0,8.0,242.0,162.0,1023.0,2024-02-07 04:24:51.000,24.2.6,48.0,83.0,32,True,,55.0,flake8-bugbear,conda-forge/flake8-bugbear,['flake8'],36117.0,36117.0,https://pypi.org/project/flake8-bugbear,2797412.0,2816994.0,https://anaconda.org/conda-forge/flake8-bugbear,2024-02-07 19:51:02.821,763704.0,2.0,,,,,,,,,,,,,,,,,,,
93,colorlog,borntyping/python-colorlog,logging,A colored formatter for the python logging module.,,https://github.com/borntyping/python-colorlog,https://github.com/borntyping/python-colorlog,MIT,2012-09-05 17:57:21.000,2024-01-26 16:23:52.610000,2024-01-26 14:06:47,244.0,14.0,123.0,13.0,48.0,76.0,840.0,2024-01-26 13:59:27.000,6.8.2,68.0,33.0,32,True,,,colorlog,conda-forge/colorlog,,36531.0,33718.0,https://pypi.org/project/colorlog,11268574.0,11312958.0,https://anaconda.org/conda-forge/colorlog,2024-01-26 16:23:52.610,1908541.0,3.0,2024-01-26 13:59:27.000,2813.0,,,,,,,,,,,,,,,,,
94,pytest-html,pytest-dev/pytest-html,testing,Plugin for generating HTML reports for pytest results.,,https://github.com/pytest-dev/pytest-html,https://github.com/pytest-dev/pytest-html,,2015-04-14 19:22:42.000,2024-02-06 13:05:55.000000,2024-02-02 10:40:15,511.0,4.0,216.0,24.0,373.0,250.0,645.0,2023-11-07 16:58:34.000,4.1.1,22.0,55.0,32,False,,138.0,pytest-html,conda-forge/pytest-html,['pytest'],43410.0,43410.0,https://pypi.org/project/pytest-html,4743214.0,4756179.0,https://anaconda.org/conda-forge/pytest-html,2023-11-23 18:39:24.921,505664.0,2.0,,,,,,,,,,,,,,,,,,,
95,sphinx-autodoc-typehints,tox-dev/sphinx-autodoc-typehints,documentation,Type hints support for the Sphinx autodoc extension.,,https://github.com/tox-dev/sphinx-autodoc-typehints,https://github.com/tox-dev/sphinx-autodoc-typehints,MIT,2015-09-21 20:41:41.000,2024-02-08 10:39:09.188000,2024-02-08 02:23:21,349.0,13.0,101.0,11.0,237.0,155.0,518.0,2024-02-08 02:24:44.000,2.0.0,75.0,54.0,32,True,,31.0,sphinx-autodoc-typehints,conda-forge/sphinx-autodoc-typehints,['sphinx'],48969.0,46865.0,https://pypi.org/project/sphinx-autodoc-typehints,1741226.0,1755779.0,https://anaconda.org/conda-forge/sphinx-autodoc-typehints,2024-02-08 10:39:09.188,640372.0,2.0,2024-02-08 02:24:44.000,2104.0,,,,,,,,,,,,,,,,,
96,sphinx-autobuild,executablebooks/sphinx-autobuild,documentation,Watch a Sphinx directory and rebuild the documentation when a change is detected. Also includes a livereload enabled..,,https://github.com/sphinx-doc/sphinx-autobuild,https://github.com/sphinx-doc/sphinx-autobuild,MIT,2013-12-25 17:09:56.000,2024-02-04 08:41:06.492000,2024-02-04 06:08:57,337.0,33.0,73.0,21.0,66.0,58.0,497.0,2024-02-04 06:10:22.000,2024.2.4,16.0,29.0,32,True,sphinx-doc/sphinx-autobuild,24.0,sphinx-autobuild,conda-forge/sphinx-autobuild,['sphinx'],24788.0,21756.0,https://pypi.org/project/sphinx-autobuild,555562.0,561749.0,https://anaconda.org/conda-forge/sphinx-autobuild,2024-02-04 08:41:06.492,235142.0,2.0,2024-02-04 06:10:22.000,3032.0,,,,,,,,,,,,,,,,,
97,executing,alexmojaki/executing,ast,"Get information about what a Python frame is currently doing, particularly the AST node being executed.",,https://github.com/alexmojaki/executing,https://github.com/alexmojaki/executing,MIT,2019-05-25 08:22:26.000,2024-01-30 20:19:18.000000,2023-11-06 14:59:27,469.0,,29.0,10.0,43.0,25.0,295.0,2023-10-29 10:17:10.000,2.0.1,33.0,10.0,32,True,,17.0,executing,conda-forge/executing,,147979.0,147758.0,https://pypi.org/project/executing,24942940.0,25201697.0,https://anaconda.org/conda-forge/executing,2023-10-29 11:48:33.889,10350317.0,1.0,2023-10-29 10:17:10.000,221.0,,,,,,,,,,,,,,,,,
98,beartype,beartype/beartype,linters,Unbearably fast near-real-time hybrid runtime-static type-checking in pure Python.,,https://github.com/beartype/beartype,https://github.com/beartype/beartype,MIT,2020-04-03 06:06:22.000,2024-02-08 07:35:50.000000,2024-02-08 07:23:27,1140.0,74.0,42.0,13.0,45.0,196.0,2257.0,2024-01-25 08:06:45.000,0.17.0,34.0,19.0,31,True,,49.0,beartype,conda-forge/beartype,,208.0,,https://pypi.org/project/beartype,2290802.0,2292602.0,https://anaconda.org/conda-forge/beartype,2024-01-25 09:58:19.436,79209.0,2.0,2024-01-25 08:06:45.000,208.0,,,,,,,,,,,,4.0,,,,,
99,doit,pydoit/doit,build-tools,task management & automation tool.,,https://github.com/pydoit/doit,https://github.com/pydoit/doit,MIT,2014-02-14 22:21:23.000,2023-10-21 22:19:38.000000,2023-01-16 03:40:03,1483.0,,170.0,48.0,163.0,218.0,1747.0,2022-04-22 15:33:23.000,0.36.0,48.0,65.0,31,False,,85.0,doit,conda-forge/doit,,2002.0,1704.0,https://pypi.org/project/doit,495585.0,498961.0,https://anaconda.org/conda-forge/doit,2023-06-16 13:22:52.551,249842.0,3.0,2022-04-22 15:33:23.000,298.0,,,,,,,,,,,,,,,,,
100,nox,theacodes/nox,testing,Flexible test automation for Python.,,https://github.com/wntrblm/nox,https://github.com/wntrblm/nox,Apache-2.0,2016-02-24 04:02:58.000,2023-12-31 15:52:09.000000,2023-11-02 07:06:53,544.0,,143.0,24.0,422.0,275.0,1172.0,2023-04-23 03:14:01.967,2023.4.22,25.0,91.0,31,True,wntrblm/nox,62.0,nox,conda-forge/nox,['pytest'],5406.0,4951.0,https://pypi.org/project/nox,1152983.0,1158827.0,https://anaconda.org/conda-forge/nox,2023-09-25 20:41:36.795,257167.0,3.0,2023-04-23 03:14:01.967,455.0,,,,,,,,,,,,,,,,,
101,breathe,michaeljones/breathe,documentation,ReStructuredText and Sphinx bridge to Doxygen.,,https://github.com/breathe-doc/breathe,https://github.com/breathe-doc/breathe,BSD-3-Clause,2009-02-03 18:52:25.000,2024-01-24 09:48:39.000000,2023-10-24 08:23:51,1761.0,,187.0,21.0,369.0,399.0,712.0,2023-03-31 19:07:42.000,4.35.0,65.0,107.0,31,True,breathe-doc/breathe,177.0,breathe,conda-forge/breathe,,13382.0,12332.0,https://pypi.org/project/breathe,304763.0,316841.0,https://anaconda.org/conda-forge/breathe,2023-07-04 04:52:22.769,530688.0,2.0,2023-02-28 20:05:00.925,1050.0,581.0,,,,,,,,,,,,,,,,
102,mccabe,PyCQA/mccabe,code-metrics,McCabe complexity checker for Python.,,https://github.com/PyCQA/mccabe,https://github.com/PyCQA/mccabe,Saxpath,2013-02-20 22:19:04.000,2023-12-03 13:55:50.000000,2023-12-03 13:55:50,149.0,1.0,57.0,17.0,60.0,45.0,621.0,2022-01-24 01:14:49.000,0.7.0,13.0,24.0,31,True,,14.0,mccabe,conda-forge/mccabe,,441875.0,425865.0,https://pypi.org/project/mccabe,31948087.0,32033124.0,https://anaconda.org/conda-forge/mccabe,2023-06-16 13:17:55.573,7823406.0,2.0,2022-01-24 01:14:49.000,16010.0,,,,,,,,,,,,,,,,,
103,parso,davidhalter/parso,linters,A Python Parser.,,https://github.com/davidhalter/parso,https://github.com/davidhalter/parso,,2017-05-08 20:14:30.000,2023-06-18 23:54:48.000000,2023-06-18 23:54:47,1112.0,,97.0,22.0,107.0,104.0,574.0,,,21.0,46.0,31,False,,11.0,parso,conda-forge/parso,,392370.0,392370.0,https://pypi.org/project/parso,24165028.0,24398445.0,https://anaconda.org/conda-forge/parso,2023-06-16 13:24:17.757,17272896.0,2.0,,,,,,,,,,,,,,,,,,,
104,Griffe,mkdocstrings/griffe,documentation,"Signatures for entire Python programs. Extract the structure, the frame, the skeleton of your project, to generate API..",,https://github.com/mkdocstrings/griffe,https://github.com/mkdocstrings/griffe,ISC,2021-09-09 21:49:44.000,2024-01-30 17:45:35.289000,2024-01-30 16:42:58,803.0,35.0,35.0,6.0,55.0,154.0,236.0,2024-01-30 16:43:17.000,0.40.0,62.0,26.0,31,True,,18.0,griffe,conda-forge/griffe,,4327.0,4327.0,https://pypi.org/project/griffe,1111127.0,1120174.0,https://anaconda.org/conda-forge/griffe,2024-01-30 17:45:35.289,208087.0,2.0,,,,,,,,,,,,,,,,,,,
105,mamba,mamba-org/mamba,dependency-managers,The Fast Cross-Platform Package Manager.,,https://github.com/mamba-org/mamba,https://github.com/mamba-org/mamba,BSD-3-Clause,2019-03-05 13:05:10.000,2024-02-08 08:35:18.000000,2024-02-08 08:35:18,2783.0,117.0,318.0,46.0,1595.0,1129.0,5835.0,2023-12-21 16:59:19.000,2023.12.21,118.0,147.0,30,True,,452.0,,conda-forge/mamba,,,,,,229374.0,https://anaconda.org/conda-forge/mamba,2023-12-21 18:03:09.663,10321861.0,3.0,,,,,,,,,,,,,,,,,,,
106,alive-progress,rsalmei/alive-progress,logging,"A new kind of Progress Bar, with real-time throughput, ETA, and very cool animations!.",,https://github.com/rsalmei/alive-progress,https://github.com/rsalmei/alive-progress,MIT,2019-08-05 05:54:30.000,2024-01-18 19:45:29.000000,2023-12-02 19:40:58,685.0,1.0,188.0,48.0,49.0,198.0,4900.0,2023-11-08 23:23:51.000,3.1.5,34.0,7.0,30,True,,20.0,alive-progress,conda-forge/alive-progress,,2917.0,2697.0,https://pypi.org/project/alive-progress,559032.0,560167.0,https://anaconda.org/conda-forge/alive-progress,2023-11-09 06:24:38.416,48829.0,3.0,2023-11-08 23:23:51.000,220.0,,,,,,,,,,,,,,,,,
107,coala,coala/coala,linters,"coala provides a unified command-line interface for linting and fixing all your code, regardless of the programming..",,https://github.com/coala/coala,https://github.com/coala/coala,AGPL-3.0,2014-05-15 11:35:34.000,2024-02-05 04:33:35.000000,2021-06-11 17:11:55,4487.0,,1356.0,101.0,3153.0,2374.0,3511.0,2017-05-30 10:07:57.000,0.11.1,731.0,483.0,30,False,,835.0,coala-bears,,,121.0,13.0,https://pypi.org/project/coala-bears,8974.0,8975.0,,,,2.0,2017-11-10 21:09:42.601,108.0,176.0,,,,,,,,,,,,,,,,
108,flit,pypa/flit,build-tools,Simplified packaging of Python modules.,,https://github.com/pypa/flit,https://github.com/pypa/flit,BSD-3-Clause,2015-03-13 21:22:27.000,2024-01-28 10:24:07.000000,2024-01-28 09:31:50,1187.0,8.0,125.0,34.0,277.0,284.0,2068.0,2023-05-14 14:50:50.819,3.9.0,49.0,71.0,30,True,,132.0,flit,conda-forge/flit,,2246.0,1725.0,https://pypi.org/project/flit,341667.0,343757.0,https://anaconda.org/conda-forge/flit,2023-06-16 13:24:46.150,175581.0,3.0,2023-05-14 14:50:50.819,521.0,,,,,,,,,,,,,,,,,
109,pyelftools,eliben/pyelftools,debugging,Parsing ELF and DWARF in Python.,,https://github.com/eliben/pyelftools,https://github.com/eliben/pyelftools,,2013-06-08 22:55:54.000,2024-02-01 13:10:47.000000,2024-02-01 13:10:46,671.0,5.0,480.0,70.0,293.0,171.0,1836.0,,,8.0,98.0,30,False,,72.0,pyelftools,conda-forge/pyelftools,,6915.0,6915.0,https://pypi.org/project/pyelftools,3454566.0,3458320.0,https://anaconda.org/conda-forge/pyelftools,2023-09-23 20:45:10.696,150180.0,2.0,,,,,,,,,,,,,,,,,,,
110,radon,rubik/radon,code-metrics,Various code metrics for Python code.,,https://github.com/rubik/radon,https://github.com/rubik/radon,MIT,2012-09-20 18:58:58.000,2024-01-04 18:22:31.000000,2023-10-06 10:02:00,544.0,,111.0,34.0,93.0,145.0,1575.0,2023-03-26 06:25:00.948,6.0.1,56.0,60.0,30,True,,23.0,radon,conda-forge/radon,,5380.0,4720.0,https://pypi.org/project/radon,452775.0,453679.0,https://anaconda.org/conda-forge/radon,2023-06-16 13:24:51.939,68714.0,2.0,2023-03-26 06:25:00.948,660.0,,,,,,,,,,,,,,,,,
111,nose,nose-devs/nose,testing,nose is nicer testing for python.,,https://github.com/nose-devs/nose,https://github.com/nose-devs/nose,,2011-12-13 19:36:32.000,2023-11-06 17:25:08.000000,2016-03-04 01:16:26,1004.0,,382.0,48.0,262.0,466.0,1357.0,,,1.0,95.0,30,False,,400.0,nose,conda-forge/nose,,150723.0,150723.0,https://pypi.org/project/nose,5088137.0,5120624.0,https://anaconda.org/conda-forge/nose,2023-06-16 13:17:32.308,3021370.0,3.0,,,,,,,,,,,,,,,,,,,
112,Yappi,sumerc/yappi,profiling,"Yet Another Python Profiler, but this time multithreading, asyncio and gevent aware.",,https://github.com/sumerc/yappi,https://github.com/sumerc/yappi,MIT,2009-10-07 20:46:30.000,2024-01-31 07:24:33.000000,2023-12-18 14:36:24,755.0,36.0,72.0,15.0,92.0,60.0,1331.0,2023-12-07 08:42:04.000,1.6.0,13.0,31.0,30,True,,13.0,yappi,conda-forge/yappi,,1099.0,1099.0,https://pypi.org/project/yappi,2309311.0,2313522.0,https://anaconda.org/conda-forge/yappi,2023-12-07 11:50:22.080,168463.0,2.0,,,,,,,,,,,,,,,,,,,
113,pytest-xdist,pytest-dev/pytest-xdist,testing,pytest plugin for distributed testing and loop-on-failures testing modes.,,https://github.com/pytest-dev/pytest-xdist,https://github.com/pytest-dev/pytest-xdist,MIT,2015-09-01 18:51:45.000,2024-01-31 18:56:29.000000,2024-01-31 18:56:27,1147.0,23.0,200.0,48.0,401.0,351.0,1304.0,2023-11-21 15:21:18.000,3.5.0,50.0,96.0,30,True,,233.0,pytest-xdist,conda-forge/pytest-xdist,['pytest'],,,https://pypi.org/project/pytest-xdist,16624102.0,16754840.0,https://anaconda.org/conda-forge/pytest-xdist,2023-11-21 18:58:37.015,5621651.0,3.0,,,6.0,,,,,,,,,,,,,,,,
114,pylint-django,PyCQA/pylint-django,linters,Pylint plugin for improving code analysis for when using Django.,,https://github.com/pylint-dev/pylint-django,https://github.com/pylint-dev/pylint-django,GPL-2.0,2013-10-01 06:35:15.000,2024-02-05 20:49:20.000000,2023-11-04 22:55:07,654.0,,119.0,16.0,198.0,169.0,578.0,2023-10-23 02:19:27.000,2.5.4,24.0,70.0,30,True,pylint-dev/pylint-django,59.0,pylint-django,conda-forge/pylint-django,['pylint'],28555.0,28555.0,https://pypi.org/project/pylint-django,1237075.0,1241654.0,https://anaconda.org/conda-forge/pylint-django,2024-01-09 10:07:10.754,178395.0,2.0,,,278.0,,,,,,,,,,,,,,,,
115,coveralls-python,TheKevJames/coveralls-python,testing,Show coverage stats online via coveralls.io.,,https://github.com/TheKevJames/coveralls-python,https://github.com/TheKevJames/coveralls-python,MIT,2013-02-06 20:48:39.000,2024-02-07 21:16:00.000000,2023-08-14 16:01:13,475.0,,190.0,9.0,230.0,146.0,537.0,2021-11-11 20:59:17.000,3.3.1,28.0,64.0,30,True,,27.0,coveralls,conda-forge/coveralls,['pytest'],32970.0,32970.0,https://pypi.org/project/coveralls,541299.0,553723.0,https://anaconda.org/conda-forge/coveralls,2023-06-16 13:24:40.028,1056073.0,3.0,,,,,,,,,,,,,,,,,,,
116,gdbgui,cs01/gdbgui,debugging,"Browser-based frontend to gdb (gnu debugger). Add breakpoints, view the stack, visualize data structures, and more in..",,https://github.com/cs01/gdbgui,https://github.com/cs01/gdbgui,GPL-3.0,2016-10-27 03:19:25.000,2024-01-11 03:11:48.000000,2023-10-18 07:06:19,437.0,,551.0,164.0,160.0,172.0,9603.0,2023-10-18 16:33:47.000,0.15.2.0,95.0,45.0,29,True,,145.0,gdbgui,,,356.0,353.0,https://pypi.org/project/gdbgui,14692.0,15082.0,,,,2.0,2023-10-18 17:35:11.000,3.0,16797.0,,,,,,,,,,,,,,,,
117,icecream,gruns/icecream,debugging,Never use print() to debug again.,,https://github.com/gruns/icecream,https://github.com/gruns/icecream,MIT,2018-02-13 18:56:12.000,2024-02-04 22:27:07.000000,2024-02-01 01:02:12,272.0,10.0,171.0,50.0,53.0,71.0,8165.0,2022-07-21 09:17:39.000,2.1.3,7.0,21.0,29,True,,51.0,icecream,conda-forge/icecream,,21.0,21.0,https://pypi.org/project/icecream,1114118.0,1115026.0,https://anaconda.org/conda-forge/icecream,2023-06-16 19:25:30.341,30882.0,2.0,,,,,,,,,,,,,,,,,,,
118,pycodestyle,PyCQA/pycodestyle,linters,Simple Python style checker in one Python file.,,https://github.com/PyCQA/pycodestyle,https://github.com/PyCQA/pycodestyle,,2009-10-02 00:43:37.000,2024-02-06 20:51:43.000000,2024-02-06 20:51:42,1448.0,8.0,698.0,116.0,500.0,635.0,4949.0,2017-10-25 15:35:12.000,1.7.1,13.0,134.0,29,True,,89.0,pycodestyle,conda-forge/pycodestyle,,20.0,20.0,https://pypi.org/project/pycodestyle,35355043.0,35564637.0,https://anaconda.org/conda-forge/pycodestyle,2023-10-13 13:17:36.027,7335797.0,2.0,,,,,,,,,,,,,,-7.0,,,,,
119,detect-secrets,Yelp/detect-secrets,security,An enterprise friendly way of detecting and preventing secrets in code.,,https://github.com/Yelp/detect-secrets,https://github.com/Yelp/detect-secrets,Apache-2.0,2017-12-05 00:38:38.000,2024-01-29 15:29:26.000000,2024-01-12 20:26:20,1320.0,100.0,353.0,48.0,482.0,203.0,3349.0,2022-10-05 17:13:10.000,1.4.0,8.0,74.0,29,True,,102.0,detect-secrets,,,,,https://pypi.org/project/detect-secrets,458355.0,458355.0,,,,3.0,,,,,,,,,,,,,,,,,,,
120,ipdb,gotcha/ipdb,debugging,Integration of IPython pdb.,,https://github.com/gotcha/ipdb,https://github.com/gotcha/ipdb,BSD-3-Clause,2011-01-15 17:51:47.000,2023-08-03 14:30:43.000000,2023-08-03 14:30:43,380.0,,141.0,28.0,84.0,130.0,1790.0,,,14.0,58.0,29,True,,64.0,ipdb,conda-forge/ipdb,,52718.0,52718.0,https://pypi.org/project/ipdb,2791837.0,2796612.0,https://anaconda.org/conda-forge/ipdb,2023-06-16 13:21:31.191,434561.0,2.0,,,,,,,,,,,,,,,,,,,
121,pytest-benchmark,ionelmc/pytest-benchmark,testing,py.test fixture for benchmarking code.,,https://github.com/ionelmc/pytest-benchmark,https://github.com/ionelmc/pytest-benchmark,BSD-2-Clause,2014-10-10 10:55:33.000,2024-01-07 16:46:27.000000,2023-12-15 12:49:52,1016.0,12.0,107.0,20.0,76.0,88.0,1166.0,,,5.0,41.0,29,True,,91.0,pytest-benchmark,conda-forge/pytest-benchmark,['pytest'],8218.0,8218.0,https://pypi.org/project/pytest-benchmark,1095925.0,1116448.0,https://anaconda.org/conda-forge/pytest-benchmark,2023-06-16 13:15:49.392,1949703.0,3.0,,,,,,,,,,,,,,,,,,,
122,green,CleanCut/green,testing,"Green is a clean, colorful, fast python test runner.",,https://github.com/CleanCut/green,https://github.com/CleanCut/green,MIT,2014-04-01 20:08:18.000,2024-02-06 22:14:25.000000,2024-02-06 22:14:25,1130.0,39.0,80.0,24.0,88.0,176.0,781.0,2024-01-16 21:39:04.000,4.0.0,147.0,39.0,29,True,,7.0,green,conda-forge/green,,241.0,,https://pypi.org/project/green,17125.0,20241.0,https://anaconda.org/conda-forge/green,2023-09-28 06:00:07.530,134024.0,3.0,2024-01-16 21:39:04.000,241.0,,,,,,,,,,,,,,,,,
123,flake8-comprehensions,adamchainz/flake8-comprehensions,linters,A flake8 plugin to help you write better list/set/dict comprehensions.,,https://github.com/adamchainz/flake8-comprehensions,https://github.com/adamchainz/flake8-comprehensions,MIT,2016-04-05 12:15:56.000,2024-01-30 13:08:18.000000,2024-01-30 13:08:17,580.0,11.0,22.0,7.0,499.0,51.0,461.0,2023-07-10 12:46:08.000,3.14.0,39.0,15.0,29,True,,5.0,flake8-comprehensions,conda-forge/flake8-comprehensions,['flake8'],26870.0,26151.0,https://pypi.org/project/flake8-comprehensions,1070463.0,1087996.0,https://anaconda.org/conda-forge/flake8-comprehensions,2023-07-17 21:11:54.892,771486.0,2.0,2023-07-10 12:46:08.000,719.0,,,,,,,,,,,,,,,,,
124,ddt,datadriventests/ddt,testing,Data-Driven Tests for Python Unittest.,,https://github.com/datadriventests/ddt,https://github.com/datadriventests/ddt,MIT,2012-02-11 22:57:10.000,2024-01-22 03:44:28.000000,2024-01-03 04:38:36,234.0,2.0,111.0,21.0,64.0,45.0,431.0,2024-01-03 04:48:22.000,1.7.1,24.0,38.0,29,True,,8.0,ddt,conda-forge/ddt,,5494.0,5494.0,https://pypi.org/project/ddt,602757.0,608136.0,https://anaconda.org/conda-forge/ddt,2024-01-03 06:36:38.303,91456.0,3.0,,,,,,,,,,,,,,,,,,,
125,numpydoc,numpy/numpydoc,documentation,Numpys Sphinx extensions.,,https://github.com/numpy/numpydoc,https://github.com/numpy/numpydoc,,2013-07-24 16:23:39.000,2024-02-05 20:02:42.000000,2024-02-05 17:25:37,596.0,9.0,144.0,35.0,308.0,137.0,268.0,2023-09-26 00:23:25.000,1.6.0,15.0,81.0,29,False,,80.0,numpydoc,conda-forge/numpydoc,['sphinx'],42315.0,42315.0,https://pypi.org/project/numpydoc,539083.0,588898.0,https://anaconda.org/conda-forge/numpydoc,2023-12-08 17:48:59.802,2241682.0,3.0,,,,,,,,,,,,,,,,,,,
126,flake8-isort,gforcada/flake8-isort,linters,flake8 plugin that integrates isort.,,https://github.com/gforcada/flake8-isort,https://github.com/gforcada/flake8-isort,GPL-2.0,2015-09-12 19:25:34.000,2023-12-22 19:33:33.000000,2023-11-03 11:07:13,382.0,,100.0,9.0,95.0,56.0,162.0,2023-11-03 11:07:04.000,6.1.1,43.0,38.0,29,True,,1.0,flake8-isort,conda-forge/flake8-isort,['flake8'],26077.0,25318.0,https://pypi.org/project/flake8-isort,1155541.0,1156886.0,https://anaconda.org/conda-forge/flake8-isort,2023-11-03 12:57:59.437,57839.0,2.0,2023-11-03 11:07:04.000,759.0,,,,,,,,,,,,,,,,,
127,PyOxidizer,indygreg/PyOxidizer,packaging,A modern Python application packaging and distribution tool.,,https://github.com/indygreg/PyOxidizer,https://github.com/indygreg/PyOxidizer,MPL-2.0,2018-12-18 23:32:13.000,2023-12-07 18:19:12.000000,2023-01-21 22:38:30,6697.0,,211.0,61.0,130.0,236.0,5050.0,2023-01-02 16:18:55.910,0.24.0,22.0,54.0,28,False,,324.0,pyoxidizer,,,154.0,152.0,https://pypi.org/project/pyoxidizer,12973.0,13247.0,,,,2.0,2023-01-02 16:18:55.910,2.0,13461.0,,,,,,,,,,,,,,,,
