,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,updated_github_id,pypi_id,conda_id,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,pypi_latest_release_published_at,pypi_dependent_project_count,github_release_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,trending,cargo_id,cargo_url,cargo_monthly_downloads,cargo_total_downloads,conda_forge
86,pipreqs,bndr/pipreqs,dependency-managers,pipreqs - Generate pip requirements.txt file based on imports of any project. Looking for maintainers to move this..,,https://github.com/bndr/pipreqs,https://github.com/bndr/pipreqs,Apache-2.0,2015-04-22 16:38:14.000,2023-11-01 18:32:37.000,2023-10-08 03:21:32,337.0,1.0,357.0,56.0,168.0,143.0,100.0,5452.0,2023-04-14 07:11:09.000,0.4.13,6.0,60.0,31,True,,pipreqs,conda-forge/pipreqs,,23531.0,23531.0,https://pypi.org/project/pipreqs,552929.0,553454.0,https://anaconda.org/conda-forge/pipreqs,2023-06-16 13:23:05.413,45154.0,3.0,,,,,,,,,,,,,,,,,,,
87,alive-progress,rsalmei/alive-progress,logging,"A new kind of Progress Bar, with real-time throughput, ETA, and very cool animations!.",,https://github.com/rsalmei/alive-progress,https://github.com/rsalmei/alive-progress,MIT,2019-08-05 05:54:30.000,2023-10-27 20:10:45.000,2023-10-05 16:00:40,682.0,4.0,183.0,47.0,49.0,16.0,189.0,4720.0,2023-06-01 01:18:01.689,3.1.4,33.0,7.0,31,True,,alive-progress,conda-forge/alive-progress,,2570.0,2383.0,https://pypi.org/project/alive-progress,470709.0,471704.0,https://anaconda.org/conda-forge/alive-progress,2023-06-01 05:47:28.243,44781.0,3.0,2023-01-02 21:20:40.562,187.0,,,,,,,,,,,,,,,,,
88,pudb,inducer/pudb,debugging,Full-screen console debugger for Python.,,https://github.com/inducer/pudb,https://github.com/inducer/pudb,,2011-05-13 23:44:30.000,2023-10-16 17:39:17.000,2023-10-16 17:39:16,1230.0,25.0,212.0,49.0,274.0,142.0,173.0,2773.0,2023-10-06 19:01:05.000,2023.1,12.0,93.0,31,False,,pudb,conda-forge/pudb,,5460.0,5460.0,https://pypi.org/project/pudb,250642.0,253404.0,https://anaconda.org/conda-forge/pudb,2023-06-16 13:21:37.623,243098.0,1.0,,,,,,,,,,,,,,,,,,,
89,flit,pypa/flit,build-tools,Simplified packaging of Python modules.,,https://github.com/pypa/flit,https://github.com/pypa/flit,BSD-3-Clause,2015-03-13 21:22:27.000,2023-10-10 09:45:37.000,2023-09-28 08:29:20,1170.0,10.0,125.0,35.0,271.0,132.0,275.0,2024.0,2023-05-14 14:50:50.819,3.9.0,49.0,69.0,31,True,,flit,conda-forge/flit,,2083.0,1601.0,https://pypi.org/project/flit,351218.0,353337.0,https://anaconda.org/conda-forge/flit,2023-06-16 13:24:46.150,171718.0,3.0,2023-05-14 14:50:50.819,482.0,,,,,,,,,,,,,,,,,
90,doit,pydoit/doit,build-tools,task management & automation tool.,,https://github.com/pydoit/doit,https://github.com/pydoit/doit,MIT,2014-02-14 22:21:23.000,2023-10-21 22:19:38.000,2023-01-16 03:40:03,1483.0,,167.0,50.0,163.0,81.0,218.0,1708.0,,,10.0,65.0,31,True,,doit,conda-forge/doit,,1632.0,1632.0,https://pypi.org/project/doit,465350.0,468747.0,https://anaconda.org/conda-forge/doit,2023-06-16 13:22:52.551,241230.0,3.0,,,,,,,,,,,,,,,,,,,
91,prettytable,jazzband/prettytable,logging,Display tabular data in a visually appealing ASCII table format.,,https://github.com/jazzband/prettytable,https://github.com/jazzband/prettytable,,2016-01-15 02:39:17.000,2023-10-17 07:08:40.000,2023-10-03 04:55:59,523.0,6.0,132.0,21.0,142.0,35.0,89.0,1143.0,2023-09-11 14:02:21.000,3.9.0,21.0,54.0,31,False,,prettytable,conda-forge/prettytable,,50191.0,50191.0,https://pypi.org/project/prettytable,11308068.0,11343002.0,https://anaconda.org/conda-forge/prettytable,2023-09-11 20:34:41.890,1257638.0,3.0,,,,,,,,,,,,,,,,,,,
92,flake8-bugbear,PyCQA/flake8-bugbear,linters,A plugin for Flake8 finding likely bugs and design problems in your program. Contains warnings that dont belong in..,,https://github.com/PyCQA/flake8-bugbear,https://github.com/PyCQA/flake8-bugbear,MIT,2016-03-15 20:54:43.000,2023-10-28 02:14:44.000,2023-10-25 17:49:07,330.0,7.0,96.0,8.0,213.0,57.0,150.0,991.0,2023-09-16 20:25:57.000,23.9.16,41.0,77.0,31,True,,flake8-bugbear,conda-forge/flake8-bugbear,['flake8'],34743.0,34743.0,https://pypi.org/project/flake8-bugbear,2505793.0,2526660.0,https://anaconda.org/conda-forge/flake8-bugbear,2023-09-18 23:27:35.475,751230.0,2.0,,,,,,,,,,,,,,,,,,,
93,setuptools_scm,pypa/setuptools_scm,build-tools,the blessed package to manage your versions by scm tags.,,https://github.com/pypa/setuptools_scm,https://github.com/pypa/setuptools_scm,MIT,2015-07-01 17:57:56.000,2023-10-30 19:16:31.000,2023-10-30 19:16:31,1645.0,121.0,194.0,26.0,438.0,85.0,444.0,772.0,2023-10-02 15:08:38.000,8.0.4,55.0,128.0,31,True,,setuptools_scm,conda-forge/setuptools_scm,,,,https://pypi.org/project/setuptools_scm,28191002.0,28239059.0,https://anaconda.org/conda-forge/setuptools_scm,2023-10-04 14:19:42.239,2018422.0,3.0,,,,,,,,,,,,,,,,,,,
94,pylint-django,PyCQA/pylint-django,linters,Pylint plugin for improving code analysis for when using Django.,,https://github.com/pylint-dev/pylint-django,https://github.com/pylint-dev/pylint-django,GPL-2.0,2013-10-01 06:35:15.000,2023-10-30 08:55:55.000,2023-10-30 08:13:49,645.0,17.0,117.0,16.0,195.0,54.0,169.0,569.0,2023-10-23 13:09:34.000,2.5.5,56.0,70.0,31,True,pylint-dev/pylint-django,pylint-django,conda-forge/pylint-django,['pylint'],28747.0,27567.0,https://pypi.org/project/pylint-django,2497636.0,2499612.0,https://anaconda.org/conda-forge/pylint-django,2023-06-16 13:25:11.432,171505.0,2.0,2023-10-23 13:09:34.000,1180.0,278.0,,,,,,,,,,,,,,,,
95,sphinx-autodoc-typehints,tox-dev/sphinx-autodoc-typehints,documentation,Type hints support for the Sphinx autodoc extension.,,https://github.com/tox-dev/sphinx-autodoc-typehints,https://github.com/tox-dev/sphinx-autodoc-typehints,MIT,2015-09-21 20:41:41.000,2023-10-31 16:28:38.000,2023-10-31 16:28:23,332.0,14.0,96.0,11.0,218.0,28.0,146.0,505.0,2023-10-31 16:28:39.000,1.24.1,40.0,54.0,31,True,,sphinx-autodoc-typehints,conda-forge/sphinx-autodoc-typehints,['sphinx'],44225.0,44225.0,https://pypi.org/project/sphinx-autodoc-typehints,1666350.0,1681241.0,https://anaconda.org/conda-forge/sphinx-autodoc-typehints,2023-07-21 19:10:23.294,610568.0,2.0,,,,,,,,,,,,,,,,,,,
96,PySnooper,cool-RR/PySnooper,debugging,Never use print for debugging again.,,https://github.com/cool-RR/PySnooper,https://github.com/cool-RR/PySnooper,MIT,2019-04-18 13:55:43.000,2023-07-27 14:52:53.379,2023-07-15 15:04:46,313.0,,934.0,235.0,117.0,26.0,105.0,16083.0,,,24.0,27.0,30,True,,pysnooper,conda-forge/pysnooper,,1586.0,1586.0,https://pypi.org/project/pysnooper,659469.0,661335.0,https://anaconda.org/conda-forge/pysnooper,2023-07-27 14:52:53.379,70933.0,1.0,,,,,,,,,,,,,,,,,,,
97,pycodestyle,PyCQA/pycodestyle,linters,Simple Python style checker in one Python file.,,https://github.com/PyCQA/pycodestyle,https://github.com/PyCQA/pycodestyle,,2009-10-02 00:43:37.000,2023-10-13 13:17:36.027,2023-10-12 23:38:32,1440.0,11.0,681.0,118.0,494.0,89.0,624.0,4924.0,2017-10-25 15:35:12.000,1.7.1,13.0,132.0,30,True,,pycodestyle,conda-forge/pycodestyle,,20.0,20.0,https://pypi.org/project/pycodestyle,33781593.0,34005186.0,https://anaconda.org/conda-forge/pycodestyle,2023-10-13 13:17:36.027,7154977.0,2.0,,,,,,,,,,,,,,-7.0,,,,,
98,briefcase,beeware/briefcase,packaging,Tools to support converting a Python project into a standalone native application.,,https://github.com/beeware/briefcase,https://github.com/beeware/briefcase,BSD-3-Clause,2015-07-28 15:20:03.000,2023-11-01 21:52:14.000,2023-11-01 21:52:14,3534.0,284.0,295.0,44.0,764.0,111.0,551.0,2114.0,2023-10-20 05:20:58.000,0.3.16,50.0,132.0,30,True,,briefcase,,,19.0,,https://pypi.org/project/briefcase,5644.0,5648.0,,,,2.0,2023-10-20 05:20:58.000,19.0,205.0,,,,,,,,,,,,,,,,
99,pyelftools,eliben/pyelftools,debugging,Parsing ELF and DWARF in Python.,,https://github.com/eliben/pyelftools,https://github.com/eliben/pyelftools,,2013-06-08 22:55:54.000,2023-10-30 12:38:59.000,2023-10-30 12:38:51,666.0,22.0,472.0,69.0,283.0,70.0,162.0,1775.0,,,8.0,97.0,30,False,,pyelftools,conda-forge/pyelftools,,6246.0,6246.0,https://pypi.org/project/pyelftools,2571623.0,2575565.0,https://anaconda.org/conda-forge/pyelftools,2023-09-23 20:45:10.696,145884.0,1.0,,,,,,,,,,,,,,,,,,,
100,nox,theacodes/nox,testing,Flexible test automation for Python.,,https://github.com/wntrblm/nox,https://github.com/wntrblm/nox,Apache-2.0,2016-02-24 04:02:58.000,2023-11-02 07:06:54.000,2023-11-02 07:06:53,544.0,4.0,138.0,24.0,415.0,56.0,274.0,1133.0,2023-04-23 01:43:49.000,2023.04.22,25.0,91.0,30,True,wntrblm/nox,nox,conda-forge/nox,['pytest'],4617.0,4617.0,https://pypi.org/project/nox,955175.0,960943.0,https://anaconda.org/conda-forge/nox,2023-09-25 20:41:36.795,236513.0,2.0,,,,,,,,,,,,,,,,,,,
101,colorlog,borntyping/python-colorlog,logging,A colored formatter for the python logging module.,,https://github.com/borntyping/python-colorlog,https://github.com/borntyping/python-colorlog,MIT,2012-09-05 17:57:21.000,2023-10-11 12:31:10.835,2022-08-29 14:53:21,230.0,,84.0,14.0,46.0,3.0,73.0,825.0,2023-02-02 20:53:50.284,6.5.0,66.0,30.0,30,False,,colorlog,conda-forge/colorlog,,32819.0,30079.0,https://pypi.org/project/colorlog,7708366.0,7753263.0,https://anaconda.org/conda-forge/colorlog,2023-10-11 12:31:10.835,1795882.0,3.0,2023-02-02 20:53:50.284,2740.0,,,,,,,,,,,,,,,,,
102,parso,davidhalter/parso,linters,A Python Parser.,,https://github.com/davidhalter/parso,https://github.com/davidhalter/parso,,2017-05-08 20:14:30.000,2023-06-18 23:54:48.000,2023-06-18 23:54:47,1112.0,,94.0,22.0,107.0,9.0,104.0,562.0,,,21.0,46.0,30,False,,parso,conda-forge/parso,,359633.0,359633.0,https://pypi.org/project/parso,23082108.0,23315990.0,https://anaconda.org/conda-forge/parso,2023-06-16 13:24:17.757,16605666.0,2.0,,,,,,,,,,,,,,,,,,,
103,numpydoc,numpy/numpydoc,documentation,Numpys Sphinx extensions.,,https://github.com/numpy/numpydoc,https://github.com/numpy/numpydoc,,2013-07-24 16:23:39.000,2023-10-10 04:01:23.000,2023-10-10 04:01:22,586.0,20.0,145.0,35.0,296.0,79.0,135.0,252.0,2023-09-26 00:24:32.000,1.6.0,27.0,80.0,30,False,,numpydoc,conda-forge/numpydoc,['sphinx'],45682.0,40914.0,https://pypi.org/project/numpydoc,552951.0,579281.0,https://anaconda.org/conda-forge/numpydoc,2023-06-16 13:20:56.387,2159065.0,2.0,2023-09-26 00:24:32.000,4768.0,,,,,,,,,,,,,,,,,
104,typed_ast,python/typed_ast,ast,Modified fork of CPythons ast module that parses `# type:` comments.,,https://github.com/python/typed_ast,https://github.com/python/typed_ast,Apache-2.0,2016-02-16 22:40:09.000,2023-09-22 19:48:21.052,2023-07-03 22:55:34,205.0,,56.0,20.0,109.0,1.0,86.0,223.0,2023-07-04 18:38:08.820,1.5.5,35.0,26.0,30,True,,typed_ast,conda-forge/typed-ast,,5544.0,,https://pypi.org/project/typed_ast,7775655.0,7943131.0,https://anaconda.org/conda-forge/typed-ast,2023-09-22 19:48:21.052,6196635.0,2.0,2023-07-04 18:38:08.820,5544.0,,,,,,,,,,,,,,,,,
105,Griffe,mkdocstrings/griffe,documentation,"Signatures for entire Python programs. Extract the structure, the frame, the skeleton of your project, to generate API..",,https://github.com/mkdocstrings/griffe,https://github.com/mkdocstrings/griffe,ISC,2021-09-09 21:49:44.000,2023-10-28 14:52:21.000,2023-10-28 11:09:53,760.0,72.0,33.0,6.0,53.0,25.0,147.0,215.0,2023-10-26 22:38:54.000,0.36.9,88.0,23.0,30,True,,griffe,conda-forge/griffe,,3476.0,3435.0,https://pypi.org/project/griffe,813043.0,822453.0,https://anaconda.org/conda-forge/griffe,2023-10-27 01:32:29.962,188209.0,2.0,2023-10-26 22:38:35.000,41.0,,,,,,,,,,,,,,,,,
106,gdbgui,cs01/gdbgui,debugging,"Browser-based frontend to gdb (gnu debugger). Add breakpoints, view the stack, visualize data structures, and more in..",,https://github.com/cs01/gdbgui,https://github.com/cs01/gdbgui,GPL-3.0,2016-10-27 03:19:25.000,2023-10-27 13:31:15.000,2023-10-18 07:06:19,437.0,6.0,480.0,164.0,158.0,137.0,172.0,9451.0,2023-10-18 16:33:47.000,0.15.2.0,10.0,44.0,29,True,,gdbgui,,,326.0,326.0,https://pypi.org/project/gdbgui,16334.0,16736.0,,,,2.0,,,16092.0,,,,,,,,,,,,,,,,
107,mamba,mamba-org/mamba,dependency-managers,The Fast Cross-Platform Package Manager.,,https://github.com/mamba-org/mamba,https://github.com/mamba-org/mamba,BSD-3-Clause,2019-03-05 13:05:10.000,2023-11-02 14:08:21.000,2023-11-02 12:55:39,2660.0,118.0,293.0,45.0,1455.0,425.0,1070.0,5322.0,2023-10-31 15:04:38.000,2023.10.30,115.0,140.0,29,True,,,conda-forge/mamba,,,,,,229176.0,https://anaconda.org/conda-forge/mamba,2023-10-31 08:39:11.232,9625424.0,3.0,,,,,,,,,,,,,,,,,,,
108,line_profiler,pyutils/line_profiler,profiling,Line-by-line profiling for Python.,,https://github.com/pyutils/line_profiler,https://github.com/pyutils/line_profiler,BSD-3-Clause,2019-12-10 22:26:33.000,2023-10-28 01:08:38.000,2023-10-06 15:15:05,397.0,72.0,105.0,15.0,155.0,44.0,50.0,2178.0,2023-08-22 03:20:28.000,4.1.1,29.0,41.0,29,True,,line_profiler,conda-forge/line_profiler,,82.0,,https://pypi.org/project/line_profiler,444089.0,456388.0,https://anaconda.org/conda-forge/line_profiler,2023-09-27 21:27:52.775,442766.0,2.0,2023-08-22 03:20:28.000,82.0,,,,,,,,,,,,,,,,,
109,ipdb,gotcha/ipdb,debugging,Integration of IPython pdb.,,https://github.com/gotcha/ipdb,https://github.com/gotcha/ipdb,BSD-3-Clause,2011-01-15 17:51:47.000,2023-08-03 14:30:43.000,2023-08-03 14:30:43,380.0,,141.0,29.0,84.0,62.0,129.0,1767.0,,,14.0,58.0,29,True,,ipdb,conda-forge/ipdb,,50017.0,50017.0,https://pypi.org/project/ipdb,2329866.0,2334644.0,https://anaconda.org/conda-forge/ipdb,2023-06-16 13:21:31.191,420506.0,2.0,,,,,,,,,,,,,,,,,,,
110,pytest-asyncio,pytest-dev/pytest-asyncio,testing,Asyncio support for pytest.,,https://github.com/pytest-dev/pytest-asyncio,https://github.com/pytest-dev/pytest-asyncio,Apache-2.0,2015-04-11 00:18:05.000,2023-10-31 15:48:51.000,2023-10-31 08:09:15,536.0,78.0,121.0,35.0,394.0,33.0,225.0,1227.0,2023-10-31 07:26:43.000,0.22.0,22.0,42.0,29,True,,pytest-asyncio,conda-forge/pytest-asyncio,['pytest'],,,https://pypi.org/project/pytest-asyncio,8765552.0,8808864.0,https://anaconda.org/conda-forge/pytest-asyncio,2023-10-31 14:09:09.565,1818866.0,2.0,,,151.0,,,,,,,,,,,,,,,,
111,PyHamcrest,hamcrest/PyHamcrest,testing,Hamcrest matchers for Python.,,https://github.com/hamcrest/PyHamcrest,https://github.com/hamcrest/PyHamcrest,,2010-12-24 02:55:56.000,2023-10-23 21:48:09.000,2023-10-23 21:48:09,645.0,12.0,104.0,25.0,158.0,17.0,65.0,722.0,2023-10-22 15:51:05.000,V2.1.0,10.0,43.0,29,False,,pyhamcrest,conda-forge/pyhamcrest,,35750.0,35750.0,https://pypi.org/project/pyhamcrest,1260305.0,1265607.0,https://anaconda.org/conda-forge/pyhamcrest,2023-06-16 13:17:20.732,477256.0,2.0,,,,,,,,,,,,,,,,,,,
112,alabaster,bitprophet/alabaster,documentation,"Lightweight, configurable Sphinx theme.",,https://github.com/sphinx-doc/alabaster,https://github.com/sphinx-doc/alabaster,,2013-12-07 00:03:15.000,2023-10-19 23:30:15.000,2023-10-04 23:10:27,384.0,1.0,173.0,30.0,90.0,66.0,56.0,704.0,,,6.0,30.0,29,False,sphinx-doc/alabaster,alabaster,conda-forge/alabaster,['sphinx'],112429.0,112429.0,https://pypi.org/project/alabaster,7089871.0,7167161.0,https://anaconda.org/conda-forge/alabaster,2023-06-16 13:24:00.075,6801568.0,2.0,,,,,,,,,,,,,,,,,,,
113,mccabe,PyCQA/mccabe,code-metrics,McCabe complexity checker for Python.,,https://github.com/PyCQA/mccabe,https://github.com/PyCQA/mccabe,,2013-02-20 22:19:04.000,2023-09-16 14:13:15.000,2023-06-19 12:19:25,147.0,,55.0,17.0,60.0,10.0,40.0,600.0,,,4.0,23.0,29,True,,mccabe,conda-forge/mccabe,,405260.0,405260.0,https://pypi.org/project/mccabe,32145988.0,32231697.0,https://anaconda.org/conda-forge/mccabe,2023-06-16 13:17:55.573,7628167.0,2.0,,,,,,,,,,,,,,,,,,,
114,coveralls-python,TheKevJames/coveralls-python,testing,Show coverage stats online via coveralls.io.,,https://github.com/TheKevJames/coveralls-python,https://github.com/TheKevJames/coveralls-python,MIT,2013-02-06 20:48:39.000,2023-10-19 11:51:11.000,2023-08-14 16:01:13,475.0,1.0,182.0,8.0,227.0,15.0,146.0,530.0,2021-11-11 20:59:17.000,3.3.1,28.0,64.0,29,True,,coveralls,conda-forge/coveralls,['pytest'],32423.0,32423.0,https://pypi.org/project/coveralls,563579.0,576186.0,https://anaconda.org/conda-forge/coveralls,2023-06-16 13:24:40.028,1033777.0,2.0,,,,,,,,,,,,,,,,,,,
115,detect-secrets,Yelp/detect-secrets,security,An enterprise friendly way of detecting and preventing secrets in code.,,https://github.com/Yelp/detect-secrets,https://github.com/Yelp/detect-secrets,Apache-2.0,2017-12-05 00:38:38.000,2023-10-26 19:01:40.000,2023-04-11 16:04:33,1217.0,,380.0,48.0,423.0,119.0,199.0,3233.0,2022-10-05 17:13:10.000,1.4.0,37.0,73.0,28,True,,detect-secrets,,,35.0,,https://pypi.org/project/detect-secrets,405355.0,405355.0,,,,3.0,2020-07-26 03:40:27.000,35.0,,,,,,,,,,,,,,,,,
116,radon,rubik/radon,code-metrics,Various code metrics for Python code.,,https://github.com/rubik/radon,https://github.com/rubik/radon,MIT,2012-09-20 18:58:58.000,2023-10-14 06:39:48.000,2023-10-06 10:02:00,544.0,5.0,109.0,33.0,89.0,23.0,145.0,1544.0,,,16.0,60.0,28,True,,radon,conda-forge/radon,,4493.0,4493.0,https://pypi.org/project/radon,411792.0,412702.0,https://anaconda.org/conda-forge/radon,2023-06-16 13:24:51.939,66462.0,2.0,,,,,,,,,,,,,,,,,,,
117,Yappi,sumerc/yappi,profiling,"Yet Another Python Profiler, but this time multithreading, asyncio and gevent aware.",,https://github.com/sumerc/yappi,https://github.com/sumerc/yappi,MIT,2009-10-07 20:46:30.000,2023-09-28 07:12:05.000,2023-05-29 13:41:01,712.0,,66.0,15.0,79.0,24.0,51.0,1255.0,2022-10-31 08:28:00.894,1.4.0,22.0,28.0,28,True,,yappi,conda-forge/yappi,,1401.0,1051.0,https://pypi.org/project/yappi,1700462.0,1702589.0,https://anaconda.org/conda-forge/yappi,2023-06-16 13:20:48.597,163828.0,3.0,2022-10-31 08:28:00.894,350.0,,,,,,,,,,,,,,,,,
118,pytest-xdist,pytest-dev/pytest-xdist,testing,pytest plugin for distributed testing and loop-on-failures testing modes.,,https://github.com/pytest-dev/pytest-xdist,https://github.com/pytest-dev/pytest-xdist,MIT,2015-09-01 18:51:45.000,2023-10-24 11:34:09.000,2023-10-24 11:34:08,1123.0,18.0,192.0,48.0,382.0,219.0,332.0,1255.0,,,48.0,90.0,28,True,,pytest-xdist,conda-forge/pytest-xdist,['pytest'],,,https://pypi.org/project/pytest-xdist,14502953.0,14564756.0,https://anaconda.org/conda-forge/pytest-xdist,2023-06-16 13:21:13.802,5438668.0,3.0,,,,,,,,,,,,,,-8.0,,,,,
119,pdbpp,pdbpp/pdbpp,debugging,"pdb++, a drop-in replacement for pdb (the Python debugger).",,https://github.com/pdbpp/pdbpp,https://github.com/pdbpp/pdbpp,BSD-3-Clause,2017-06-11 13:42:16.000,2023-10-29 21:19:28.000,2022-07-14 18:31:38,706.0,,65.0,19.0,322.0,78.0,126.0,1185.0,2021-07-09 22:21:56.000,0.10.3,13.0,41.0,28,False,,pdbpp,conda-forge/pdbpp,,5177.0,5177.0,https://pypi.org/project/pdbpp,303014.0,304423.0,https://anaconda.org/conda-forge/pdbpp,2023-06-16 13:25:41.484,105712.0,3.0,,,,,,,,,,,,,,,,,,,
120,wily,tonybaloney/wily,code-metrics,"A Python application for tracking, reporting on timing and complexity in Python code.",,https://github.com/tonybaloney/wily,https://github.com/tonybaloney/wily,Apache-2.0,2018-10-11 22:12:25.000,2023-10-29 12:06:27.000,2023-10-11 03:48:44,905.0,18.0,56.0,26.0,123.0,30.0,72.0,1136.0,2023-10-11 03:47:29.000,1.25.0,6.0,24.0,28,True,,wily,,,199.0,199.0,https://pypi.org/project/wily,14787.0,14787.0,,,,2.0,,,,,,,,,,,,,,,,,,,
121,pytest-benchmark,ionelmc/pytest-benchmark,testing,py.test fixture for benchmarking code.,,https://github.com/ionelmc/pytest-benchmark,https://github.com/ionelmc/pytest-benchmark,BSD-2-Clause,2014-10-10 10:55:33.000,2023-09-15 21:30:51.000,2023-04-27 00:15:19,1004.0,,104.0,19.0,71.0,91.0,87.0,1133.0,,,5.0,39.0,28,True,,pytest-benchmark,conda-forge/pytest-benchmark,['pytest'],7743.0,7743.0,https://pypi.org/project/pytest-benchmark,802253.0,823037.0,https://anaconda.org/conda-forge/pytest-benchmark,2023-06-16 13:15:49.392,1912152.0,3.0,,,,,,,,,,,,,,,,,,,
122,autoflake,myint/autoflake,refactoring,Removes unused imports and unused variables as reported by pyflakes.,,https://github.com/PyCQA/autoflake,https://github.com/PyCQA/autoflake,MIT,2012-12-27 03:40:17.000,2023-10-23 23:25:45.000,2023-10-23 23:25:39,623.0,17.0,77.0,15.0,172.0,39.0,73.0,816.0,2023-09-01 06:20:05.000,2.2.1,59.0,37.0,28,True,PyCQA/autoflake,autoflake,conda-forge/autoflake,,749.0,,https://pypi.org/project/autoflake,1631953.0,1641243.0,https://anaconda.org/conda-forge/autoflake,2023-06-16 16:14:56.765,510964.0,2.0,2023-09-01 06:19:21.000,749.0,,,,,,,,,,,,,,,,,
123,astor,berkerpeksag/astor,ast,Python AST read/write.,,https://github.com/berkerpeksag/astor,https://github.com/berkerpeksag/astor,BSD-3-Clause,2012-09-19 23:02:51.000,2023-09-06 00:31:07.000,2023-09-06 00:31:07,265.0,1.0,98.0,25.0,109.0,40.0,78.0,748.0,2019-12-10 01:50:33.000,0.8.1,14.0,33.0,28,True,,astor,conda-forge/astor,,2194.0,,https://pypi.org/project/astor,4877060.0,4905249.0,https://anaconda.org/conda-forge/astor,2023-06-16 13:23:08.435,2226983.0,2.0,2019-12-10 01:50:33.000,2194.0,,,,,,,,,,,,,,,,,
124,sphinx-autobuild,executablebooks/sphinx-autobuild,documentation,Watch a Sphinx directory and rebuild the documentation when a change is detected. Also includes a livereload enabled..,,https://github.com/executablebooks/sphinx-autobuild,https://github.com/executablebooks/sphinx-autobuild,MIT,2013-12-25 17:09:56.000,2023-10-28 12:08:30.000,2023-10-28 12:08:30,302.0,7.0,64.0,20.0,63.0,24.0,53.0,484.0,2022-04-20 19:59:44.000,2021.03.14,4.0,25.0,28,True,,sphinx-autobuild,conda-forge/sphinx-autobuild,['sphinx'],20147.0,20147.0,https://pypi.org/project/sphinx-autobuild,489310.0,492133.0,https://anaconda.org/conda-forge/sphinx-autobuild,2023-06-16 13:21:20.882,223019.0,2.0,,,,,,,,,,,,,,,,,,,
125,pep8-naming,PyCQA/pep8-naming,linters,Naming Convention checker for Python.,,https://github.com/PyCQA/pep8-naming,https://github.com/PyCQA/pep8-naming,Saxpath,2013-02-09 18:32:52.000,2023-10-22 04:06:41.000,2023-10-22 01:54:47,265.0,7.0,142.0,16.0,130.0,18.0,79.0,471.0,2022-12-19 20:46:55.580,0.13.3,27.0,36.0,28,False,,pep8-naming,conda-forge/pep8-naming,,52096.0,50208.0,https://pypi.org/project/pep8-naming,1838055.0,1841820.0,https://anaconda.org/conda-forge/pep8-naming,2023-06-16 13:15:30.349,350216.0,2.0,2022-12-19 20:46:55.580,1888.0,,,,,,,,,,,,,,,,,
126,flake8-comprehensions,adamchainz/flake8-comprehensions,linters,A flake8 plugin to help you write better list/set/dict comprehensions.,,https://github.com/adamchainz/flake8-comprehensions,https://github.com/adamchainz/flake8-comprehensions,MIT,2016-04-05 12:15:56.000,2023-10-30 22:19:26.000,2023-10-30 22:19:25,567.0,23.0,21.0,7.0,485.0,4.0,51.0,452.0,,,30.0,15.0,28,True,,flake8-comprehensions,conda-forge/flake8-comprehensions,['flake8'],25272.0,25272.0,https://pypi.org/project/flake8-comprehensions,1030933.0,1049495.0,https://anaconda.org/conda-forge/flake8-comprehensions,2023-07-17 21:11:54.892,761077.0,2.0,,,,,,,,,,,,,,7.0,,,,,
127,ddt,datadriventests/ddt,testing,Data-Driven Tests for Python Unittest.,,https://github.com/datadriventests/ddt,https://github.com/datadriventests/ddt,MIT,2012-02-11 22:57:10.000,2023-10-18 15:22:13.000,2022-08-10 16:41:28,230.0,,111.0,21.0,62.0,8.0,42.0,432.0,2022-08-10 16:45:07.000,1.6.0,22.0,37.0,28,False,,ddt,conda-forge/ddt,,5313.0,5313.0,https://pypi.org/project/ddt,398833.0,399951.0,https://anaconda.org/conda-forge/ddt,2023-06-16 13:23:45.665,89479.0,3.0,,,,,,,,,,,,,,,,,,,
128,wasabi,ines/wasabi,logging,A lightweight console printing and formatting toolkit.,,https://github.com/explosion/wasabi,https://github.com/explosion/wasabi,MIT,2018-11-17 14:40:55.000,2023-06-07 10:00:19.970,2023-06-07 06:50:58,257.0,,25.0,16.0,34.0,4.0,5.0,431.0,2023-06-07 07:37:46.000,1.1.2,39.0,13.0,28,True,explosion/wasabi,wasabi,conda-forge/wasabi,,36190.0,36190.0,https://pypi.org/project/wasabi,5349241.0,5370889.0,https://anaconda.org/conda-forge/wasabi,2023-06-07 10:00:19.970,1233944.0,3.0,,,,,,,,,,,,,,,,,,,
