,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,updated_github_id,open_issue_count,pypi_id,conda_id,labels,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_monthly_downloads,trending,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_dependent_project_count,cargo_monthly_downloads,cargo_total_downloads,conda_forge
85,colorlog,borntyping/python-colorlog,logging,A colored formatter for the python logging module.,,https://github.com/borntyping/python-colorlog,https://github.com/borntyping/python-colorlog,MIT,2012-09-05 17:57:21.000,2024-01-26 16:23:52.610000,2024-01-26 14:06:47,244.0,14.0,123.0,13.0,48.0,76.0,840.0,2024-01-26 13:59:27.000,6.8.2,68.0,33.0,32,True,,,colorlog,conda-forge/colorlog,,,11321266.0,37141.0,34320.0,https://pypi.org/project/colorlog,2024-01-26 13:59:27.000,2821.0,11276092.0,https://anaconda.org/conda-forge/colorlog,2024-01-26 16:23:52.610,1942504.0,3.0,,,,,,,,,,,,,,,,
86,sphinx-autodoc-typehints,tox-dev/sphinx-autodoc-typehints,documentation,Type hints support for the Sphinx autodoc extension.,,https://github.com/tox-dev/sphinx-autodoc-typehints,https://github.com/tox-dev/sphinx-autodoc-typehints,MIT,2015-09-21 20:41:41.000,2024-02-22 02:17:28.000000,2024-02-22 02:17:27,352.0,16.0,98.0,11.0,240.0,155.0,521.0,2024-02-08 02:24:00.000,2.0.0,45.0,54.0,32,True,,31.0,sphinx-autodoc-typehints,conda-forge/sphinx-autodoc-typehints,['sphinx'],,1873793.0,47392.0,47392.0,https://pypi.org/project/sphinx-autodoc-typehints,,,1859153.0,https://anaconda.org/conda-forge/sphinx-autodoc-typehints,2024-02-08 10:39:09.188,644191.0,2.0,,,,,,,,,,,,,,,,
87,sqlmap,sqlmapproject/sqlmap,security,Automatic SQL injection and database takeover tool.,,https://github.com/sqlmapproject/sqlmap,https://github.com/sqlmapproject/sqlmap,,2012-06-26 09:52:15.000,2024-02-10 14:24:33.000000,2024-02-10 14:24:28,10141.0,28.0,5346.0,1090.0,376.0,5056.0,29971.0,2024-01-03 22:20:06.000,1.8,9.0,134.0,31,False,,51.0,sqlmap,,,,9337.0,21.0,21.0,https://pypi.org/project/sqlmap,,,9337.0,,,,2.0,,,,,,,,,,,,,,,,
88,py-spy,benfred/py-spy,profiling,Sampling profiler for Python programs.,,https://github.com/benfred/py-spy,https://github.com/benfred/py-spy,MIT,2018-08-01 02:22:15.000,2024-02-20 15:17:11.000000,2023-12-16 00:50:19,486.0,1.0,378.0,111.0,314.0,190.0,11563.0,2022-09-07 22:01:08.223,0.3.14,38.0,37.0,31,True,,145.0,py-spy,conda-forge/py-spy,,15319.0,1597449.3333333333,3668.0,3616.0,https://pypi.org/project/py-spy,2022-09-07 22:00:23.982,51.0,1586816.0,https://anaconda.org/conda-forge/py-spy,2023-06-16 16:18:45.113,509145.0,2.0,,,,,,,,,,py-spy,https://crates.io/crates/py-spy,2022-09-07 22:01:08.223,1.0,564.3333333333334,410042.0,
89,pyinstrument,joerick/pyinstrument,profiling,Call stack profiler for Python. Shows you why your code is slow!.,,https://github.com/joerick/pyinstrument,https://github.com/joerick/pyinstrument,BSD-3-Clause,2014-03-13 17:53:13.000,2024-02-06 09:58:00.000000,2024-02-06 09:57:53,950.0,9.0,238.0,53.0,156.0,115.0,5969.0,2024-01-26 19:49:25.000,4.6.2,45.0,55.0,31,True,,24.0,pyinstrument,conda-forge/pyinstrument,,,775092.0,2184.0,2048.0,https://pypi.org/project/pyinstrument,2024-01-26 19:49:25.000,136.0,768237.0,https://anaconda.org/conda-forge/pyinstrument,2024-01-26 23:44:31.158,287910.0,2.0,,,,,,,,,,,,,,,,
90,sphinx_rtd_theme,readthedocs/sphinx_rtd_theme,documentation,Sphinx theme for readthedocs.org.,,https://github.com/readthedocs/sphinx_rtd_theme,https://github.com/readthedocs/sphinx_rtd_theme,MIT,2013-10-17 17:10:49.000,2024-02-09 19:12:44.000000,2024-01-25 20:03:15,1481.0,5.0,1585.0,167.0,711.0,623.0,4562.0,,,22.0,116.0,31,True,,177.0,sphinx_rtd_theme,conda-forge/sphinx_rtd_theme,['sphinx'],,4105970.0,16.0,16.0,https://pypi.org/project/sphinx_rtd_theme,,,4021610.0,https://anaconda.org/conda-forge/sphinx_rtd_theme,2023-11-28 15:01:30.175,3711869.0,2.0,,,,,,,,,,,,,,,,
91,mkdocstrings,mkdocstrings/mkdocstrings,documentation,"Automatic documentation from sources, for MkDocs.",,https://github.com/mkdocstrings/mkdocstrings,https://github.com/mkdocstrings/mkdocstrings,ISC,2019-12-09 18:09:09.000,2024-02-22 14:06:06.000000,2024-02-22 14:06:01,622.0,6.0,100.0,14.0,174.0,333.0,1509.0,2023-11-14 17:46:28.000,0.24.0,18.0,42.0,31,True,,44.0,mkdocstrings,conda-forge/mkdocstrings,['mkdocs'],,845424.0,11437.0,11437.0,https://pypi.org/project/mkdocstrings,,,842804.0,https://anaconda.org/conda-forge/mkdocstrings,2023-11-15 01:17:08.478,104827.0,2.0,,,,,,,,,,,,,,,,
92,pytest-bdd,pytest-dev/pytest-bdd,testing,BDD library for the py.test runner.,,https://github.com/pytest-dev/pytest-bdd,https://github.com/pytest-dev/pytest-bdd,MIT,2013-03-29 07:27:43.000,2024-02-20 00:26:25.000000,2024-01-21 14:57:12,1094.0,9.0,198.0,56.0,340.0,206.0,1248.0,2022-11-09 16:51:21.000,6.1.1,7.0,61.0,31,True,,115.0,pytest-bdd,conda-forge/pytest-bdd,['pytest'],,842000.0,3376.0,3376.0,https://pypi.org/project/pytest-bdd,,,835766.0,https://anaconda.org/conda-forge/pytest-bdd,2023-12-02 22:25:37.629,56111.0,2.0,,,,,,,,,,,,,,,,
93,nox,theacodes/nox,testing,Flexible test automation for Python.,,https://github.com/wntrblm/nox,https://github.com/wntrblm/nox,Apache-2.0,2016-02-24 04:02:58.000,2024-02-22 03:44:40.000000,2024-02-21 22:54:55,558.0,14.0,144.0,23.0,437.0,280.0,1177.0,2023-04-23 01:43:49.000,2023.04.22,25.0,94.0,31,True,wntrblm/nox,62.0,nox,conda-forge/nox,['pytest'],,1380476.0,5019.0,5019.0,https://pypi.org/project/nox,,,1374552.0,https://anaconda.org/conda-forge/nox,2023-09-25 20:41:36.795,260689.0,2.0,,,,,,,,,,,,,,,,
94,mccabe,PyCQA/mccabe,code-metrics,McCabe complexity checker for Python.,,https://github.com/PyCQA/mccabe,https://github.com/PyCQA/mccabe,Saxpath,2013-02-20 22:19:04.000,2023-12-03 13:55:50.000000,2023-12-03 13:55:50,149.0,1.0,57.0,17.0,60.0,45.0,620.0,2022-01-24 01:14:49.000,0.7.0,13.0,24.0,31,True,,14.0,mccabe,conda-forge/mccabe,,,32210282.0,445282.0,429272.0,https://pypi.org/project/mccabe,2022-01-24 01:14:49.000,16010.0,32124986.0,https://anaconda.org/conda-forge/mccabe,2023-06-16 13:17:55.573,7847309.0,2.0,,,,,,,,,,,,,,,,
95,sphinx-autobuild,executablebooks/sphinx-autobuild,documentation,Watch a Sphinx directory and rebuild the documentation when a change is detected. Also includes a livereload enabled..,,https://github.com/sphinx-doc/sphinx-autobuild,https://github.com/sphinx-doc/sphinx-autobuild,MIT,2013-12-25 17:09:56.000,2024-02-04 08:41:06.492000,2024-02-04 06:08:57,337.0,33.0,69.0,21.0,66.0,58.0,502.0,2024-02-04 06:10:03.000,2024.02.04,5.0,29.0,31,True,sphinx-doc/sphinx-autobuild,24.0,sphinx-autobuild,conda-forge/sphinx-autobuild,['sphinx'],,674088.0,21914.0,21914.0,https://pypi.org/project/sphinx-autobuild,,,667863.0,https://anaconda.org/conda-forge/sphinx-autobuild,2024-02-04 08:41:06.492,236587.0,2.0,,,,,,,,,,,,,,,,
96,executing,alexmojaki/executing,ast,"Get information about what a Python frame is currently doing, particularly the AST node being executed.",,https://github.com/alexmojaki/executing,https://github.com/alexmojaki/executing,MIT,2019-05-25 08:22:26.000,2024-01-30 20:19:18.000000,2023-11-06 14:59:27,469.0,,31.0,10.0,43.0,25.0,295.0,2020-12-27 11:10:13.000,0.5.4,19.0,10.0,31,True,,13.0,executing,conda-forge/executing,,,28070319.0,152214.0,152214.0,https://pypi.org/project/executing,,,27808733.0,https://anaconda.org/conda-forge/executing,2023-10-29 11:48:33.889,10463445.0,1.0,,,,,,,,,,,,,,,,
97,Griffe,mkdocstrings/griffe,documentation,"Signatures for entire Python programs. Extract the structure, the frame, the skeleton of your project, to generate API..",,https://github.com/mkdocstrings/griffe,https://github.com/mkdocstrings/griffe,ISC,2021-09-09 21:49:44.000,2024-02-12 08:47:05.000000,2024-02-12 08:47:04,813.0,37.0,36.0,6.0,57.0,156.0,239.0,2024-02-08 15:17:00.000,0.40.1,95.0,27.0,31,True,,21.0,griffe,conda-forge/griffe,,,1206093.0,4518.0,4469.0,https://pypi.org/project/griffe,2024-02-08 15:16:50.000,49.0,1196950.0,https://anaconda.org/conda-forge/griffe,2024-02-08 18:51:30.938,210296.0,2.0,,,,,,,,,,,,,,,,
98,mamba,mamba-org/mamba,dependency-managers,The Fast Cross-Platform Package Manager.,,https://github.com/mamba-org/mamba,https://github.com/mamba-org/mamba,BSD-3-Clause,2019-03-05 13:05:10.000,2024-02-21 16:50:45.000000,2024-02-21 16:27:35,2790.0,103.0,326.0,48.0,1602.0,1135.0,5876.0,2023-12-21 16:59:19.000,2023.12.21,118.0,147.0,30,True,,484.0,,conda-forge/mamba,,,231415.0,,,,,,,https://anaconda.org/conda-forge/mamba,2023-12-21 18:03:09.663,10413710.0,3.0,,,,,,,,,,,,,,,,
99,alive-progress,rsalmei/alive-progress,logging,"A new kind of Progress Bar, with real-time throughput, ETA, and very cool animations!.",,https://github.com/rsalmei/alive-progress,https://github.com/rsalmei/alive-progress,MIT,2019-08-05 05:54:30.000,2024-01-18 19:45:29.000000,2023-12-02 19:40:58,685.0,1.0,188.0,48.0,49.0,199.0,4930.0,2023-11-08 23:23:51.000,3.1.5,34.0,7.0,30,True,,20.0,alive-progress,conda-forge/alive-progress,,,583442.0,2971.0,2751.0,https://pypi.org/project/alive-progress,2023-11-08 23:23:51.000,220.0,582299.0,https://anaconda.org/conda-forge/alive-progress,2023-11-09 06:24:38.416,49186.0,3.0,,,,,,,,,,,,,,,,
100,pudb,inducer/pudb,debugging,Full-screen console debugger for Python.,,https://github.com/inducer/pudb,https://github.com/inducer/pudb,,2011-05-13 23:44:30.000,2024-02-21 23:04:23.000000,2024-02-21 23:04:22,1239.0,9.0,215.0,49.0,282.0,177.0,2832.0,2024-01-16 22:18:37.000,2024.1,12.0,95.0,30,False,,143.0,pudb,conda-forge/pudb,,,259788.0,5935.0,5935.0,https://pypi.org/project/pudb,,,257072.0,https://anaconda.org/conda-forge/pudb,2023-06-16 13:21:37.623,247213.0,1.0,,,,,,,,,,,,,,,,
101,flit,pypa/flit,build-tools,Simplified packaging of Python modules.,,https://github.com/pypa/flit,https://github.com/pypa/flit,BSD-3-Clause,2015-03-13 21:22:27.000,2024-01-28 10:24:07.000000,2024-01-28 09:31:50,1187.0,8.0,126.0,33.0,277.0,284.0,2071.0,2023-05-14 14:50:50.819,3.9.0,49.0,71.0,30,True,,132.0,flit,conda-forge/flit,,,355667.0,2267.0,1739.0,https://pypi.org/project/flit,2023-05-14 14:50:50.819,528.0,353572.0,https://anaconda.org/conda-forge/flit,2023-06-16 13:24:46.150,176027.0,3.0,,,,,,,,,,,,,,,,
102,pyelftools,eliben/pyelftools,debugging,Parsing ELF and DWARF in Python.,,https://github.com/eliben/pyelftools,https://github.com/eliben/pyelftools,,2013-06-08 22:55:54.000,2024-02-15 14:04:21.000000,2024-02-15 14:04:20,672.0,5.0,483.0,71.0,295.0,171.0,1845.0,,,8.0,99.0,30,False,,73.0,pyelftools,conda-forge/pyelftools,,,3429278.0,6989.0,6989.0,https://pypi.org/project/pyelftools,,,3425513.0,https://anaconda.org/conda-forge/pyelftools,2023-09-23 20:45:10.696,150631.0,1.0,,,,,,,,,,,,,,,,
103,doit,pydoit/doit,build-tools,task management & automation tool.,,https://github.com/pydoit/doit,https://github.com/pydoit/doit,MIT,2014-02-14 22:21:23.000,2023-10-21 22:19:38.000000,2023-01-16 03:40:03,1483.0,,167.0,48.0,163.0,218.0,1753.0,,,10.0,65.0,30,False,,84.0,doit,conda-forge/doit,,,505917.0,1731.0,1731.0,https://pypi.org/project/doit,,,502525.0,https://anaconda.org/conda-forge/doit,2023-06-16 13:22:52.551,251040.0,3.0,,,,,,,,,,,,,,,,
104,radon,rubik/radon,code-metrics,Various code metrics for Python code.,,https://github.com/rubik/radon,https://github.com/rubik/radon,MIT,2012-09-20 18:58:58.000,2024-01-04 18:22:31.000000,2023-10-06 10:02:00,544.0,,111.0,34.0,93.0,145.0,1578.0,2023-03-26 06:25:00.948,6.0.1,56.0,60.0,30,True,,23.0,radon,conda-forge/radon,,,467215.0,5425.0,4764.0,https://pypi.org/project/radon,2023-03-26 06:25:00.948,661.0,466310.0,https://anaconda.org/conda-forge/radon,2023-06-16 13:24:51.939,68823.0,2.0,,,,,,,,,,,,,,,,
105,nose,nose-devs/nose,testing,nose is nicer testing for python.,,https://github.com/nose-devs/nose,https://github.com/nose-devs/nose,,2011-12-13 19:36:32.000,2023-11-06 17:25:08.000000,2016-03-04 01:16:26,1004.0,,382.0,48.0,262.0,466.0,1357.0,,,1.0,95.0,30,False,,400.0,nose,conda-forge/nose,,,5263141.0,151271.0,151271.0,https://pypi.org/project/nose,,,5230600.0,https://anaconda.org/conda-forge/nose,2023-06-16 13:17:32.308,3026378.0,2.0,,,,,,,,,,,,,,,,
106,Yappi,sumerc/yappi,profiling,"Yet Another Python Profiler, but this time multithreading, asyncio and gevent aware.",,https://github.com/sumerc/yappi,https://github.com/sumerc/yappi,MIT,2009-10-07 20:46:30.000,2024-01-31 07:24:33.000000,2023-12-18 14:36:24,755.0,34.0,72.0,15.0,92.0,60.0,1343.0,2023-12-07 08:53:23.000,1.6.0,24.0,31.0,30,True,,20.0,yappi,conda-forge/yappi,,,2470124.0,1464.0,1113.0,https://pypi.org/project/yappi,2023-12-07 08:53:23.000,351.0,2465899.0,https://anaconda.org/conda-forge/yappi,2023-12-07 11:50:22.080,169035.0,2.0,,,,,,,,,,,,,,,,
107,pytest-sugar,Teemu/pytest-sugar,testing,"a plugin for py.test that changes the default look and feel of py.test (e.g. progressbar, show tests that fail..",,https://github.com/Teemu/pytest-sugar,https://github.com/Teemu/pytest-sugar,,2013-06-25 21:09:27.000,2024-02-12 04:31:32.000000,2024-02-12 04:31:32,443.0,17.0,73.0,18.0,166.0,93.0,1210.0,2024-02-01 18:30:24.000,1.0.0,9.0,53.0,30,False,,21.0,pytest-sugar,conda-forge/pytest-sugar,['pytest'],16.0,1538078.0,24157.0,24157.0,https://pypi.org/project/pytest-sugar,,,1532494.0,https://anaconda.org/conda-forge/pytest-sugar,2024-02-05 11:11:27.904,228905.0,2.0,,,,,,,,,,,,,,,,
108,nose2,nose-devs/nose2,testing,"The successor to nose, based on unittest2.",,https://github.com/nose-devs/nose2,https://github.com/nose-devs/nose2,,2011-12-14 15:33:15.000,2024-02-19 17:00:15.000000,2024-01-31 00:34:09,1151.0,25.0,128.0,23.0,331.0,218.0,771.0,,,5.0,77.0,30,False,,49.0,nose2,conda-forge/nose2,,,775875.0,24604.0,24604.0,https://pypi.org/project/nose2,,,774033.0,https://anaconda.org/conda-forge/nose2,2023-06-16 16:08:37.386,127126.0,2.0,,,,,,,,,,,,,,,,
109,pylint-django,PyCQA/pylint-django,linters,Pylint plugin for improving code analysis for when using Django.,,https://github.com/pylint-dev/pylint-django,https://github.com/pylint-dev/pylint-django,GPL-2.0,2013-10-01 06:35:15.000,2024-02-20 00:46:19.000000,2023-11-04 22:55:07,654.0,,119.0,16.0,199.0,169.0,582.0,2023-10-23 13:09:34.000,2.5.5,56.0,70.0,30,True,pylint-dev/pylint-django,59.0,pylint-django,conda-forge/pylint-django,['pylint'],278.0,1236662.0,29876.0,28691.0,https://pypi.org/project/pylint-django,2023-10-23 13:09:34.000,1185.0,1232059.0,https://anaconda.org/conda-forge/pylint-django,2024-01-09 10:07:10.754,179329.0,2.0,,,,,,,,,,,,,,,,
110,coveralls-python,TheKevJames/coveralls-python,testing,Show coverage stats online via coveralls.io.,,https://github.com/TheKevJames/coveralls-python,https://github.com/TheKevJames/coveralls-python,MIT,2013-02-06 20:48:39.000,2024-02-19 23:54:23.000000,2023-08-14 16:01:13,475.0,,190.0,9.0,230.0,146.0,545.0,2021-11-11 21:00:03.000,3.3.1,42.0,64.0,30,True,,27.0,coveralls,conda-forge/coveralls,['pytest'],,540962.0,42622.0,33039.0,https://pypi.org/project/coveralls,2021-11-11 21:00:03.000,9583.0,528510.0,https://anaconda.org/conda-forge/coveralls,2023-06-16 13:24:40.028,1058451.0,2.0,,,,,,,,,,,,,,,,
111,gdbgui,cs01/gdbgui,debugging,"Browser-based frontend to gdb (gnu debugger). Add breakpoints, view the stack, visualize data structures, and more in..",,https://github.com/cs01/gdbgui,https://github.com/cs01/gdbgui,GPL-3.0,2016-10-27 03:19:25.000,2024-02-12 02:37:46.000000,2023-10-18 07:06:19,437.0,,551.0,164.0,161.0,172.0,9618.0,2023-10-18 16:33:47.000,0.15.2.0,95.0,45.0,29,True,,145.0,gdbgui,,,16859.0,12200.0,365.0,362.0,https://pypi.org/project/gdbgui,2023-10-18 17:35:11.000,3.0,11808.0,,,,2.0,,,,,,,,,,,,,,,,
112,detect-secrets,Yelp/detect-secrets,security,An enterprise friendly way of detecting and preventing secrets in code.,,https://github.com/Yelp/detect-secrets,https://github.com/Yelp/detect-secrets,Apache-2.0,2017-12-05 00:38:38.000,2024-02-19 15:08:18.000000,2024-01-12 20:26:20,1320.0,53.0,354.0,48.0,485.0,203.0,3368.0,2022-10-05 17:13:10.000,1.4.0,8.0,74.0,29,True,,104.0,detect-secrets,,,,456292.0,,,https://pypi.org/project/detect-secrets,,,456292.0,,,,3.0,,,,,,,,,,,,,,,,
113,ipdb,gotcha/ipdb,debugging,Integration of IPython pdb.,,https://github.com/gotcha/ipdb,https://github.com/gotcha/ipdb,BSD-3-Clause,2011-01-15 17:51:47.000,2023-08-03 14:30:43.000000,2023-08-03 14:30:43,380.0,,141.0,28.0,84.0,130.0,1796.0,,,14.0,58.0,29,True,,64.0,ipdb,conda-forge/ipdb,,,2752068.0,53117.0,53117.0,https://pypi.org/project/ipdb,,,2747276.0,https://anaconda.org/conda-forge/ipdb,2023-06-16 13:21:31.191,436108.0,2.0,,,,,,,,,,,,,,,,
114,pdoc,mitmproxy/pdoc,documentation,API Documentation for Python Projects.,,https://github.com/mitmproxy/pdoc,https://github.com/mitmproxy/pdoc,Unlicense,2013-08-04 21:12:50.000,2024-02-21 23:27:44.000000,2024-02-01 17:33:16,1002.0,23.0,179.0,27.0,308.0,335.0,1754.0,,,,48.0,29,True,,19.0,pdoc,,,,216589.0,2535.0,2535.0,https://pypi.org/project/pdoc,,,216589.0,,,,2.0,,,,,,,,,,,,,,,,
115,pytest-asyncio,pytest-dev/pytest-asyncio,testing,Asyncio support for pytest.,,https://github.com/pytest-dev/pytest-asyncio,https://github.com/pytest-dev/pytest-asyncio,Apache-2.0,2015-04-11 00:18:05.000,2024-02-19 18:26:01.000000,2024-02-09 16:40:37,639.0,80.0,134.0,37.0,477.0,259.0,1292.0,2024-02-09 16:48:21.000,0.23.5,32.0,46.0,29,True,,37.0,pytest-asyncio,conda-forge/pytest-asyncio,['pytest'],542.0,10912865.0,,,https://pypi.org/project/pytest-asyncio,,,10871330.0,https://anaconda.org/conda-forge/pytest-asyncio,2024-02-09 21:21:11.205,1868145.0,3.0,,,,,,,,,-5.0,,,,,,,
116,pytest-benchmark,ionelmc/pytest-benchmark,testing,py.test fixture for benchmarking code.,,https://github.com/ionelmc/pytest-benchmark,https://github.com/ionelmc/pytest-benchmark,BSD-2-Clause,2014-10-10 10:55:33.000,2024-01-07 16:46:27.000000,2023-12-15 12:49:52,1016.0,12.0,108.0,20.0,76.0,88.0,1174.0,,,5.0,41.0,29,True,,91.0,pytest-benchmark,conda-forge/pytest-benchmark,['pytest'],,1237094.0,8267.0,8267.0,https://pypi.org/project/pytest-benchmark,,,1216517.0,https://anaconda.org/conda-forge/pytest-benchmark,2023-06-16 13:15:49.392,1954885.0,3.0,,,,,,,,,,,,,,,,
117,python-coloredlogs,xolox/python-coloredlogs,logging,Colored terminal output for Pythons logging module.,,https://github.com/xolox/python-coloredlogs,https://github.com/xolox/python-coloredlogs,MIT,2013-05-30 18:57:12.000,2024-02-08 18:27:14.000000,2021-06-11 10:22:09,273.0,,42.0,10.0,37.0,52.0,525.0,2021-06-11 10:24:04.382,15.0.1,63.0,16.0,29,False,,31.0,coloredlogs,anaconda/coloredlogs,,,13014975.0,37931.0,35793.0,https://pypi.org/project/coloredlogs,2021-06-11 10:24:04.382,2138.0,13014809.0,https://anaconda.org/anaconda/coloredlogs,2023-11-13 14:46:14.052,12842.0,3.0,,,,,,,,,,,,,,,,
118,ddt,datadriventests/ddt,testing,Data-Driven Tests for Python Unittest.,,https://github.com/datadriventests/ddt,https://github.com/datadriventests/ddt,MIT,2012-02-11 22:57:10.000,2024-01-22 03:44:28.000000,2024-01-03 04:38:36,234.0,2.0,111.0,21.0,64.0,45.0,432.0,2024-01-03 04:48:22.000,1.7.1,24.0,38.0,29,True,,8.0,ddt,conda-forge/ddt,,,566593.0,5517.0,5517.0,https://pypi.org/project/ddt,,,561205.0,https://anaconda.org/conda-forge/ddt,2024-01-03 06:36:38.303,91604.0,3.0,,,,,,,,,,,,,,,,
119,numpydoc,numpy/numpydoc,documentation,Numpys Sphinx extensions.,,https://github.com/numpy/numpydoc,https://github.com/numpy/numpydoc,,2013-07-24 16:23:39.000,2024-02-20 05:26:06.000000,2024-02-20 05:26:06,597.0,8.0,146.0,35.0,309.0,138.0,268.0,2023-09-26 00:23:25.000,1.6.0,15.0,82.0,29,False,,80.0,numpydoc,conda-forge/numpydoc,['sphinx'],,589243.0,42501.0,42501.0,https://pypi.org/project/numpydoc,,,539159.0,https://anaconda.org/conda-forge/numpydoc,2023-12-08 17:48:59.802,2253780.0,2.0,,,,,,,,,,,,,,,,
120,hacking,openstack/hacking,linters,OpenStack Hacking Style Checks. Mirror of code maintained at opendev.org.,,https://github.com/openstack/hacking,https://github.com/openstack/hacking,Apache-2.0,2013-03-26 21:09:28.000,2024-01-31 08:37:53.000000,2024-01-31 04:04:12,1074.0,3.0,70.0,33.0,7.0,,234.0,2023-12-08 14:15:04.000,6.1.0,41.0,188.0,29,True,,,hacking,,['flake8'],,102898.0,4402.0,,https://pypi.org/project/hacking,2023-12-08 14:15:04.000,4402.0,102898.0,,,,2.0,,,,,,,,,,,,,,,,
121,flake8-quotes,zheller/flake8-quotes,linters,Flake8 extension for checking quotes in python.,,https://github.com/zheller/flake8-quotes,https://github.com/zheller/flake8-quotes,MIT,2014-03-10 00:05:08.000,2024-02-15 11:36:51.000000,2024-02-10 21:52:43,112.0,4.0,39.0,5.0,67.0,45.0,171.0,2024-02-10 21:58:22.000,3.4.0,42.0,33.0,29,True,,6.0,flake8-quotes,conda-forge/flake8-quotes,['flake8'],,797745.0,21810.0,20873.0,https://pypi.org/project/flake8-quotes,2024-02-10 21:58:22.000,937.0,774833.0,https://anaconda.org/conda-forge/flake8-quotes,2024-02-10 23:02:56.593,687375.0,2.0,,,,,,,,,,,,,,,,
122,flake8-isort,gforcada/flake8-isort,linters,flake8 plugin that integrates isort.,,https://github.com/gforcada/flake8-isort,https://github.com/gforcada/flake8-isort,GPL-2.0,2015-09-12 19:25:34.000,2023-12-22 19:33:33.000000,2023-11-03 11:07:13,382.0,,103.0,9.0,95.0,56.0,162.0,2023-11-03 11:07:04.000,6.1.1,43.0,38.0,29,True,,1.0,flake8-isort,conda-forge/flake8-isort,['flake8'],,1185500.0,26198.0,25438.0,https://pypi.org/project/flake8-isort,2023-11-03 11:07:04.000,760.0,1184151.0,https://anaconda.org/conda-forge/flake8-isort,2023-11-03 12:57:59.437,58018.0,2.0,,,,,,,,,,,,,,,,
123,Bpytop,aristocratos/bpytop,profiling,Linux/OSX/FreeBSD resource monitor.,,https://github.com/aristocratos/bpytop,https://github.com/aristocratos/bpytop,Apache-2.0,2020-07-01 17:41:25.000,2024-02-06 19:57:03.000000,2022-03-06 14:20:17,408.0,,391.0,155.0,73.0,228.0,9772.0,2021-12-22 19:23:21.000,1.0.68,53.0,35.0,28,False,,80.0,bpytop,conda-forge/bpytop,,,6486.0,177.0,176.0,https://pypi.org/project/bpytop,2021-12-22 19:23:21.000,1.0,6054.0,https://anaconda.org/conda-forge/bpytop,2023-06-16 19:24:35.135,15560.0,3.0,,,,,,,,,,,,,,,,
124,xonsh,xonsh/xonsh,shell,"Python-powered, cross-platform, Unix-gazing shell.",,https://github.com/xonsh/xonsh,https://github.com/xonsh/xonsh,,2015-01-21 22:05:27.000,2024-02-21 13:44:05.000000,2024-02-21 13:44:01,10500.0,26.0,607.0,106.0,2605.0,2210.0,7799.0,2024-01-16 13:58:53.000,0.14.4,100.0,323.0,28,False,,286.0,xonsh,,,9700.0,29460.0,,,https://pypi.org/project/xonsh,,,29356.0,,,,1.0,,,,,,,,,-4.0,,,,,,,
125,PyOxidizer,indygreg/PyOxidizer,packaging,A modern Python application packaging and distribution tool.,,https://github.com/indygreg/PyOxidizer,https://github.com/indygreg/PyOxidizer,MPL-2.0,2018-12-18 23:32:13.000,2023-12-07 18:19:12.000000,2023-01-21 22:38:30,6697.0,,211.0,61.0,130.0,236.0,5066.0,2023-01-02 16:18:55.910,0.24.0,22.0,54.0,28,False,,324.0,pyoxidizer,,,13629.0,14151.0,154.0,152.0,https://pypi.org/project/pyoxidizer,2023-01-02 16:18:55.910,2.0,13873.0,,,,2.0,,,,,,,,,,,,,,,,
126,coala,coala/coala,linters,"coala provides a unified command-line interface for linting and fixing all your code, regardless of the programming..",,https://github.com/coala/coala,https://github.com/coala/coala,AGPL-3.0,2014-05-15 11:35:34.000,2024-02-05 04:33:35.000000,2021-06-11 17:11:55,4487.0,,1295.0,101.0,3153.0,2374.0,3509.0,2017-05-22 15:58:37.000,0.11.0,17.0,483.0,28,False,,658.0,coala-bears,,,176.0,4139.0,13.0,13.0,https://pypi.org/project/coala-bears,,,4138.0,,,,2.0,,,,,,,,,,,,,,,,
127,notifiers,liiight/notifiers,logging,The easy way to send notifications.,,https://github.com/liiight/notifiers,https://github.com/liiight/notifiers,MIT,2017-06-01 10:20:18.000,2024-02-19 17:43:13.000000,2022-07-14 07:40:12,517.0,,101.0,30.0,363.0,67.0,2580.0,2022-02-10 14:51:38.000,1.3.3,31.0,19.0,28,False,,43.0,notifiers,conda-forge/notifiers,,,674558.0,1204.0,1179.0,https://pypi.org/project/notifiers,2022-02-10 14:51:38.000,25.0,673613.0,https://anaconda.org/conda-forge/notifiers,2023-06-16 19:23:52.875,35946.0,3.0,,,,,,,,,,,,,,,,
