,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,updated_github_id,pypi_id,conda_id,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,github_release_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,cargo_id,cargo_url,cargo_monthly_downloads,cargo_total_downloads,trending,conda_forge
85,sphinx-autodoc-typehints,tox-dev/sphinx-autodoc-typehints,documentation,Type hints support for the Sphinx autodoc extension.,,https://github.com/tox-dev/sphinx-autodoc-typehints,https://github.com/tox-dev/sphinx-autodoc-typehints,MIT,2015-09-21 20:41:41.000,2023-09-26 22:34:48.000,2023-09-26 22:34:46,327.0,15.0,95.0,11.0,212.0,28.0,145.0,501.0,2023-07-21 16:29:21.000,1.24.0,39.0,53.0,31,True,,sphinx-autodoc-typehints,conda-forge/sphinx-autodoc-typehints,['sphinx'],42980.0,42980.0,https://pypi.org/project/sphinx-autodoc-typehints,,,1670026.0,1685087.0,https://anaconda.org/conda-forge/sphinx-autodoc-typehints,2023-07-21 19:10:23.294,587395.0,2.0,,,,,,,,,,,,,,,,,
86,sqlmap,sqlmapproject/sqlmap,security,Automatic SQL injection and database takeover tool.,,https://github.com/sqlmapproject/sqlmap,https://github.com/sqlmapproject/sqlmap,,2012-06-26 09:52:15.000,2023-09-07 09:03:06.000,2023-09-07 09:03:01,10100.0,19.0,5196.0,1094.0,358.0,51.0,4986.0,28245.0,2023-01-02 22:32:55.000,1.7,8.0,129.0,30,False,,sqlmap,,,15.0,15.0,https://pypi.org/project/sqlmap,,,10786.0,10786.0,,,,2.0,,,,,,,,,,,,,,,,,
87,alive-progress,rsalmei/alive-progress,logging,"A new kind of Progress Bar, with real-time throughput, ETA, and very cool animations!.",,https://github.com/rsalmei/alive-progress,https://github.com/rsalmei/alive-progress,MIT,2019-08-05 05:54:30.000,2023-06-15 15:02:40.000,2023-06-01 01:16:09,678.0,,183.0,47.0,49.0,16.0,186.0,4658.0,2023-06-01 01:18:01.689,3.1.4,33.0,7.0,30,True,,alive-progress,conda-forge/alive-progress,,2459.0,2272.0,https://pypi.org/project/alive-progress,2023-01-02 21:20:40.562,187.0,482581.0,483567.0,https://anaconda.org/conda-forge/alive-progress,2023-06-01 05:47:28.243,42439.0,3.0,,,,,,,,,,,,,,,,,
88,pudb,inducer/pudb,debugging,Full-screen console debugger for Python.,,https://github.com/inducer/pudb,https://github.com/inducer/pudb,,2011-05-13 23:44:30.000,2023-09-24 21:56:24.000,2023-09-24 21:56:23,1213.0,9.0,208.0,49.0,271.0,145.0,168.0,2750.0,2022-11-03 16:37:24.000,2022.1.3,12.0,92.0,30,False,,pudb,conda-forge/pudb,,5328.0,5328.0,https://pypi.org/project/pudb,,,194613.0,197392.0,https://anaconda.org/conda-forge/pudb,2023-06-16 13:21:37.623,238994.0,2.0,,,,,,,,,,,,,,,,,
89,pex,pantsbuild/pex,packaging,"A tool for generating .pex (Python EXecutable) files, lock files and venvs.",,https://github.com/pantsbuild/pex,https://github.com/pantsbuild/pex,Apache-2.0,2014-07-21 17:06:12.000,2023-09-23 21:36:08.000,2023-09-23 21:36:08,1381.0,47.0,238.0,55.0,1161.0,152.0,912.0,2372.0,2023-09-18 07:48:50.000,2.1.147,100.0,117.0,30,True,,pex,,,,,https://pypi.org/project/pex,,,918421.0,1057348.0,,,,2.0,3334263.0,,,,,,,,,,,,,,,,
90,briefcase,beeware/briefcase,packaging,Tools to support converting a Python project into a standalone native application.,,https://github.com/beeware/briefcase,https://github.com/beeware/briefcase,BSD-3-Clause,2015-07-28 15:20:03.000,2023-09-27 02:13:08.000,2023-09-25 01:02:37,3394.0,262.0,292.0,44.0,732.0,109.0,537.0,2086.0,2023-07-10 06:53:02.000,0.3.15,49.0,131.0,30,True,,briefcase,,,19.0,,https://pypi.org/project/briefcase,2022-06-27 03:23:53.000,19.0,4263.0,4267.0,,,,2.0,187.0,,,,,,,,,,,,,,,,
91,flit,pypa/flit,build-tools,Simplified packaging of Python modules.,,https://github.com/pypa/flit,https://github.com/pypa/flit,BSD-3-Clause,2015-03-13 21:22:27.000,2023-09-28 08:29:20.000,2023-09-28 08:29:20,1170.0,13.0,121.0,34.0,271.0,110.0,272.0,2014.0,,,22.0,69.0,30,True,,flit,conda-forge/flit,,1564.0,1564.0,https://pypi.org/project/flit,,,241088.0,243231.0,https://anaconda.org/conda-forge/flit,2023-06-16 13:24:46.150,169336.0,3.0,,,,,,,,,,,,,,,,,
92,ipdb,gotcha/ipdb,debugging,Integration of IPython pdb.,,https://github.com/gotcha/ipdb,https://github.com/gotcha/ipdb,BSD-3-Clause,2011-01-15 17:51:47.000,2023-08-03 14:30:43.000,2023-08-03 14:30:43,380.0,1.0,147.0,29.0,84.0,62.0,129.0,1753.0,2023-03-09 15:41:00.602,0.13.13,46.0,58.0,30,True,,ipdb,conda-forge/ipdb,,57972.0,49012.0,https://pypi.org/project/ipdb,2023-03-09 15:41:00.602,8960.0,2479767.0,2484498.0,https://anaconda.org/conda-forge/ipdb,2023-06-16 13:21:31.191,406931.0,2.0,,,,,,,,,,,,,,,,,
93,doit,pydoit/doit,build-tools,task management & automation tool.,,https://github.com/pydoit/doit,https://github.com/pydoit/doit,MIT,2014-02-14 22:21:23.000,2023-06-16 13:22:52.551,2023-01-16 03:40:03,1483.0,,170.0,51.0,162.0,85.0,218.0,1677.0,2022-04-22 15:33:23.000,0.36.0,48.0,65.0,30,True,,doit,conda-forge/doit,,1893.0,1601.0,https://pypi.org/project/doit,2022-04-22 15:33:23.000,292.0,429040.0,432413.0,https://anaconda.org/conda-forge/doit,2023-06-16 13:22:52.551,232779.0,3.0,,,,,,,,,,,,,,,,,
94,nose,nose-devs/nose,testing,nose is nicer testing for python.,,https://github.com/nose-devs/nose,https://github.com/nose-devs/nose,,2011-12-13 19:36:32.000,2023-06-16 13:17:32.308,2016-03-04 01:16:26,1004.0,,377.0,48.0,261.0,401.0,465.0,1357.0,,,1.0,95.0,30,False,,nose,conda-forge/nose,,146043.0,146043.0,https://pypi.org/project/nose,,,5082181.0,5115571.0,https://anaconda.org/conda-forge/nose,2023-06-16 13:17:32.308,2938400.0,2.0,,,,,,,,,,,,,,,,,
95,colorlog,borntyping/python-colorlog,logging,A colored formatter for the python logging module.,,https://github.com/borntyping/python-colorlog,https://github.com/borntyping/python-colorlog,MIT,2012-09-05 17:57:21.000,2023-09-23 07:36:09.646,2022-08-29 14:53:21,230.0,,84.0,14.0,46.0,3.0,73.0,820.0,2023-02-02 20:53:50.284,6.5.0,66.0,30.0,30,False,,colorlog,conda-forge/colorlog,,31704.0,28999.0,https://pypi.org/project/colorlog,2023-02-02 20:53:50.284,2705.0,6897117.0,6942157.0,https://anaconda.org/conda-forge/colorlog,2023-09-23 07:36:09.646,1711524.0,3.0,,,,,,,,,,,,,,,,,
96,setuptools_scm,pypa/setuptools_scm,build-tools,the blessed package to manage your versions by scm tags.,,https://github.com/pypa/setuptools_scm,https://github.com/pypa/setuptools_scm,MIT,2015-07-01 17:57:56.000,2023-09-27 13:10:52.000,2023-09-26 17:58:48,1598.0,88.0,190.0,26.0,426.0,84.0,432.0,761.0,2023-09-22 08:28:01.000,8.0.3,54.0,125.0,30,True,,setuptools_scm,conda-forge/setuptools_scm,,,,https://pypi.org/project/setuptools_scm,,,19470292.0,19518675.0,https://anaconda.org/conda-forge/setuptools_scm,2023-09-26 20:03:06.507,1935350.0,3.0,,,,,,,,,,,,,,,,,
97,parso,davidhalter/parso,linters,A Python Parser.,,https://github.com/davidhalter/parso,https://github.com/davidhalter/parso,,2017-05-08 20:14:30.000,2023-06-18 23:54:48.000,2023-06-18 23:54:47,1112.0,,93.0,22.0,107.0,9.0,104.0,559.0,,,21.0,46.0,30,False,,parso,conda-forge/parso,,347144.0,347144.0,https://pypi.org/project/parso,,,23244190.0,23476213.0,https://anaconda.org/conda-forge/parso,2023-06-16 13:24:17.757,16009595.0,2.0,,,,,,,,,,,,,,,,,
98,executing,alexmojaki/executing,ast,"Get information about what a Python frame is currently doing, particularly the AST node being executed.",,https://github.com/alexmojaki/executing,https://github.com/alexmojaki/executing,MIT,2019-05-25 08:22:26.000,2023-09-24 16:31:59.000,2023-09-24 15:09:02,461.0,25.0,27.0,11.0,41.0,14.0,19.0,263.0,2020-12-27 11:10:13.000,0.5.4,18.0,9.0,30,True,,executing,conda-forge/executing,,109373.0,109373.0,https://pypi.org/project/executing,,,14885975.0,15087609.0,https://anaconda.org/conda-forge/executing,2023-06-16 16:21:34.925,9073561.0,1.0,,,,,,,,,,,,,,,,,
99,typed_ast,python/typed_ast,ast,Modified fork of CPythons ast module that parses `# type:` comments.,,https://github.com/python/typed_ast,https://github.com/python/typed_ast,Apache-2.0,2016-02-16 22:40:09.000,2023-09-22 19:48:21.052,2023-07-03 22:55:34,205.0,3.0,56.0,20.0,109.0,1.0,86.0,221.0,2023-07-04 18:38:08.820,1.5.5,35.0,26.0,30,True,,typed_ast,conda-forge/typed-ast,,5542.0,,https://pypi.org/project/typed_ast,2023-07-04 18:38:08.820,5542.0,7999862.0,8175758.0,https://anaconda.org/conda-forge/typed-ast,2023-09-22 19:48:21.052,6156368.0,1.0,,,,,,,,,,,,,,,,,
100,Griffe,mkdocstrings/griffe,documentation,"Signatures for entire Python programs. Extract the structure, the frame, the skeleton of your project, to generate API..",,https://github.com/mkdocstrings/griffe,https://github.com/mkdocstrings/griffe,ISC,2021-09-09 21:49:44.000,2023-09-28 13:29:32.000,2023-09-28 13:29:00,738.0,109.0,29.0,6.0,48.0,16.0,146.0,207.0,2023-09-28 13:29:19.000,0.36.3,82.0,22.0,30,True,,griffe,conda-forge/griffe,,3231.0,3193.0,https://pypi.org/project/griffe,2023-09-28 13:29:10.000,38.0,762847.0,772624.0,https://anaconda.org/conda-forge/griffe,2023-09-10 18:59:51.424,175986.0,2.0,,,,,,,,,,,,,,,,,
101,pytest-testinfra,pytest-dev/pytest-testinfra,testing,Testinfra test your infrastructures.,,https://github.com/pytest-dev/pytest-testinfra,https://github.com/pytest-dev/pytest-testinfra,Apache-2.0,2015-03-15 20:49:52.000,2023-09-25 13:52:35.000,2023-08-28 11:47:24,763.0,23.0,334.0,82.0,405.0,125.0,213.0,2247.0,2023-08-24 21:57:04.000,9.0.0,14.0,133.0,29,True,,pytest-testinfra,conda-forge/pytest-testinfra,['pytest'],10.0,,https://pypi.org/project/pytest-testinfra,2023-08-24 21:57:04.000,10.0,407064.0,407483.0,https://anaconda.org/conda-forge/pytest-testinfra,2023-08-25 02:18:30.063,13438.0,2.0,,,,,,,,,,,,,,,,,
102,line_profiler,pyutils/line_profiler,profiling,Line-by-line profiling for Python.,,https://github.com/pyutils/line_profiler,https://github.com/pyutils/line_profiler,BSD-3-Clause,2019-12-10 22:26:33.000,2023-09-27 21:27:52.775,2023-08-21 22:44:11,394.0,93.0,103.0,15.0,150.0,44.0,49.0,2070.0,2023-08-22 03:20:28.000,4.1.1,29.0,41.0,29,True,,line_profiler,conda-forge/line_profiler,,82.0,,https://pypi.org/project/line_profiler,2023-08-22 03:20:28.000,82.0,469511.0,482245.0,https://anaconda.org/conda-forge/line_profiler,2023-09-27 21:27:52.775,432964.0,2.0,,,,,,,,,,,,,,,,,
103,pdoc,mitmproxy/pdoc,documentation,API Documentation for Python Projects.,,https://github.com/mitmproxy/pdoc,https://github.com/mitmproxy/pdoc,Unlicense,2013-08-04 21:12:50.000,2023-09-24 20:07:59.000,2023-09-20 22:20:10,972.0,32.0,172.0,27.0,282.0,16.0,319.0,1633.0,,,,45.0,29,True,,pdoc,,,2172.0,2172.0,https://pypi.org/project/pdoc,,,136821.0,136821.0,,,,2.0,,,,,,,,,,,,,,,,,
104,radon,rubik/radon,code-metrics,Various code metrics for Python code.,,https://github.com/rubik/radon,https://github.com/rubik/radon,MIT,2012-09-20 18:58:58.000,2023-09-28 03:07:41.000,2023-06-18 06:48:14,539.0,,107.0,33.0,88.0,22.0,145.0,1521.0,2023-03-26 06:25:00.948,6.0.1,56.0,56.0,29,True,,radon,conda-forge/radon,,4996.0,4358.0,https://pypi.org/project/radon,2023-03-26 06:25:00.948,638.0,407626.0,408537.0,https://anaconda.org/conda-forge/radon,2023-06-16 13:24:51.939,64703.0,2.0,,,,,,,,,,,,,,,,,
105,pytest-asyncio,pytest-dev/pytest-asyncio,testing,Asyncio support for pytest.,,https://github.com/pytest-dev/pytest-asyncio,https://github.com/pytest-dev/pytest-asyncio,Apache-2.0,2015-04-11 00:18:05.000,2023-09-26 14:35:36.000,2023-09-26 07:37:30,477.0,45.0,120.0,36.0,371.0,27.0,216.0,1216.0,2023-07-12 10:20:02.000,0.21.1,21.0,42.0,29,True,,pytest-asyncio,conda-forge/pytest-asyncio,['pytest'],,,https://pypi.org/project/pytest-asyncio,,,8026335.0,8070760.0,https://anaconda.org/conda-forge/pytest-asyncio,2023-07-12 15:08:45.602,1776744.0,2.0,150.0,,,,,,,,,,,,,,,,
106,wily,tonybaloney/wily,code-metrics,"A Python application for tracking, reporting on timing and complexity in Python code.",,https://github.com/tonybaloney/wily,https://github.com/tonybaloney/wily,Apache-2.0,2018-10-11 22:12:25.000,2023-09-26 02:09:40.000,2023-09-26 02:09:39,901.0,79.0,56.0,26.0,120.0,33.0,72.0,1120.0,2023-07-05 05:04:00.529,1.24.2,51.0,24.0,29,True,,wily,,,205.0,196.0,https://pypi.org/project/wily,2018-10-14 05:01:41.000,9.0,15208.0,15208.0,,,,2.0,,,,,,,,,,,,,,,,,
107,nose2,nose-devs/nose2,testing,"The successor to nose, based on unittest2.",,https://github.com/nose-devs/nose2,https://github.com/nose-devs/nose2,,2011-12-14 15:33:15.000,2023-09-28 02:27:23.000,2023-09-28 02:27:23,1121.0,7.0,128.0,23.0,317.0,52.0,214.0,757.0,,,5.0,76.0,29,False,,nose2,conda-forge/nose2,,23921.0,23921.0,https://pypi.org/project/nose2,,,570727.0,572536.0,https://anaconda.org/conda-forge/nose2,2023-06-16 16:08:37.386,115816.0,2.0,,,,,,,,,,,,,,,,,
108,alabaster,bitprophet/alabaster,documentation,"Lightweight, configurable Sphinx theme.",,https://github.com/sphinx-doc/alabaster,https://github.com/sphinx-doc/alabaster,,2013-12-07 00:03:15.000,2023-06-16 13:24:00.075,2023-04-21 00:12:44,383.0,,170.0,30.0,88.0,65.0,56.0,703.0,,,6.0,29.0,29,False,sphinx-doc/alabaster,alabaster,conda-forge/alabaster,['sphinx'],109694.0,109694.0,https://pypi.org/project/alabaster,,,6721450.0,6798594.0,https://anaconda.org/conda-forge/alabaster,2023-06-16 13:24:00.075,6634464.0,2.0,,,,,,,,,,,,,,,,,
109,coveralls-python,TheKevJames/coveralls-python,testing,Show coverage stats online via coveralls.io.,,https://github.com/TheKevJames/coveralls-python,https://github.com/TheKevJames/coveralls-python,MIT,2013-02-06 20:48:39.000,2023-09-26 06:55:33.000,2023-08-14 16:01:13,475.0,1.0,183.0,8.0,226.0,15.0,146.0,531.0,2021-11-11 20:59:17.000,3.3.1,28.0,64.0,29,True,,coveralls,conda-forge/coveralls,['pytest'],32166.0,32166.0,https://pypi.org/project/coveralls,,,475903.0,488536.0,https://anaconda.org/conda-forge/coveralls,2023-06-16 13:24:40.028,1010715.0,2.0,,,,,,,,,,,,,,,,,
110,numpydoc,numpy/numpydoc,documentation,Numpys Sphinx extensions.,,https://github.com/numpy/numpydoc,https://github.com/numpy/numpydoc,,2013-07-24 16:23:39.000,2023-09-27 14:40:59.000,2023-09-26 00:25:09,584.0,30.0,143.0,35.0,294.0,79.0,133.0,251.0,2023-09-26 00:23:25.000,1.6.0,15.0,80.0,29,False,,numpydoc,conda-forge/numpydoc,['sphinx'],40480.0,40480.0,https://pypi.org/project/numpydoc,,,391911.0,418083.0,https://anaconda.org/conda-forge/numpydoc,2023-06-16 13:20:56.387,2093778.0,2.0,,,,,,,,,,,,,,,,-6.0,
111,astunparse,simonpercivall/astunparse,ast,An AST unparser for Python.,,https://github.com/simonpercivall/astunparse,https://github.com/simonpercivall/astunparse,BSD-3-Clause,2014-03-31 15:34:54.000,2023-08-18 23:41:57.000,2019-12-22 18:11:19,86.0,,50.0,9.0,37.0,25.0,22.0,208.0,2019-12-22 18:12:11.000,1.6.3,11.0,10.0,29,False,,astunparse,conda-forge/astunparse,,87029.0,86571.0,https://pypi.org/project/astunparse,2019-12-22 18:12:11.000,458.0,8714603.0,8739955.0,https://anaconda.org/conda-forge/astunparse,2023-06-16 13:24:50.388,1901466.0,2.0,,,,,,,,,,,,,,,,,
112,gast,serge-sans-paille/gast,ast,Python AST that abstracts the underlying Python version.,,https://github.com/serge-sans-paille/gast,https://github.com/serge-sans-paille/gast,BSD-3-Clause,2016-07-18 10:39:07.000,2023-07-03 07:21:35.215,2023-04-29 19:35:43,97.0,,30.0,12.0,45.0,3.0,30.0,128.0,2023-04-29 19:44:01.995,0.5.4,21.0,10.0,29,True,,gast,conda-forge/gast,,133181.0,131226.0,https://pypi.org/project/gast,2023-04-29 19:44:01.995,1955.0,12583929.0,12650025.0,https://anaconda.org/conda-forge/gast,2023-07-03 07:21:35.215,2445553.0,2.0,,,,,,,,,,,,,,,,,
113,Bpytop,aristocratos/bpytop,profiling,Linux/OSX/FreeBSD resource monitor.,,https://github.com/aristocratos/bpytop,https://github.com/aristocratos/bpytop,Apache-2.0,2020-07-01 17:41:25.000,2023-08-07 06:05:25.000,2022-03-06 14:20:17,408.0,,375.0,152.0,70.0,73.0,228.0,9534.0,2021-12-22 19:23:21.000,1.0.68,53.0,35.0,28,False,,bpytop,conda-forge/bpytop,,148.0,147.0,https://pypi.org/project/bpytop,2021-12-22 19:23:21.000,1.0,5962.0,6420.0,https://anaconda.org/conda-forge/bpytop,2023-06-16 19:24:35.135,14203.0,3.0,,,,,,,,,,,,,,,,,
114,mamba,mamba-org/mamba,dependency-managers,The Fast Cross-Platform Package Manager.,,https://github.com/mamba-org/mamba,https://github.com/mamba-org/mamba,BSD-3-Clause,2019-03-05 13:05:10.000,2023-09-28 14:17:47.000,2023-09-27 11:19:10,2615.0,108.0,288.0,43.0,1410.0,518.0,1051.0,5207.0,2023-09-05 08:25:11.000,2023.09.05,113.0,136.0,28,True,,,conda-forge/mamba,,,,,,,,227046.0,https://anaconda.org/conda-forge/mamba,2023-09-05 14:29:17.830,9081842.0,3.0,,,,,,,,,,,,,,,,,
115,coala,coala/coala,linters,"coala provides a unified command-line interface for linting and fixing all your code, regardless of the programming..",,https://github.com/coala/coala,https://github.com/coala/coala,AGPL-3.0,2014-05-15 11:35:34.000,2022-07-03 04:03:12.000,2021-06-11 17:11:55,4487.0,,1356.0,102.0,3152.0,835.0,2373.0,3492.0,2017-05-30 10:07:57.000,0.11.1,730.0,483.0,28,False,,coala-bears,,,120.0,12.0,https://pypi.org/project/coala-bears,2017-05-31 06:47:25.000,108.0,1629.0,1630.0,,,,2.0,176.0,,,,,,,,,,,,,,,,
116,pyupgrade,asottile/pyupgrade,refactoring,A tool (and pre-commit hook) to automatically upgrade syntax for newer versions of the language.,,https://github.com/asottile/pyupgrade,https://github.com/asottile/pyupgrade,MIT,2017-02-28 17:50:31.000,2023-09-24 04:32:41.841,2023-09-23 20:21:31,1130.0,65.0,153.0,36.0,500.0,14.0,384.0,2843.0,,,122.0,35.0,28,True,,pyupgrade,conda-forge/pyupgrade,,,,https://pypi.org/project/pyupgrade,,,488416.0,503084.0,https://anaconda.org/conda-forge/pyupgrade,2023-09-24 04:32:41.841,586757.0,2.0,,,,,,,,,,,,,,,,,
117,pytest-xdist,pytest-dev/pytest-xdist,testing,pytest plugin for distributed testing and loop-on-failures testing modes.,,https://github.com/pytest-dev/pytest-xdist,https://github.com/pytest-dev/pytest-xdist,MIT,2015-09-01 18:51:45.000,2023-09-28 11:57:19.000,2023-09-26 09:58:37,1115.0,17.0,192.0,48.0,378.0,219.0,329.0,1238.0,,,48.0,90.0,28,True,,pytest-xdist,conda-forge/pytest-xdist,['pytest'],,,https://pypi.org/project/pytest-xdist,,,12271832.0,12333143.0,https://anaconda.org/conda-forge/pytest-xdist,2023-06-16 13:21:13.802,5272764.0,3.0,,,,,,,,,,,,,,,,-8.0,
118,Yappi,sumerc/yappi,profiling,"Yet Another Python Profiler, but this time multithreading, asyncio and gevent aware.",,https://github.com/sumerc/yappi,https://github.com/sumerc/yappi,MIT,2009-10-07 20:46:30.000,2023-09-28 07:12:05.000,2023-05-29 13:41:01,712.0,,67.0,15.0,79.0,24.0,51.0,1230.0,2022-10-31 08:28:00.894,1.4.0,22.0,28.0,28,True,,yappi,conda-forge/yappi,,1377.0,1028.0,https://pypi.org/project/yappi,2022-10-31 08:28:00.894,349.0,1466943.0,1469105.0,https://anaconda.org/conda-forge/yappi,2023-06-16 13:20:48.597,162198.0,3.0,,,,,,,,,,,,,,,,,
119,pdbpp,pdbpp/pdbpp,debugging,"pdb++, a drop-in replacement for pdb (the Python debugger).",,https://github.com/pdbpp/pdbpp,https://github.com/pdbpp/pdbpp,BSD-3-Clause,2017-06-11 13:42:16.000,2023-07-07 23:15:37.000,2022-07-14 18:31:38,706.0,,64.0,18.0,318.0,98.0,126.0,1174.0,2021-07-09 22:22:20.000,0.10.3,26.0,41.0,28,False,,pdbpp,conda-forge/pdbpp,,5813.0,5105.0,https://pypi.org/project/pdbpp,2021-07-09 22:22:20.000,708.0,289971.0,291396.0,https://anaconda.org/conda-forge/pdbpp,2023-06-16 13:25:41.484,104057.0,2.0,,,,,,,,,,,,,,,,,
120,pytest-sugar,Teemu/pytest-sugar,testing,"a plugin for py.test that changes the default look and feel of py.test (e.g. progressbar, show tests that fail..",,https://github.com/Teemu/pytest-sugar,https://github.com/Teemu/pytest-sugar,,2013-06-25 21:09:27.000,2023-08-12 17:17:17.000,2023-08-08 07:31:15,426.0,1.0,70.0,18.0,161.0,24.0,91.0,1137.0,2023-04-10 11:18:29.000,0.9.7,8.0,50.0,28,False,,pytest-sugar,conda-forge/pytest-sugar,['pytest'],23052.0,23052.0,https://pypi.org/project/pytest-sugar,,,969931.0,975859.0,https://anaconda.org/conda-forge/pytest-sugar,2023-07-02 12:36:24.393,213400.0,3.0,7.0,,,,,,,,,,,,,,,,
121,pytest-benchmark,ionelmc/pytest-benchmark,testing,py.test fixture for benchmarking code.,,https://github.com/ionelmc/pytest-benchmark,https://github.com/ionelmc/pytest-benchmark,BSD-2-Clause,2014-10-10 10:55:33.000,2023-09-15 21:30:51.000,2023-04-27 00:15:19,1004.0,,104.0,19.0,71.0,90.0,87.0,1126.0,,,5.0,39.0,28,True,,pytest-benchmark,conda-forge/pytest-benchmark,['pytest'],7549.0,7549.0,https://pypi.org/project/pytest-benchmark,,,686256.0,707123.0,https://anaconda.org/conda-forge/pytest-benchmark,2023-06-16 13:15:49.392,1878077.0,3.0,,,,,,,,,,,,,,,,,
122,autoflake,myint/autoflake,refactoring,Removes unused imports and unused variables as reported by pyflakes.,,https://github.com/PyCQA/autoflake,https://github.com/PyCQA/autoflake,MIT,2012-12-27 03:40:17.000,2023-09-25 05:49:54.000,2023-09-25 05:49:53,616.0,14.0,77.0,15.0,169.0,37.0,73.0,803.0,2023-09-01 06:20:05.000,2.2.1,59.0,37.0,28,True,PyCQA/autoflake,autoflake,conda-forge/autoflake,,738.0,,https://pypi.org/project/autoflake,2023-09-01 06:19:21.000,738.0,1649841.0,1659314.0,https://anaconda.org/conda-forge/autoflake,2023-06-16 16:14:56.765,502077.0,2.0,,,,,,,,,,,,,,,,,
123,astor,berkerpeksag/astor,ast,Python AST read/write.,,https://github.com/berkerpeksag/astor,https://github.com/berkerpeksag/astor,BSD-3-Clause,2012-09-19 23:02:51.000,2023-09-06 00:31:07.000,2023-09-06 00:31:07,265.0,1.0,98.0,25.0,109.0,40.0,78.0,742.0,2019-12-10 01:50:33.000,0.8.1,14.0,33.0,28,True,,astor,conda-forge/astor,,2186.0,,https://pypi.org/project/astor,2019-12-10 01:50:33.000,2186.0,5120581.0,5149022.0,https://anaconda.org/conda-forge/astor,2023-06-16 13:23:08.435,2189962.0,3.0,,,,,,,,,,,,,,,,,
124,buildout,buildout/buildout,build-tools,Buildout is a deployment automation tool written in and extended with Python.,,https://github.com/buildout/buildout,https://github.com/buildout/buildout,ZPL-2.1,2012-03-25 21:47:18.000,2023-06-28 15:43:10.000,2022-11-08 15:07:52,1711.0,,172.0,54.0,274.0,134.0,233.0,565.0,2023-02-03 17:52:32.253,2.13.7,123.0,92.0,28,False,,zc.buildout,conda-forge/zc.buildout,,1044.0,,https://pypi.org/project/zc.buildout,2022-04-07 19:12:49.000,1044.0,75845.0,77094.0,https://anaconda.org/conda-forge/zc.buildout,2023-06-16 19:27:31.340,29980.0,3.0,,,,,,,,,,,,,,,,7.0,
125,pylint-django,PyCQA/pylint-django,linters,Pylint plugin for improving code analysis for when using Django.,,https://github.com/pylint-dev/pylint-django,https://github.com/pylint-dev/pylint-django,GPL-2.0,2013-10-01 06:35:15.000,2023-09-12 11:10:37.000,2023-09-12 11:10:32,629.0,1.0,115.0,16.0,184.0,53.0,167.0,564.0,2022-03-26 22:16:11.000,2.5.3,23.0,68.0,28,True,pylint-dev/pylint-django,pylint-django,conda-forge/pylint-django,['pylint'],27278.0,27278.0,https://pypi.org/project/pylint-django,,,2459091.0,2461052.0,https://anaconda.org/conda-forge/pylint-django,2023-06-16 13:25:11.432,166327.0,2.0,278.0,,,,,,,,,,,,,,,,
126,python-coloredlogs,xolox/python-coloredlogs,logging,Colored terminal output for Pythons logging module.,,https://github.com/xolox/python-coloredlogs,https://github.com/xolox/python-coloredlogs,MIT,2013-05-30 18:57:12.000,2023-06-16 13:23:46.924,2021-06-11 10:22:09,273.0,,40.0,10.0,36.0,31.0,52.0,514.0,2021-06-11 10:24:04.382,15.0.1,63.0,16.0,28,False,,coloredlogs,anaconda/coloredlogs,,30476.0,28424.0,https://pypi.org/project/coloredlogs,2021-06-11 10:24:04.382,2052.0,7293248.0,7293404.0,https://anaconda.org/anaconda/coloredlogs,2023-06-16 13:23:46.924,11300.0,3.0,,,,,,,,,,,,,,,,,
127,sphinx-autobuild,executablebooks/sphinx-autobuild,documentation,Watch a Sphinx directory and rebuild the documentation when a change is detected. Also includes a livereload enabled..,,https://github.com/executablebooks/sphinx-autobuild,https://github.com/executablebooks/sphinx-autobuild,MIT,2013-12-25 17:09:56.000,2023-07-27 02:41:54.000,2023-02-09 08:53:43,295.0,,62.0,19.0,62.0,22.0,53.0,481.0,2022-04-20 19:59:44.000,2021.03.14,4.0,24.0,28,True,,sphinx-autobuild,conda-forge/sphinx-autobuild,['sphinx'],19685.0,19685.0,https://pypi.org/project/sphinx-autobuild,,,467577.0,470346.0,https://anaconda.org/conda-forge/sphinx-autobuild,2023-06-16 13:21:20.882,213242.0,2.0,,,,,,,,,,,,,,,,,
