,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,updated_github_id,pypi_id,conda_id,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,github_release_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_monthly_downloads,trending,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_dependent_project_count,cargo_monthly_downloads,cargo_total_downloads,conda_forge
85,pytest-bdd,pytest-dev/pytest-bdd,testing,BDD library for the py.test runner.,,https://github.com/pytest-dev/pytest-bdd,https://github.com/pytest-dev/pytest-bdd,MIT,2013-03-29 07:27:43.000,2023-08-12 07:15:17.000,2023-08-12 07:15:16,1055.0,32.0,198.0,56.0,323.0,139.0,199.0,1200.0,2022-11-09 16:51:21.000,6.1.1,95.0,58.0,32,True,,pytest-bdd,conda-forge/pytest-bdd,['pytest'],3209.0,3025.0,https://pypi.org/project/pytest-bdd,2022-11-08 17:18:53.914,184.0,701319.0,702372.0,https://anaconda.org/conda-forge/pytest-bdd,2023-06-16 16:15:16.989,54775.0,2.0,,,,,,,,,,,,,,,,,
86,nox,theacodes/nox,testing,Flexible test automation for Python.,,https://github.com/wntrblm/nox,https://github.com/wntrblm/nox,Apache-2.0,2016-02-24 04:02:58.000,2023-08-10 14:28:58.000,2023-07-16 13:59:19,540.0,14.0,138.0,23.0,411.0,54.0,272.0,1116.0,2023-04-23 01:43:49.000,2023.04.22,25.0,91.0,32,True,wntrblm/nox,nox,conda-forge/nox,['pytest'],4439.0,4439.0,https://pypi.org/project/nox,,,974362.0,978020.0,https://anaconda.org/conda-forge/nox,2023-06-16 16:11:40.627,215867.0,2.0,,,,,,,,,,,,,,,,,
87,flake8-bugbear,PyCQA/flake8-bugbear,linters,A plugin for Flake8 finding likely bugs and design problems in your program. Contains warnings that dont belong in..,,https://github.com/PyCQA/flake8-bugbear,https://github.com/PyCQA/flake8-bugbear,MIT,2016-03-15 20:54:43.000,2023-09-04 20:19:22.000,2023-09-02 22:56:14,325.0,11.0,95.0,8.0,208.0,51.0,149.0,964.0,2023-07-10 16:30:53.438,23.7.10,60.0,76.0,32,True,,flake8-bugbear,conda-forge/flake8-bugbear,['flake8'],34309.0,33897.0,https://pypi.org/project/flake8-bugbear,2023-07-10 16:30:53.438,412.0,2106020.0,2127591.0,https://anaconda.org/conda-forge/flake8-bugbear,2023-07-17 21:14:51.714,733420.0,2.0,,,,,,,,,,,,,,,,,
88,asv,airspeed-velocity/asv,testing,Airspeed Velocity: A simple Python benchmarking tool with web-based reporting.,,https://github.com/airspeed-velocity/asv,https://github.com/airspeed-velocity/asv,BSD-3-Clause,2013-11-07 20:43:31.000,2023-09-03 21:42:29.000,2023-08-23 22:37:04,2272.0,93.0,168.0,21.0,788.0,140.0,415.0,793.0,2023-08-20 16:55:28.000,0.6.0,19.0,76.0,32,True,,asv,conda-forge/asv,,1056.0,980.0,https://pypi.org/project/asv,2023-08-20 16:55:28.000,76.0,33791.0,52276.0,https://anaconda.org/conda-forge/asv,2023-08-21 00:35:50.000,739425.0,2.0,,,,,,,,,,,,,,,,,
89,alabaster,bitprophet/alabaster,documentation,"Lightweight, configurable Sphinx theme.",,https://github.com/sphinx-doc/alabaster,https://github.com/sphinx-doc/alabaster,BSD-3-Clause,2013-12-07 00:03:15.000,2023-06-16 13:24:00.075,2023-04-21 00:12:44,383.0,,187.0,30.0,88.0,65.0,56.0,703.0,2023-01-13 06:44:02.021,0.7.13,26.0,29.0,32,True,sphinx-doc/alabaster,alabaster,conda-forge/alabaster,['sphinx'],115762.0,108032.0,https://pypi.org/project/alabaster,2023-01-13 06:44:02.021,7730.0,6689953.0,6765971.0,https://anaconda.org/conda-forge/alabaster,2023-06-16 13:24:00.075,6537616.0,2.0,,,,,,,,,,,,,,,,,
90,playwright-python,microsoft/playwright-python,testing,Python version of the Playwright testing and automation library.,,https://github.com/microsoft/playwright-python,https://github.com/microsoft/playwright-python,Apache-2.0,2020-07-01 15:28:13.000,2023-09-07 09:22:43.000,2023-09-05 17:07:46,661.0,14.0,729.0,129.0,747.0,35.0,1065.0,9293.0,2023-08-14 17:40:50.000,1.37.0,77.0,32.0,31,True,,playwright,,,13.0,13.0,https://pypi.org/project/playwright,,,1473947.0,1473947.0,,,,3.0,,,,,,,,,,,,,,,,,
91,pycodestyle,PyCQA/pycodestyle,linters,Simple Python style checker in one Python file.,,https://github.com/PyCQA/pycodestyle,https://github.com/PyCQA/pycodestyle,,2009-10-02 00:43:37.000,2023-08-15 06:26:15.000,2023-08-01 13:37:48,1429.0,72.0,672.0,118.0,488.0,90.0,611.0,4896.0,2017-10-25 15:35:12.000,1.7.1,12.0,132.0,31,True,,pycodestyle,conda-forge/pycodestyle,,13.0,13.0,https://pypi.org/project/pycodestyle,,,31561086.0,31790057.0,https://anaconda.org/conda-forge/pycodestyle,2023-07-30 14:00:03.599,6869154.0,2.0,,,,,,,,,,-7.0,,,,,,,
92,pudb,inducer/pudb,debugging,Full-screen console debugger for Python.,,https://github.com/inducer/pudb,https://github.com/inducer/pudb,MIT,2011-05-13 23:44:30.000,2023-08-30 15:19:38.000,2023-08-01 06:03:18,1205.0,1.0,218.0,49.0,269.0,161.0,168.0,2733.0,2022-11-03 17:20:34.545,2022.1.3,76.0,92.0,31,True,,pudb,conda-forge/pudb,,6009.0,5255.0,https://pypi.org/project/pudb,2022-11-03 17:20:34.545,754.0,185705.0,188453.0,https://anaconda.org/conda-forge/pudb,2023-06-16 13:21:37.623,236388.0,2.0,,,,,,,,,,,,,,,,,
93,typeguard,agronholm/typeguard,type-checkers,Run-time type checker for Python.,,https://github.com/agronholm/typeguard,https://github.com/agronholm/typeguard,,2015-12-27 23:15:37.000,2023-09-04 22:51:00.000,2023-09-04 22:50:59,558.0,36.0,91.0,21.0,102.0,12.0,270.0,1276.0,,,24.0,31.0,31,False,,typeguard,conda-forge/typeguard,,17477.0,17477.0,https://pypi.org/project/typeguard,,,10549715.0,10559663.0,https://anaconda.org/conda-forge/typeguard,2023-08-29 15:02:25.115,388010.0,3.0,,,,,,,,,,,,,,,,,
94,prettytable,jazzband/prettytable,logging,Display tabular data in a visually appealing ASCII table format.,,https://github.com/jazzband/prettytable,https://github.com/jazzband/prettytable,BSD-1-Clause,2016-01-15 02:39:17.000,2023-09-01 14:03:33.000,2023-09-01 13:49:47,518.0,2.0,128.0,21.0,137.0,38.0,85.0,1108.0,2023-06-11 13:31:15.887,3.8.0,30.0,54.0,31,False,,prettytable,conda-forge/prettytable,,49102.0,48031.0,https://pypi.org/project/prettytable,2023-06-11 13:31:15.887,1071.0,9784359.0,9819671.0,https://anaconda.org/conda-forge/prettytable,2023-07-17 11:18:48.076,1200617.0,3.0,,,,,,,,,,,,,,,,,
95,sphinx-autodoc-typehints,tox-dev/sphinx-autodoc-typehints,documentation,Type hints support for the Sphinx autodoc extension.,,https://github.com/tox-dev/sphinx-autodoc-typehints,https://github.com/tox-dev/sphinx-autodoc-typehints,MIT,2015-09-21 20:41:41.000,2023-09-06 15:47:55.000,2023-09-06 15:47:54,325.0,20.0,95.0,11.0,210.0,28.0,145.0,496.0,2023-07-21 16:29:21.000,1.24.0,39.0,53.0,31,True,,sphinx-autodoc-typehints,conda-forge/sphinx-autodoc-typehints,['sphinx'],42107.0,42107.0,https://pypi.org/project/sphinx-autodoc-typehints,,,1577332.0,1592033.0,https://anaconda.org/conda-forge/sphinx-autodoc-typehints,2023-07-21 19:10:23.294,573374.0,2.0,,,,,,,,,,,,,,,,,
96,ipdb,gotcha/ipdb,debugging,Integration of IPython pdb.,,https://github.com/gotcha/ipdb,https://github.com/gotcha/ipdb,BSD-3-Clause,2011-01-15 17:51:47.000,2023-08-03 14:30:43.000,2023-08-03 14:30:43,380.0,1.0,147.0,29.0,84.0,62.0,129.0,1746.0,2023-03-09 15:41:00.602,0.13.13,46.0,58.0,30,True,,ipdb,conda-forge/ipdb,,57326.0,48370.0,https://pypi.org/project/ipdb,2023-03-09 15:41:00.602,8956.0,2349250.0,2353880.0,https://anaconda.org/conda-forge/ipdb,2023-06-16 13:21:31.191,398184.0,2.0,,,,,,,,,,,,,,,,,
97,doit,pydoit/doit,build-tools,task management & automation tool.,,https://github.com/pydoit/doit,https://github.com/pydoit/doit,MIT,2014-02-14 22:21:23.000,2023-06-16 13:22:52.551,2023-01-16 03:40:03,1483.0,,170.0,51.0,162.0,85.0,218.0,1665.0,2022-04-22 15:33:23.000,0.36.0,48.0,65.0,30,True,,doit,conda-forge/doit,,1883.0,1591.0,https://pypi.org/project/doit,2022-04-22 15:33:23.000,292.0,402106.0,405394.0,https://anaconda.org/conda-forge/doit,2023-06-16 13:22:52.551,226884.0,3.0,,,,,,,,,,,,,,,,,
98,pytest-sugar,Teemu/pytest-sugar,testing,"a plugin for py.test that changes the default look and feel of py.test (e.g. progressbar, show tests that fail..",,https://github.com/Teemu/pytest-sugar,https://github.com/Teemu/pytest-sugar,BSD-3-Clause,2013-06-25 21:09:27.000,2023-08-12 17:17:17.000,2023-08-08 07:31:15,426.0,2.0,70.0,18.0,161.0,24.0,91.0,1131.0,2023-04-10 11:18:29.000,0.9.7,29.0,50.0,30,True,,pytest-sugar,conda-forge/pytest-sugar,['pytest'],25678.0,22896.0,https://pypi.org/project/pytest-sugar,2023-04-10 11:17:46.295,2782.0,970973.0,976810.0,https://anaconda.org/conda-forge/pytest-sugar,2023-07-02 12:36:24.393,210100.0,3.0,6.0,,,,,,,,,,,,,,,,
99,pydocstyle,PyCQA/pydocstyle,linters,docstring style checker.,,https://github.com/PyCQA/pydocstyle,https://github.com/PyCQA/pydocstyle,MIT,2012-01-31 17:18:23.000,2023-08-28 12:25:18.000,2023-08-04 15:54:43,743.0,1.0,187.0,19.0,314.0,121.0,225.0,1088.0,2023-01-17 20:31:11.783,6.3.0,23.0,90.0,30,True,,pydocstyle,conda-forge/pydocstyle,,60926.0,58184.0,https://pypi.org/project/pydocstyle,2023-01-17 20:31:11.783,2742.0,3120205.0,3138421.0,https://anaconda.org/conda-forge/pydocstyle,2023-06-16 13:18:02.967,1566654.0,2.0,69.0,,,,,,,,,,,,,,,,
100,typed_ast,python/typed_ast,ast,Modified fork of CPythons ast module that parses `# type:` comments.,,https://github.com/python/typed_ast,https://github.com/python/typed_ast,Apache-2.0,2016-02-16 22:40:09.000,2023-07-04 22:51:12.026,2023-07-03 22:55:34,205.0,3.0,56.0,20.0,109.0,1.0,86.0,221.0,2023-07-04 18:38:08.820,1.5.5,35.0,26.0,30,True,,typed_ast,conda-forge/typed-ast,,5539.0,,https://pypi.org/project/typed_ast,2023-07-04 18:38:08.820,5539.0,8058441.0,8233630.0,https://anaconda.org/conda-forge/typed-ast,2023-07-04 22:51:12.026,6131625.0,1.0,,,,,,,,,,,,,,,,,
101,Griffe,mkdocstrings/griffe,documentation,"Signatures for entire Python programs. Extract the structure, the frame, the skeleton of your project, to generate API..",,https://github.com/mkdocstrings/griffe,https://github.com/mkdocstrings/griffe,ISC,2021-09-09 21:49:44.000,2023-09-04 19:16:43.543,2023-09-04 16:37:10,725.0,126.0,29.0,6.0,45.0,15.0,143.0,204.0,2023-09-04 16:37:31.000,0.36.1,49.0,21.0,30,True,,griffe,conda-forge/griffe,,3023.0,3023.0,https://pypi.org/project/griffe,,,730352.0,739740.0,https://anaconda.org/conda-forge/griffe,2023-09-04 19:16:43.543,168993.0,2.0,,,,,,,,,,,,,,,,,
102,memory-profiler,pythonprofilers/memory_profiler,profiling,Monitor Memory usage of Python code.,,https://github.com/pythonprofilers/memory_profiler,https://github.com/pythonprofilers/memory_profiler,BSD-3-Clause,2011-10-14 11:56:14.000,2023-07-21 11:34:22.000,2023-07-21 11:34:22,716.0,3.0,371.0,80.0,161.0,131.0,114.0,4001.0,2022-11-15 17:59:01.069,0.61.0,59.0,102.0,29,True,,memory_profiler,conda-forge/memory_profiler,,211.0,,https://pypi.org/project/memory_profiler,2022-11-15 17:59:01.069,211.0,817968.0,817968.0,https://anaconda.org/conda-forge/memory_profiler,,,2.0,,,,,,,,,,,,,,,,,
103,pytest-testinfra,pytest-dev/pytest-testinfra,testing,Testinfra test your infrastructures.,,https://github.com/pytest-dev/pytest-testinfra,https://github.com/pytest-dev/pytest-testinfra,Apache-2.0,2015-03-15 20:49:52.000,2023-09-04 20:27:52.000,2023-08-28 11:47:24,763.0,23.0,334.0,82.0,402.0,125.0,212.0,2242.0,2023-08-24 21:57:04.000,9.0.0,14.0,133.0,29,True,,pytest-testinfra,conda-forge/pytest-testinfra,['pytest'],10.0,,https://pypi.org/project/pytest-testinfra,2023-08-24 21:57:04.000,10.0,351166.0,351574.0,https://anaconda.org/conda-forge/pytest-testinfra,2023-08-25 02:18:30.063,13083.0,3.0,,,,,,,,,,,,,,,,,
104,flit,pypa/flit,build-tools,Simplified packaging of Python modules.,,https://github.com/pypa/flit,https://github.com/pypa/flit,BSD-3-Clause,2015-03-13 21:22:27.000,2023-09-06 10:05:31.000,2023-09-06 10:05:22,1164.0,7.0,120.0,34.0,269.0,110.0,270.0,2009.0,,,22.0,68.0,29,True,,flit,conda-forge/flit,,1549.0,1549.0,https://pypi.org/project/flit,,,219963.0,222087.0,https://anaconda.org/conda-forge/flit,2023-06-16 13:24:46.150,167821.0,3.0,,,,,,,,,,,,,,,,,
105,pybuilder,pybuilder/pybuilder,build-tools,Software build automation tool for Python.,,https://github.com/pybuilder/pybuilder,https://github.com/pybuilder/pybuilder,Apache-2.0,2012-07-23 11:38:06.000,2023-08-25 15:24:50.000,2023-07-10 03:17:08,1424.0,3.0,256.0,92.0,384.0,95.0,421.0,1576.0,2023-07-10 03:25:42.000,0.13.10,674.0,39.0,29,True,,pybuilder,conda-forge/pybuilder,,60.0,,https://pypi.org/project/pybuilder,2022-11-04 03:13:11.030,60.0,21859.0,24334.0,https://anaconda.org/conda-forge/pybuilder,2023-07-10 05:27:47.685,54463.0,3.0,,,,,,,,,,,,,,,,,
106,pytest-benchmark,ionelmc/pytest-benchmark,testing,py.test fixture for benchmarking code.,,https://github.com/ionelmc/pytest-benchmark,https://github.com/ionelmc/pytest-benchmark,BSD-2-Clause,2014-10-10 10:55:33.000,2023-08-23 10:43:50.000,2023-04-27 00:15:19,1004.0,,108.0,19.0,69.0,95.0,87.0,1121.0,2022-10-25 21:23:01.695,4.0.0,43.0,39.0,29,True,,pytest-benchmark,conda-forge/pytest-benchmark,['pytest'],8135.0,7434.0,https://pypi.org/project/pytest-benchmark,2022-10-25 21:23:01.695,701.0,667399.0,688030.0,https://anaconda.org/conda-forge/pytest-benchmark,2023-06-16 13:15:49.392,1856797.0,3.0,,,,,,,,,,,,,,,,,
107,wily,tonybaloney/wily,code-metrics,"A Python application for tracking, reporting on timing and complexity in Python code.",,https://github.com/tonybaloney/wily,https://github.com/tonybaloney/wily,Apache-2.0,2018-10-11 22:12:25.000,2023-09-06 03:17:03.000,2023-09-06 03:17:03,896.0,74.0,56.0,26.0,119.0,33.0,71.0,1107.0,2023-07-05 05:04:00.529,1.24.2,51.0,24.0,29,True,,wily,,,202.0,193.0,https://pypi.org/project/wily,2018-10-14 05:01:41.000,9.0,13249.0,13249.0,,,,2.0,,,,,,,,,,,,,,,,,
108,colorlog,borntyping/python-colorlog,logging,A colored formatter for the python logging module.,,https://github.com/borntyping/python-colorlog,https://github.com/borntyping/python-colorlog,MIT,2012-09-05 17:57:21.000,2023-06-22 17:19:13.688,2022-08-29 14:53:21,230.0,,81.0,14.0,46.0,2.0,73.0,819.0,2021-11-08 16:58:17.000,6.6.0,20.0,30.0,29,False,,colorlog,conda-forge/colorlog,,28383.0,28383.0,https://pypi.org/project/colorlog,,,6815556.0,6859336.0,https://anaconda.org/conda-forge/colorlog,2023-06-22 17:19:13.688,1663675.0,3.0,,,,,,,,,,,,,,,,,
109,mccabe,PyCQA/mccabe,code-metrics,McCabe complexity checker for Python.,,https://github.com/PyCQA/mccabe,https://github.com/PyCQA/mccabe,Saxpath,2013-02-20 22:19:04.000,2023-06-19 12:19:26.000,2023-06-19 12:19:25,147.0,2.0,56.0,17.0,59.0,14.0,39.0,589.0,2022-01-24 01:14:49.000,0.7.0,13.0,23.0,29,True,,mccabe,conda-forge/mccabe,,409075.0,393109.0,https://pypi.org/project/mccabe,2022-01-24 01:14:49.000,15966.0,29572706.0,29656787.0,https://anaconda.org/conda-forge/mccabe,2023-06-16 13:17:55.573,7315054.0,2.0,,,,,,,,,,,,,,,,,
110,pylint-django,PyCQA/pylint-django,linters,Pylint plugin for improving code analysis for when using Django.,,https://github.com/pylint-dev/pylint-django,https://github.com/pylint-dev/pylint-django,GPL-2.0,2013-10-01 06:35:15.000,2023-08-01 10:10:46.000,2023-05-15 04:10:28,628.0,,119.0,16.0,184.0,52.0,167.0,564.0,2023-01-31 16:35:25.772,2.4.4,54.0,68.0,29,True,pylint-dev/pylint-django,pylint-django,conda-forge/pylint-django,['pylint'],28262.0,27091.0,https://pypi.org/project/pylint-django,2023-01-31 16:35:25.772,1171.0,2519081.0,2521011.0,https://anaconda.org/conda-forge/pylint-django,2023-06-16 13:25:11.432,163655.0,2.0,278.0,,,,,,,,,,,,,,,,
111,coveralls-python,TheKevJames/coveralls-python,testing,Show coverage stats online via coveralls.io.,,https://github.com/TheKevJames/coveralls-python,https://github.com/TheKevJames/coveralls-python,MIT,2013-02-06 20:48:39.000,2023-09-05 06:22:11.000,2023-08-14 16:01:13,475.0,1.0,183.0,8.0,226.0,15.0,146.0,530.0,2021-11-11 20:59:17.000,3.3.1,28.0,64.0,29,True,,coveralls,conda-forge/coveralls,['pytest'],32033.0,32033.0,https://pypi.org/project/coveralls,,,458893.0,471342.0,https://anaconda.org/conda-forge/coveralls,2023-06-16 13:24:40.028,995968.0,3.0,,,,,,,,,,,,,,,,,
112,astunparse,simonpercivall/astunparse,ast,An AST unparser for Python.,,https://github.com/simonpercivall/astunparse,https://github.com/simonpercivall/astunparse,BSD-3-Clause,2014-03-31 15:34:54.000,2023-08-18 23:41:57.000,2019-12-22 18:11:19,86.0,,50.0,8.0,37.0,25.0,21.0,208.0,2019-12-22 18:12:11.000,1.6.3,11.0,10.0,29,False,,astunparse,conda-forge/astunparse,,85336.0,84882.0,https://pypi.org/project/astunparse,2019-12-22 18:12:11.000,454.0,8947359.0,8972057.0,https://anaconda.org/conda-forge/astunparse,2023-06-16 13:24:50.388,1852363.0,2.0,,,,,,,,,,,,,,,,,
113,gast,serge-sans-paille/gast,ast,Python AST that abstracts the underlying Python version.,,https://github.com/serge-sans-paille/gast,https://github.com/serge-sans-paille/gast,BSD-3-Clause,2016-07-18 10:39:07.000,2023-07-03 07:21:35.215,2023-04-29 19:35:43,97.0,,30.0,12.0,45.0,3.0,30.0,128.0,2023-04-29 19:44:01.995,0.5.4,21.0,10.0,29,True,,gast,conda-forge/gast,,131344.0,129390.0,https://pypi.org/project/gast,2023-04-29 19:44:01.995,1954.0,12359203.0,12424107.0,https://anaconda.org/conda-forge/gast,2023-07-03 07:21:35.215,2401458.0,2.0,,,,,,,,,,,,,,,,,
114,Bpytop,aristocratos/bpytop,profiling,Linux/OSX/FreeBSD resource monitor.,,https://github.com/aristocratos/bpytop,https://github.com/aristocratos/bpytop,Apache-2.0,2020-07-01 17:41:25.000,2023-08-07 06:05:25.000,2022-03-06 14:20:17,408.0,,373.0,153.0,70.0,73.0,228.0,9503.0,2021-12-22 19:23:21.000,1.0.68,53.0,35.0,28,False,,bpytop,conda-forge/bpytop,,146.0,145.0,https://pypi.org/project/bpytop,2021-12-22 19:23:21.000,1.0,6071.0,6521.0,https://anaconda.org/conda-forge/bpytop,2023-06-16 19:24:35.135,13972.0,3.0,,,,,,,,,,,,,,,,,
115,mamba,mamba-org/mamba,dependency-managers,The Fast Cross-Platform Package Manager.,,https://github.com/mamba-org/mamba,https://github.com/mamba-org/mamba,BSD-3-Clause,2019-03-05 13:05:10.000,2023-09-07 14:10:34.000,2023-09-07 08:12:09,2589.0,121.0,287.0,43.0,1375.0,518.0,1041.0,5140.0,2023-09-05 08:25:11.000,2023.09.05,113.0,132.0,28,True,,,conda-forge/mamba,,,,,,,,220244.0,https://anaconda.org/conda-forge/mamba,2023-09-05 14:29:17.830,8809776.0,3.0,,,,,,,,,,,,,,,,,
116,alive-progress,rsalmei/alive-progress,logging,"A new kind of Progress Bar, with real-time throughput, ETA, and very cool animations!.",,https://github.com/rsalmei/alive-progress,https://github.com/rsalmei/alive-progress,MIT,2019-08-05 05:54:30.000,2023-06-15 15:02:40.000,2023-06-01 01:16:09,678.0,,184.0,47.0,49.0,16.0,184.0,4618.0,,,19.0,7.0,28,True,,alive-progress,conda-forge/alive-progress,,2216.0,2216.0,https://pypi.org/project/alive-progress,,,506398.0,507345.0,https://anaconda.org/conda-forge/alive-progress,2023-06-01 05:47:28.243,40748.0,3.0,,,,,,,,,,,,,,,,,
117,coala,coala/coala,linters,"coala provides a unified command-line interface for linting and fixing all your code, regardless of the programming..",,https://github.com/coala/coala,https://github.com/coala/coala,AGPL-3.0,2014-05-15 11:35:34.000,2022-07-03 04:03:12.000,2021-06-11 17:11:55,4487.0,,1356.0,102.0,3152.0,835.0,2373.0,3486.0,2017-05-30 10:07:57.000,0.11.1,730.0,483.0,28,False,,coala-bears,,,120.0,12.0,https://pypi.org/project/coala-bears,2017-05-31 06:47:25.000,108.0,1218.0,1219.0,,,,2.0,176.0,,,,,,,,,,,,,,,,
118,detect-secrets,Yelp/detect-secrets,security,An enterprise friendly way of detecting and preventing secrets in code.,,https://github.com/Yelp/detect-secrets,https://github.com/Yelp/detect-secrets,Apache-2.0,2017-12-05 00:38:38.000,2023-09-04 15:34:22.000,2023-04-11 16:04:33,1217.0,,380.0,48.0,420.0,119.0,199.0,3177.0,2022-10-05 17:13:10.000,1.4.0,37.0,73.0,28,True,,detect-secrets,,,35.0,,https://pypi.org/project/detect-secrets,2020-07-26 03:40:27.000,35.0,368258.0,368258.0,,,,3.0,,,,,,,,,,,,,,,,,
119,line_profiler,pyutils/line_profiler,profiling,Line-by-line profiling for Python.,,https://github.com/pyutils/line_profiler,https://github.com/pyutils/line_profiler,BSD-3-Clause,2019-12-10 22:26:33.000,2023-08-22 15:17:28.000,2023-08-21 22:44:11,394.0,93.0,103.0,15.0,146.0,44.0,49.0,2045.0,2023-08-22 03:20:28.000,4.1.1,29.0,41.0,28,True,,line_profiler,conda-forge/line_profiler,,82.0,,https://pypi.org/project/line_profiler,2023-08-22 03:20:28.000,82.0,395618.0,408201.0,https://anaconda.org/conda-forge/line_profiler,2023-08-22 04:39:59.865,427825.0,3.0,,,,,,,,,,,,,,,,,
120,briefcase,beeware/briefcase,packaging,Tools to support converting a Python project into a standalone native application.,,https://github.com/beeware/briefcase,https://github.com/beeware/briefcase,BSD-3-Clause,2015-07-28 15:20:03.000,2023-09-05 04:08:44.000,2023-09-03 23:04:29,3335.0,248.0,286.0,44.0,711.0,110.0,532.0,2043.0,2023-07-10 06:51:43.000,0.3.15,25.0,131.0,28,True,,briefcase,,,,,https://pypi.org/project/briefcase,,,3853.0,3856.0,,,,2.0,173.0,,,,,,,,,,,,,,,,
121,Diamond,python-diamond/Diamond,profiling,Diamond is a python daemon that collects system metrics and publishes them to Graphite (and others). It is capable of..,,https://github.com/python-diamond/Diamond,https://github.com/python-diamond/Diamond,MIT,2013-10-11 23:32:13.000,2023-09-05 19:07:20.000,2023-01-29 19:46:36,3335.0,,600.0,92.0,534.0,135.0,170.0,1718.0,2016-11-25 22:13:29.000,4.0.515,36.0,386.0,28,True,,diamond,,,181.0,147.0,https://pypi.org/project/diamond,2016-11-25 22:13:29.000,34.0,7599.0,7599.0,,,,3.0,,,,,,,,,,,,,,,,,
122,safety,pyupio/safety,security,Safety checks Python dependencies for known security vulnerabilities and suggests the proper remediations for..,,https://github.com/pyupio/safety,https://github.com/pyupio/safety,MIT,2016-10-19 13:22:56.000,2023-08-10 16:18:37.000,2023-05-29 16:30:35,590.0,,131.0,32.0,306.0,62.0,117.0,1537.0,2022-12-08 19:10:01.428,2.3.5,55.0,41.0,28,True,,safety,conda-forge/safety,,444.0,29.0,https://pypi.org/project/safety,2022-10-04 21:08:20.401,415.0,977550.0,988188.0,https://anaconda.org/conda-forge/safety,2023-06-16 16:15:06.955,76933.0,3.0,384703.0,,,,,,,,,,,,,,,,
123,radon,rubik/radon,code-metrics,Various code metrics for Python code.,,https://github.com/rubik/radon,https://github.com/rubik/radon,MIT,2012-09-20 18:58:58.000,2023-09-02 15:57:12.000,2023-06-18 06:48:14,539.0,1.0,106.0,33.0,85.0,22.0,145.0,1487.0,2023-03-26 06:25:00.948,6.0.1,56.0,56.0,28,True,,radon,conda-forge/radon,,4919.0,4284.0,https://pypi.org/project/radon,2023-03-26 06:25:00.948,635.0,422328.0,423226.0,https://anaconda.org/conda-forge/radon,2023-06-16 13:24:51.939,63811.0,3.0,,,,,,,,,,,,,,,,,
124,Yappi,sumerc/yappi,profiling,"Yet Another Python Profiler, but this time multithreading, asyncio and gevent aware.",,https://github.com/sumerc/yappi,https://github.com/sumerc/yappi,MIT,2009-10-07 20:46:30.000,2023-09-05 07:20:23.000,2023-05-29 13:41:01,712.0,,66.0,15.0,78.0,24.0,51.0,1223.0,2022-10-31 08:28:00.894,1.4.0,22.0,28.0,28,True,,yappi,conda-forge/yappi,,1362.0,1014.0,https://pypi.org/project/yappi,2022-10-31 08:28:00.894,348.0,1542154.0,1544305.0,https://anaconda.org/conda-forge/yappi,2023-06-16 13:20:48.597,161395.0,3.0,,,,,,,,,,,,,,,,,
125,pdbpp,pdbpp/pdbpp,debugging,"pdb++, a drop-in replacement for pdb (the Python debugger).",,https://github.com/pdbpp/pdbpp,https://github.com/pdbpp/pdbpp,BSD-3-Clause,2017-06-11 13:42:16.000,2023-07-07 23:15:37.000,2022-07-14 18:31:38,706.0,,64.0,18.0,318.0,98.0,126.0,1167.0,2021-07-09 22:22:20.000,0.10.3,26.0,41.0,28,False,,pdbpp,conda-forge/pdbpp,,5756.0,5054.0,https://pypi.org/project/pdbpp,2021-07-09 22:22:20.000,702.0,272775.0,274185.0,https://anaconda.org/conda-forge/pdbpp,2023-06-16 13:25:41.484,102995.0,2.0,,,,,,,,,,,,,,,,,
126,autoflake,myint/autoflake,refactoring,Removes unused imports and unused variables as reported by pyflakes.,,https://github.com/PyCQA/autoflake,https://github.com/PyCQA/autoflake,MIT,2012-12-27 03:40:17.000,2023-09-07 03:20:28.000,2023-09-07 03:20:26,612.0,14.0,77.0,14.0,166.0,37.0,72.0,801.0,2023-09-01 06:20:05.000,2.2.1,59.0,37.0,28,True,PyCQA/autoflake,autoflake,conda-forge/autoflake,,728.0,,https://pypi.org/project/autoflake,2023-09-01 06:19:21.000,728.0,1554559.0,1563928.0,https://anaconda.org/conda-forge/autoflake,2023-06-16 16:14:56.765,496558.0,2.0,,,,,,,,,,,,,,,,,
