,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,updated_github_id,open_issue_count,pypi_id,conda_id,labels,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,pypi_latest_release_published_at,pypi_dependent_project_count,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,trending,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,cargo_id,cargo_url,cargo_monthly_downloads,cargo_total_downloads,conda_forge
86,flake8-bugbear,PyCQA/flake8-bugbear,linters,A plugin for Flake8 finding likely bugs and design problems in your program. Contains warnings that dont belong in..,,https://github.com/PyCQA/flake8-bugbear,https://github.com/PyCQA/flake8-bugbear,MIT,2016-03-15 20:54:43.000,2024-03-18 23:43:52.000000,2024-03-18 23:43:51,375.0,26.0,101.0,8.0,246.0,162.0,1032.0,2024-02-07 04:24:51.000,24.2.6,48.0,84.0,32,True,,56.0,flake8-bugbear,conda-forge/flake8-bugbear,['flake8'],,3264586.0,36644.0,36644.0,https://pypi.org/project/flake8-bugbear,3245423.0,https://anaconda.org/conda-forge/flake8-bugbear,2024-02-07 19:51:02.821,766548.0,2.0,,,,,,,,,,,,,,,,,,
87,sphinx-autodoc-typehints,tox-dev/sphinx-autodoc-typehints,documentation,Type hints support for the Sphinx autodoc extension.,,https://github.com/tox-dev/sphinx-autodoc-typehints,https://github.com/tox-dev/sphinx-autodoc-typehints,MIT,2015-09-21 20:41:41.000,2024-03-18 17:43:14.000000,2024-03-18 17:43:13,357.0,16.0,101.0,11.0,247.0,155.0,525.0,2024-02-08 02:24:44.000,2.0.0,75.0,54.0,32,True,,34.0,sphinx-autodoc-typehints,conda-forge/sphinx-autodoc-typehints,['sphinx'],,2331923.0,50406.0,48228.0,https://pypi.org/project/sphinx-autodoc-typehints,2317424.0,https://anaconda.org/conda-forge/sphinx-autodoc-typehints,2024-02-08 10:39:09.188,652481.0,2.0,2024-02-08 02:24:44.000,2178.0,,,,,,,,,,,,,,,,
88,sphinx-autobuild,executablebooks/sphinx-autobuild,documentation,Watch a Sphinx directory and rebuild the documentation when a change is detected. Also includes a livereload enabled..,,https://github.com/sphinx-doc/sphinx-autobuild,https://github.com/sphinx-doc/sphinx-autobuild,MIT,2013-12-25 17:09:56.000,2024-03-10 11:23:12.000000,2024-02-04 06:08:57,337.0,32.0,73.0,21.0,66.0,59.0,505.0,2024-02-04 06:10:22.000,2024.2.4,16.0,29.0,32,True,sphinx-doc/sphinx-autobuild,24.0,sphinx-autobuild,conda-forge/sphinx-autobuild,['sphinx'],,864138.0,25373.0,22301.0,https://pypi.org/project/sphinx-autobuild,857991.0,https://anaconda.org/conda-forge/sphinx-autobuild,2024-02-04 08:41:06.492,239750.0,2.0,2024-02-04 06:10:22.000,3072.0,,,,,,,,,,,,,,,,
89,Griffe,mkdocstrings/griffe,documentation,"Signatures for entire Python programs. Extract the structure, the frame, the skeleton of your project, to generate API..",,https://github.com/mkdocstrings/griffe,https://github.com/mkdocstrings/griffe,ISC,2021-09-09 21:49:44.000,2024-03-19 18:55:11.326000,2024-03-19 17:11:56,851.0,73.0,37.0,6.0,63.0,169.0,240.0,2024-03-19 17:12:15.000,0.42.1,69.0,28.0,32,True,,15.0,griffe,conda-forge/griffe,,,1291745.0,4756.0,4756.0,https://pypi.org/project/griffe,1282818.0,https://anaconda.org/conda-forge/griffe,2024-03-19 18:55:11.326,214250.0,2.0,,,,,,,,,,,,,,,,,,
90,py-spy,benfred/py-spy,profiling,Sampling profiler for Python programs.,,https://github.com/benfred/py-spy,https://github.com/benfred/py-spy,MIT,2018-08-01 02:22:15.000,2024-03-09 20:16:06.000000,2024-02-27 19:23:07,488.0,2.0,384.0,109.0,317.0,190.0,11696.0,2022-09-07 21:58:56.000,0.3.14,20.0,38.0,31,True,,147.0,py-spy,conda-forge/py-spy,,15544.0,1846756.6666666667,3744.0,3744.0,https://pypi.org/project/py-spy,1835603.0,https://anaconda.org/conda-forge/py-spy,2023-06-16 16:18:45.113,513221.0,2.0,,,,,,,,,,,,,,py-spy,https://crates.io/crates/py-spy,1193.6666666666667,412197.0,
91,sphinx_rtd_theme,readthedocs/sphinx_rtd_theme,documentation,Sphinx theme for readthedocs.org.,,https://github.com/readthedocs/sphinx_rtd_theme,https://github.com/readthedocs/sphinx_rtd_theme,MIT,2013-10-17 17:10:49.000,2024-03-06 22:42:12.000000,2024-01-25 20:03:15,1481.0,3.0,1582.0,167.0,711.0,623.0,4584.0,,,22.0,116.0,31,True,,178.0,sphinx_rtd_theme,conda-forge/sphinx_rtd_theme,['sphinx'],,4370708.0,16.0,16.0,https://pypi.org/project/sphinx_rtd_theme,4287819.0,https://anaconda.org/conda-forge/sphinx_rtd_theme,2023-11-28 15:01:30.175,3730015.0,2.0,,,,,,,,-6.0,,,,,,,,,,
92,doit,pydoit/doit,build-tools,task management & automation tool.,,https://github.com/pydoit/doit,https://github.com/pydoit/doit,MIT,2014-02-14 22:21:23.000,2023-10-21 22:19:38.000000,2023-01-16 03:40:03,1483.0,,170.0,48.0,163.0,218.0,1769.0,2022-04-22 15:33:23.000,0.36.0,48.0,65.0,31,False,,85.0,doit,conda-forge/doit,,,754313.0,2067.0,1769.0,https://pypi.org/project/doit,750938.0,https://anaconda.org/conda-forge/doit,2023-06-16 13:22:52.551,253155.0,3.0,2022-04-22 15:33:23.000,298.0,,,,,,,,,,,,,,,,
93,nodeenv,ekalinin/nodeenv,virtual-envs,Virtual environment for Node.js & integrator with virtualenv.,,https://github.com/ekalinin/nodeenv,https://github.com/ekalinin/nodeenv,,2011-03-29 15:28:56.000,2023-12-20 13:33:36.000000,2023-10-05 17:12:04,684.0,,191.0,37.0,166.0,137.0,1667.0,2023-05-12 08:13:47.000,1.8.0,46.0,93.0,31,False,,48.0,nodeenv,conda-forge/nodeenv,,,20195835.0,77464.0,77464.0,https://pypi.org/project/nodeenv,20150220.0,https://anaconda.org/conda-forge/nodeenv,2023-06-16 13:21:50.931,3558032.0,2.0,,,,,,,,,,,,,,,,,,
94,logbook,getlogbook/logbook,logging,A cool logging replacement for Python.,,https://github.com/getlogbook/logbook,https://github.com/getlogbook/logbook,,2010-07-22 10:13:12.000,2024-03-18 12:29:19.000000,2024-02-10 00:53:11,1352.0,7.0,158.0,36.0,204.0,137.0,1455.0,2023-11-10 23:35:23.000,1.7.0.post0,6.0,79.0,31,False,,42.0,logbook,conda-forge/logbook,,334.0,3801905.0,5654.0,5654.0,https://pypi.org/project/logbook,3798124.0,https://anaconda.org/conda-forge/logbook,2023-11-11 10:50:13.350,170027.0,2.0,,,,,,,,,,,,,,,,,,
95,colorlog,borntyping/python-colorlog,logging,A colored formatter for the python logging module.,,https://github.com/borntyping/python-colorlog,https://github.com/borntyping/python-colorlog,MIT,2012-09-05 17:57:21.000,2024-01-26 16:23:52.610000,2024-01-26 14:06:47,244.0,7.0,84.0,13.0,48.0,76.0,848.0,2024-01-26 13:58:51.000,6.8.2,22.0,33.0,31,True,,,colorlog,conda-forge/colorlog,,,12142682.0,35513.0,35513.0,https://pypi.org/project/colorlog,12096581.0,https://anaconda.org/conda-forge/colorlog,2024-01-26 16:23:52.610,2028470.0,2.0,,,,,,,,,,,,,,,,,,
96,setuptools_scm,pypa/setuptools_scm,build-tools,the blessed package to manage your versions by scm tags.,,https://github.com/pypa/setuptools_scm,https://github.com/pypa/setuptools_scm,MIT,2015-07-01 17:57:56.000,2024-03-20 10:37:39.000000,2024-03-20 10:37:38,1720.0,48.0,203.0,26.0,467.0,479.0,808.0,2023-10-02 15:08:38.000,8.0.4,55.0,134.0,31,True,,79.0,setuptools_scm,conda-forge/setuptools_scm,,,29869573.0,,,https://pypi.org/project/setuptools_scm,29822384.0,https://anaconda.org/conda-forge/setuptools_scm,2023-10-04 14:19:42.239,2170726.0,3.0,,,,,,,,,,,,,,,,,,
97,breathe,michaeljones/breathe,documentation,ReStructuredText and Sphinx bridge to Doxygen.,,https://github.com/breathe-doc/breathe,https://github.com/breathe-doc/breathe,BSD-3-Clause,2009-02-03 18:52:25.000,2024-03-20 17:00:12.000000,2023-10-24 08:23:51,1761.0,,186.0,20.0,371.0,400.0,718.0,2023-03-31 19:07:42.000,4.35.0,65.0,107.0,31,True,breathe-doc/breathe,179.0,breathe,conda-forge/breathe,,595.0,501536.0,13807.0,12755.0,https://pypi.org/project/breathe,489596.0,https://anaconda.org/conda-forge/breathe,2023-07-04 04:52:22.769,536555.0,2.0,2023-02-28 20:05:00.925,1052.0,,,,,,,,,,,,,,,,
98,pytest-html,pytest-dev/pytest-html,testing,Plugin for generating HTML reports for pytest results.,,https://github.com/pytest-dev/pytest-html,https://github.com/pytest-dev/pytest-html,,2015-04-14 19:22:42.000,2024-03-18 22:13:03.000000,2024-02-02 10:40:15,511.0,2.0,217.0,23.0,374.0,251.0,648.0,2023-11-07 16:58:34.000,4.1.1,22.0,55.0,31,False,,138.0,pytest-html,conda-forge/pytest-html,['pytest'],,7030403.0,44867.0,44867.0,https://pypi.org/project/pytest-html,7017588.0,https://anaconda.org/conda-forge/pytest-html,2023-11-23 18:39:24.921,512603.0,3.0,,,,,,,,,,,,,,,,,,
99,mccabe,PyCQA/mccabe,code-metrics,McCabe complexity checker for Python.,,https://github.com/PyCQA/mccabe,https://github.com/PyCQA/mccabe,Saxpath,2013-02-20 22:19:04.000,2023-12-03 13:55:50.000000,2023-12-03 13:55:50,149.0,,58.0,17.0,60.0,45.0,625.0,2022-01-24 01:14:49.000,0.7.0,13.0,24.0,31,True,,14.0,mccabe,conda-forge/mccabe,,,43787306.0,450940.0,434923.0,https://pypi.org/project/mccabe,43702357.0,https://anaconda.org/conda-forge/mccabe,2023-06-16 13:17:55.573,7900270.0,2.0,2022-01-24 01:14:49.000,16017.0,,,,,,,,,,,,,,,,
100,parso,davidhalter/parso,linters,A Python Parser.,,https://github.com/davidhalter/parso,https://github.com/davidhalter/parso,,2017-05-08 20:14:30.000,2023-06-18 23:54:48.000000,2023-06-18 23:54:47,1112.0,,99.0,22.0,107.0,104.0,578.0,,,21.0,46.0,31,False,,11.0,parso,conda-forge/parso,,,36523003.0,407635.0,407635.0,https://pypi.org/project/parso,36287653.0,https://anaconda.org/conda-forge/parso,2023-06-16 13:24:17.757,17651318.0,2.0,,,,,,,,,,,,,,,,,,
101,executing,alexmojaki/executing,ast,"Get information about what a Python frame is currently doing, particularly the AST node being executed.",,https://github.com/alexmojaki/executing,https://github.com/alexmojaki/executing,MIT,2019-05-25 08:22:26.000,2024-01-30 20:19:18.000000,2023-11-06 14:59:27,469.0,,31.0,10.0,43.0,25.0,299.0,2020-12-27 11:10:13.000,0.5.4,19.0,10.0,31,True,,13.0,executing,conda-forge/executing,,,31548389.0,161505.0,161505.0,https://pypi.org/project/executing,31287055.0,https://anaconda.org/conda-forge/executing,2023-10-29 11:48:33.889,10714702.0,1.0,,,,,,,,,,,,,,,,,,
102,mamba,mamba-org/mamba,dependency-managers,The Fast Cross-Platform Package Manager.,,https://github.com/mamba-org/mamba,https://github.com/mamba-org/mamba,BSD-3-Clause,2019-03-05 13:05:10.000,2024-03-20 17:52:23.000000,2024-03-20 17:52:22,2813.0,88.0,328.0,46.0,1626.0,1150.0,6062.0,2024-03-04 09:07:02.000,2024.03.04,120.0,150.0,30,True,,497.0,,conda-forge/mamba,,,231231.0,,,,,https://anaconda.org/conda-forge/mamba,2024-03-04 11:36:35.409,10636643.0,3.0,,,,,,,,,,,,,,,,,,
103,pycodestyle,PyCQA/pycodestyle,linters,Simple Python style checker in one Python file.,,https://github.com/PyCQA/pycodestyle,https://github.com/PyCQA/pycodestyle,,2009-10-02 00:43:37.000,2024-03-17 15:11:12.000000,2024-03-17 15:11:11,1452.0,10.0,701.0,116.0,502.0,640.0,4960.0,2017-10-25 15:35:12.000,1.7.1,13.0,135.0,30,True,,88.0,pycodestyle,conda-forge/pycodestyle,,,41748080.0,20.0,20.0,https://pypi.org/project/pycodestyle,41542393.0,https://anaconda.org/conda-forge/pycodestyle,2023-10-13 13:17:36.027,7404766.0,2.0,,,,,,,,-6.0,,,,,,,,,,
104,coala,coala/coala,linters,"coala provides a unified command-line interface for linting and fixing all your code, regardless of the programming..",,https://github.com/coala/coala,https://github.com/coala/coala,AGPL-3.0,2014-05-15 11:35:34.000,2024-02-05 04:33:35.000000,2021-06-11 17:11:55,4487.0,,1356.0,100.0,3153.0,2374.0,3511.0,2017-05-30 10:07:57.000,0.11.1,731.0,483.0,30,False,,835.0,coala-bears,,,177.0,8332.0,121.0,13.0,https://pypi.org/project/coala-bears,8331.0,,,,2.0,2017-11-10 21:09:42.601,108.0,,,,,,,,,,,,,,,,
105,detect-secrets,Yelp/detect-secrets,security,An enterprise friendly way of detecting and preventing secrets in code.,,https://github.com/Yelp/detect-secrets,https://github.com/Yelp/detect-secrets,Apache-2.0,2017-12-05 00:38:38.000,2024-03-11 15:04:43.000000,2024-01-12 20:26:20,1320.0,6.0,380.0,49.0,489.0,204.0,3412.0,2022-10-05 17:13:10.000,1.4.0,37.0,74.0,30,True,,119.0,detect-secrets,,,,560476.0,55.0,,https://pypi.org/project/detect-secrets,560476.0,,,,3.0,2022-10-04 19:58:36.939,55.0,,,,,,,,,,,,,,,,
106,pudb,inducer/pudb,debugging,Full-screen console debugger for Python.,,https://github.com/inducer/pudb,https://github.com/inducer/pudb,,2011-05-13 23:44:30.000,2024-03-05 22:20:09.000000,2024-02-21 23:04:22,1239.0,7.0,214.0,50.0,283.0,178.0,2850.0,2024-01-16 22:18:37.000,2024.1,12.0,95.0,30,False,,143.0,pudb,conda-forge/pudb,,,262957.0,6071.0,6071.0,https://pypi.org/project/pudb,260259.0,https://anaconda.org/conda-forge/pudb,2023-06-16 13:21:37.623,248250.0,1.0,,,,,,,,,,,,,,,,,,
107,flit,pypa/flit,build-tools,Simplified packaging of Python modules.,,https://github.com/pypa/flit,https://github.com/pypa/flit,BSD-3-Clause,2015-03-13 21:22:27.000,2024-03-13 10:19:02.000000,2024-01-28 09:31:50,1187.0,4.0,127.0,33.0,278.0,285.0,2080.0,,,22.0,71.0,30,True,,107.0,flit,conda-forge/flit,,,483547.0,1774.0,1774.0,https://pypi.org/project/flit,481468.0,https://anaconda.org/conda-forge/flit,2023-06-16 13:24:46.150,176735.0,3.0,,,,,,,,,,,,,,,,,,
108,pyelftools,eliben/pyelftools,debugging,Parsing ELF and DWARF in Python.,,https://github.com/eliben/pyelftools,https://github.com/eliben/pyelftools,,2013-06-08 22:55:54.000,2024-03-14 16:12:34.193000,2024-03-14 13:26:32,675.0,6.0,483.0,71.0,296.0,173.0,1867.0,,,9.0,99.0,30,False,,73.0,pyelftools,conda-forge/pyelftools,,,3799234.0,7161.0,7161.0,https://pypi.org/project/pyelftools,3795536.0,https://anaconda.org/conda-forge/pyelftools,2024-03-14 16:12:34.193,151625.0,1.0,,,,,,,,,,,,,,,,,,
109,radon,rubik/radon,code-metrics,Various code metrics for Python code.,,https://github.com/rubik/radon,https://github.com/rubik/radon,MIT,2012-09-20 18:58:58.000,2024-03-03 11:39:02.000000,2023-10-06 10:02:00,544.0,,111.0,34.0,94.0,145.0,1588.0,2023-03-26 06:25:00.948,6.0.1,56.0,60.0,30,True,,24.0,radon,conda-forge/radon,,,579284.0,5502.0,4838.0,https://pypi.org/project/radon,578388.0,https://anaconda.org/conda-forge/radon,2023-06-16 13:24:51.939,69062.0,2.0,2023-03-26 06:25:00.948,664.0,,,,,,,,,,,,,,,,
110,coveralls-python,TheKevJames/coveralls-python,testing,Show coverage stats online via coveralls.io.,,https://github.com/TheKevJames/coveralls-python,https://github.com/TheKevJames/coveralls-python,MIT,2013-02-06 20:48:39.000,2024-03-21 10:01:20.000000,2023-08-14 16:01:13,475.0,,181.0,9.0,244.0,146.0,546.0,2021-11-11 20:59:17.000,3.3.1,28.0,64.0,30,True,,17.0,coveralls,conda-forge/coveralls,['pytest'],,774159.0,33216.0,33216.0,https://pypi.org/project/coveralls,761810.0,https://anaconda.org/conda-forge/coveralls,2023-06-16 13:24:40.028,1062021.0,3.0,,,,,,,,,,,,,,,,,,
111,ddt,datadriventests/ddt,testing,Data-Driven Tests for Python Unittest.,,https://github.com/datadriventests/ddt,https://github.com/datadriventests/ddt,MIT,2012-02-11 22:57:10.000,2024-02-26 03:51:48.214000,2024-02-26 01:33:26,235.0,3.0,111.0,21.0,64.0,46.0,434.0,2024-02-26 01:36:10.000,1.7.2,25.0,38.0,30,True,,7.0,ddt,conda-forge/ddt,,,629735.0,5577.0,5577.0,https://pypi.org/project/ddt,624631.0,https://anaconda.org/conda-forge/ddt,2024-02-26 03:51:48.214,91879.0,3.0,,,,,,,,,,,,,,,,,,
112,gdbgui,cs01/gdbgui,debugging,"Browser-based frontend to gdb (gnu debugger). Add breakpoints, view the stack, visualize data structures, and more in..",,https://github.com/cs01/gdbgui,https://github.com/cs01/gdbgui,GPL-3.0,2016-10-27 03:19:25.000,2024-03-11 13:14:44.000000,2023-10-18 07:06:19,437.0,,488.0,163.0,162.0,172.0,9651.0,2023-10-18 16:33:47.000,0.15.2.0,10.0,44.0,29,True,,147.0,gdbgui,,,17022.0,18112.0,378.0,378.0,https://pypi.org/project/gdbgui,17726.0,,,,2.0,,,,,,,,,,,,,,,,,,
113,alive-progress,rsalmei/alive-progress,logging,"A new kind of Progress Bar, with real-time throughput, ETA, and very cool animations!.",,https://github.com/rsalmei/alive-progress,https://github.com/rsalmei/alive-progress,MIT,2019-08-05 05:54:30.000,2024-03-07 05:14:36.000000,2023-12-02 19:40:58,685.0,,191.0,49.0,50.0,200.0,5030.0,,,20.0,7.0,29,True,,19.0,alive-progress,conda-forge/alive-progress,,,741969.0,2869.0,2869.0,https://pypi.org/project/alive-progress,740829.0,https://anaconda.org/conda-forge/alive-progress,2023-11-09 06:24:38.416,50174.0,3.0,,,,,,,,,,,,,,,,,,
114,freezegun,spulec/freezegun,testing,Let your Python tests travel through time.,,https://github.com/spulec/freezegun,https://github.com/spulec/freezegun,Apache-2.0,2012-12-11 05:11:00.000,2024-03-21 13:58:14.000000,2024-03-18 12:22:52,621.0,11.0,253.0,34.0,235.0,195.0,3946.0,2023-12-19 10:46:44.000,1.4.0,18.0,117.0,29,True,,109.0,freezegun,conda-forge/freezegun,,13.0,11107514.0,,,https://pypi.org/project/freezegun,11071137.0,https://anaconda.org/conda-forge/freezegun,2023-12-19 12:37:51.731,1527675.0,3.0,,,,,,,,-6.0,,,,,,,,,,
115,pytest-testinfra,pytest-dev/pytest-testinfra,testing,Testinfra test your infrastructures.,,https://github.com/pytest-dev/pytest-testinfra,https://github.com/pytest-dev/pytest-testinfra,Apache-2.0,2015-03-15 20:49:52.000,2024-02-15 05:02:38.000000,2024-02-15 04:58:36,783.0,7.0,349.0,77.0,416.0,216.0,2312.0,2024-02-15 05:02:38.000,10.1.0,16.0,138.0,29,True,,131.0,pytest-testinfra,conda-forge/pytest-testinfra,['pytest'],,446256.0,11.0,,https://pypi.org/project/pytest-testinfra,445857.0,https://anaconda.org/conda-forge/pytest-testinfra,2023-11-19 14:00:16.233,15195.0,3.0,2024-02-15 05:02:38.000,11.0,,,,,,,,,,,,,,,,
116,ipdb,gotcha/ipdb,debugging,Integration of IPython pdb.,,https://github.com/gotcha/ipdb,https://github.com/gotcha/ipdb,BSD-3-Clause,2011-01-15 17:51:47.000,2023-08-03 14:30:43.000000,2023-08-03 14:30:43,380.0,,141.0,28.0,84.0,130.0,1802.0,,,14.0,58.0,29,True,,64.0,ipdb,conda-forge/ipdb,,,3169442.0,53989.0,53989.0,https://pypi.org/project/ipdb,3164673.0,https://anaconda.org/conda-forge/ipdb,2023-06-16 13:21:31.191,438792.0,2.0,,,,,,,,,,,,,,,,,,
117,Yappi,sumerc/yappi,profiling,"Yet Another Python Profiler, but this time multithreading, asyncio and gevent aware.",,https://github.com/sumerc/yappi,https://github.com/sumerc/yappi,MIT,2009-10-07 20:46:30.000,2024-03-12 07:58:48.000000,2023-12-18 14:36:24,755.0,,72.0,15.0,95.0,60.0,1354.0,2023-12-07 08:42:04.000,1.6.0,13.0,31.0,29,True,,14.0,yappi,conda-forge/yappi,,,2637998.0,1126.0,1126.0,https://pypi.org/project/yappi,2633863.0,https://anaconda.org/conda-forge/yappi,2023-12-07 11:50:22.080,169573.0,2.0,,,,,,,,,,,,,,,,,,
118,pytest-benchmark,ionelmc/pytest-benchmark,testing,py.test fixture for benchmarking code.,,https://github.com/ionelmc/pytest-benchmark,https://github.com/ionelmc/pytest-benchmark,BSD-2-Clause,2014-10-10 10:55:33.000,2024-01-07 16:46:27.000000,2023-12-15 12:49:52,1016.0,,111.0,19.0,76.0,88.0,1180.0,2022-10-25 21:23:01.695,4.0.0,43.0,41.0,29,True,,100.0,pytest-benchmark,conda-forge/pytest-benchmark,['pytest'],,2430004.0,9189.0,8400.0,https://pypi.org/project/pytest-benchmark,2409515.0,https://anaconda.org/conda-forge/pytest-benchmark,2023-06-16 13:15:49.392,1967039.0,3.0,2022-10-25 21:23:01.695,789.0,,,,,,,,,,,,,,,,
119,progressbar2,WoLpH/python-progressbar,logging,Progressbar 2 - A progress bar for Python 2 and Python 3 - pip install progressbar2.,,https://github.com/wolph/python-progressbar,https://github.com/wolph/python-progressbar,BSD-3-Clause,2012-02-20 06:19:21.000,2024-03-07 11:34:42.705000,2024-03-04 14:53:02,1115.0,27.0,101.0,21.0,71.0,216.0,838.0,2024-03-05 16:21:47.000,4.4.2,50.0,45.0,29,True,,3.0,progressbar2,conda-forge/progressbar2,,2257.0,27165362.0,,,https://pypi.org/project/progressbar2,27138893.0,https://anaconda.org/conda-forge/progressbar2,2024-03-07 11:34:42.705,1189851.0,3.0,,,,,,,,,,,,,,,,,,
120,pylint-django,PyCQA/pylint-django,linters,Pylint plugin for improving code analysis for when using Django.,,https://github.com/pylint-dev/pylint-django,https://github.com/pylint-dev/pylint-django,GPL-2.0,2013-10-01 06:35:15.000,2024-03-18 22:36:53.000000,2024-02-26 20:34:04,655.0,1.0,119.0,16.0,201.0,170.0,582.0,2023-10-23 02:19:27.000,2.5.4,24.0,71.0,29,True,pylint-dev/pylint-django,58.0,pylint-django,conda-forge/pylint-django,['pylint'],278.0,1315534.0,28907.0,28907.0,https://pypi.org/project/pylint-django,1311008.0,https://anaconda.org/conda-forge/pylint-django,2024-01-09 10:07:10.754,180861.0,2.0,,,,,,,,,,,,,,,,,,
121,python-coloredlogs,xolox/python-coloredlogs,logging,Colored terminal output for Pythons logging module.,,https://github.com/xolox/python-coloredlogs,https://github.com/xolox/python-coloredlogs,MIT,2013-05-30 18:57:12.000,2024-02-29 23:37:43.715000,2021-06-11 10:22:09,273.0,,42.0,10.0,37.0,52.0,528.0,2021-06-11 10:24:04.382,15.0.1,63.0,16.0,29,False,,33.0,coloredlogs,anaconda/coloredlogs,,,15954533.0,39959.0,37796.0,https://pypi.org/project/coloredlogs,15954367.0,https://anaconda.org/anaconda/coloredlogs,2024-02-29 23:37:43.715,13014.0,3.0,2021-06-11 10:24:04.382,2163.0,,,,,,,,,,,,,,,,
122,numpydoc,numpy/numpydoc,documentation,Numpys Sphinx extensions.,,https://github.com/numpy/numpydoc,https://github.com/numpy/numpydoc,,2013-07-24 16:23:39.000,2024-03-20 17:55:34.000000,2024-03-20 17:55:34,601.0,10.0,146.0,35.0,313.0,138.0,271.0,2023-09-26 00:23:25.000,1.6.0,15.0,83.0,29,False,,80.0,numpydoc,conda-forge/numpydoc,['sphinx'],,663826.0,42966.0,42966.0,https://pypi.org/project/numpydoc,614297.0,https://anaconda.org/conda-forge/numpydoc,2023-12-08 17:48:59.802,2278354.0,3.0,,,,,,,,,,,,,,,,,,
123,Bpytop,aristocratos/bpytop,profiling,Linux/OSX/FreeBSD resource monitor.,,https://github.com/aristocratos/bpytop,https://github.com/aristocratos/bpytop,Apache-2.0,2020-07-01 17:41:25.000,2024-03-04 09:54:17.000000,2022-03-06 14:20:17,408.0,,394.0,155.0,74.0,228.0,9808.0,2021-12-22 19:23:21.000,1.0.68,53.0,35.0,28,False,,80.0,bpytop,conda-forge/bpytop,,,7335.0,178.0,177.0,https://pypi.org/project/bpytop,6913.0,https://anaconda.org/conda-forge/bpytop,2023-06-16 19:24:35.135,15636.0,3.0,2021-12-22 19:23:21.000,1.0,,,,,,,,,,,,,,,,
124,xonsh,xonsh/xonsh,shell,"Python-powered, cross-platform, Unix-gazing shell.",,https://github.com/xonsh/xonsh,https://github.com/xonsh/xonsh,,2015-01-21 22:05:27.000,2024-03-19 11:09:18.000000,2024-03-19 11:03:12,10520.0,37.0,611.0,104.0,2615.0,2217.0,7894.0,2024-03-07 15:12:15.000,0.15.1,100.0,325.0,28,False,,286.0,xonsh,,,9804.0,38865.0,,,https://pypi.org/project/xonsh,38755.0,,,,1.0,,,,,,,,,,,,,,,,,,
125,notifiers,liiight/notifiers,logging,The easy way to send notifications.,,https://github.com/liiight/notifiers,https://github.com/liiight/notifiers,MIT,2017-06-01 10:20:18.000,2024-03-18 17:43:02.000000,2022-07-14 07:40:12,517.0,,102.0,30.0,363.0,67.0,2596.0,2022-02-10 14:51:38.000,1.3.3,31.0,19.0,28,False,,43.0,notifiers,conda-forge/notifiers,,,1050341.0,1213.0,1188.0,https://pypi.org/project/notifiers,1049419.0,https://anaconda.org/conda-forge/notifiers,2023-06-16 19:23:52.875,35993.0,3.0,2022-02-10 14:51:38.000,25.0,,,,,,,,,,,,,,,,
126,beartype,beartype/beartype,linters,Unbearably fast near-real-time hybrid runtime-static type-checking in pure Python.,,https://github.com/beartype/beartype,https://github.com/beartype/beartype,MIT,2020-04-03 06:06:22.000,2024-03-21 07:43:33.000000,2024-03-21 07:27:38,1174.0,75.0,46.0,14.0,47.0,211.0,2350.0,2024-02-14 06:47:16.000,0.17.2,35.0,21.0,28,True,,52.0,beartype,conda-forge/beartype,,,2248831.0,,,https://pypi.org/project/beartype,2246930.0,https://anaconda.org/conda-forge/beartype,2024-02-14 08:46:20.588,85577.0,2.0,,,,,,,,,,,,,,,,,,
127,pdbpp,pdbpp/pdbpp,debugging,"pdb++, a drop-in replacement for pdb (the Python debugger).",,https://github.com/pdbpp/pdbpp,https://github.com/pdbpp/pdbpp,BSD-3-Clause,2017-06-11 13:42:16.000,2024-02-24 12:42:57.000000,2022-07-14 18:31:38,706.0,,68.0,18.0,323.0,126.0,1237.0,2021-07-09 22:21:56.000,0.10.3,13.0,41.0,28,False,,79.0,pdbpp,conda-forge/pdbpp,,,440326.0,5475.0,5475.0,https://pypi.org/project/pdbpp,438901.0,https://anaconda.org/conda-forge/pdbpp,2023-06-16 13:25:41.484,112652.0,3.0,,,,,,,,,,,,,,,,,,
128,pdoc3,pdoc3/pdoc,documentation,Auto-generate API documentation for Python projects.,,https://github.com/pdoc3/pdoc,https://github.com/pdoc3/pdoc,AGPL-3.0,2019-01-02 02:32:40.000,2024-03-11 20:48:23.000000,2024-03-11 03:39:49,585.0,10.0,145.0,9.0,124.0,207.0,1068.0,2021-08-03 14:51:19.000,0.10.0,34.0,61.0,28,True,,123.0,pdoc3,anaconda/pdoc3,,,238475.0,4265.0,4006.0,https://pypi.org/project/pdoc3,238440.0,https://anaconda.org/anaconda/pdoc3,2023-06-16 16:19:13.966,1846.0,3.0,2021-08-03 14:51:19.000,259.0,,,,,,,,,,,,,,,,
