,name,github_id,category,description,resource,homepage,contributor_count,github_url,license,created_at,updated_at,fork_count,open_issue_count,star_count,projectrank,show,pypi_id,conda_id,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,last_commit_pushed_at,commit_count,recent_commit_count,watchers_count,pr_count,closed_issue_count,trending,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,github_release_downloads,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_dependent_project_count,updated_github_id,conda_forge
91,ipdb,gotcha/ipdb,debugging,Integration of IPython pdb.,,https://github.com/gotcha/ipdb,60.0,https://github.com/gotcha/ipdb,BSD-3-Clause,2011-01-15 17:51:47.000,2025-04-22 14:56:25.687000,147.0,72.0,1843.0,27,False,ipdb,conda-forge/ipdb,,70435.0,69317.0,https://pypi.org/project/ipdb,2023-03-09 15:41:00.602,2023-03-09 15:41:00.602,0.13.13,46.0,1118.0,15445794.0,15459478.0,https://anaconda.org/conda-forge/ipdb,2025-04-22 14:56:25.687,1026310.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
92,pytest-sugar,Teemu/pytest-sugar,testing,"a plugin for py.test that changes the default look and feel of py.test (e.g. progressbar, show tests that fail..",,https://github.com/Teemu/pytest-sugar,58.0,https://github.com/Teemu/pytest-sugar,BSD-3-Clause,2013-06-25 21:09:27.000,2025-12-12 14:52:24.000000,81.0,32.0,1509.0,27,True,pytest-sugar,conda-forge/pytest-sugar,['pytest'],32596.0,31095.0,https://pypi.org/project/pytest-sugar,2025-08-23 12:19:34.000,2025-08-23 12:19:34.000,1.1.1,32.0,1501.0,7605309.0,7614456.0,https://anaconda.org/conda-forge/pytest-sugar,2025-08-24 22:40:41.102,658586.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
93,logbook,getlogbook/logbook,logging,A cool logging replacement for Python.,,https://github.com/getlogbook/logbook,82.0,https://github.com/getlogbook/logbook,,2010-07-22 10:13:12.000,2026-08-17 12:22:59.000000,168.0,48.0,1506.0,27,False,logbook,conda-forge/logbook,,7817.0,7524.0,https://pypi.org/project/logbook,2026-08-05 19:26:16.000,2026-08-05 19:26:16.000,1.10.1,53.0,293.0,4584574.0,4590892.0,https://anaconda.org/conda-forge/logbook,2026-08-05 23:55:35.439,473851.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
94,pytest-html,pytest-dev/pytest-html,testing,Plugin for generating HTML reports for pytest results.,,https://github.com/pytest-dev/pytest-html,66.0,https://github.com/pytest-dev/pytest-html,MPL-2.0,2015-04-14 19:22:42.000,2026-03-16 20:08:13.000000,252.0,185.0,769.0,27,True,pytest-html,conda-forge/pytest-html,['pytest'],60527.0,59430.0,https://pypi.org/project/pytest-html,2026-01-19 11:25:25.000,2026-01-19 11:25:25.000,4.2.0,59.0,1097.0,16635286.0,16653022.0,https://anaconda.org/conda-forge/pytest-html,2026-01-21 10:01:29.357,1241586.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
95,pytest-randomly,pytest-dev/pytest-randomly,testing,Pytest plugin to randomly order tests and control random.seed.,,https://github.com/pytest-dev/pytest-randomly,22.0,https://github.com/pytest-dev/pytest-randomly,MIT,2016-04-08 15:48:10.000,2026-09-01 22:34:19.000000,37.0,3.0,721.0,27,True,pytest-randomly,conda-forge/pytest-randomly,,14035.0,12825.0,https://pypi.org/project/pytest-randomly,2026-09-01 22:34:19.000,2026-09-01 22:34:19.000,5.0.0,38.0,1210.0,13105494.0,13112823.0,https://anaconda.org/conda-forge/pytest-randomly,2026-07-28 20:07:28.576,432430.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
96,PySnooper,cool-RR/PySnooper,debugging,Never use print for debugging again.,,https://github.com/cool-RR/PySnooper,30.0,https://github.com/cool-RR/PySnooper,MIT,2019-04-18 13:55:43.000,2025-05-31 23:22:45.000000,950.0,29.0,16484.0,26,False,pysnooper,conda-forge/pysnooper,,2210.0,2143.0,https://pypi.org/project/pysnooper,2025-05-31 23:22:45.000,2025-05-31 23:22:45.000,1.2.3,62.0,67.0,555804.0,557975.0,https://anaconda.org/conda-forge/pysnooper,2025-04-22 14:57:05.002,156364.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
97,Scalene,plasma-umass/scalene,profiling,"Scalene: a high-performance, high-precision CPU, GPU, and memory profiler for Python with AI-powered optimization..",,https://github.com/plasma-umass/scalene,62.0,https://github.com/plasma-umass/scalene,Apache-2.0,2019-12-17 20:56:28.000,2026-05-12 18:45:56.000000,435.0,151.0,13412.0,26,True,scalene,,,1146.0,1071.0,https://pypi.org/project/scalene,2026-05-12 18:45:56.000,2026-05-12 18:45:56.000,2.3.0,189.0,75.0,387727.0,387727.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
98,structlog,hynek/structlog,logging,"Simple, powerful, and fast logging for Python.",,https://github.com/hynek/structlog,145.0,https://github.com/hynek/structlog,Apache-2.0,2013-08-13 15:55:58.000,2026-06-06 12:56:29.674000,279.0,31.0,4820.0,26,True,structlog,conda-forge/structlog,,43249.0,38278.0,https://pypi.org/project/structlog,2026-06-06 07:33:38.000,2026-06-06 07:33:38.000,26.1.0,43.0,4971.0,,23289.0,https://anaconda.org/conda-forge/structlog,2026-06-06 12:56:29.674,1583676.0,3.0,,,,,,,,,,,,-5.0,,,,,,,,,,,,
99,briefcase,beeware/briefcase,packaging,Tools to support converting a Python project into a standalone native application.,,https://github.com/beeware/briefcase,227.0,https://github.com/beeware/briefcase,BSD-3-Clause,2015-07-28 15:20:03.000,2026-09-08 08:38:27.000000,546.0,163.0,3347.0,26,True,briefcase,,,934.0,883.0,https://pypi.org/project/briefcase,2026-09-08 08:38:27.000,2026-09-08 08:38:27.000,0.4.5,68.0,51.0,29774.0,29774.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
100,radon,rubik/radon,code-metrics,Various code metrics for Python code.,,https://github.com/rubik/radon,60.0,https://github.com/rubik/radon,MIT,2012-09-20 18:58:58.000,2025-04-22 14:56:42.827000,126.0,41.0,1873.0,26,False,radon,conda-forge/radon,,8517.0,8300.0,https://pypi.org/project/radon,2023-03-26 06:25:00.948,2023-03-26 06:25:00.948,6.0.1,56.0,217.0,5641978.0,5643863.0,https://anaconda.org/conda-forge/radon,2025-04-22 14:56:42.827,137638.0,2.0,,,,,,,,,,,,4.0,,,,,,,,,,,,
101,Yappi,sumerc/yappi,profiling,"Yet Another Python Profiler, but this time multithreading, asyncio and gevent aware.",,https://github.com/sumerc/yappi,35.0,https://github.com/sumerc/yappi,MIT,2009-10-07 20:46:30.000,2026-09-07 14:36:54.541000,82.0,18.0,1713.0,26,True,yappi,conda-forge/yappi,,1837.0,1748.0,https://pypi.org/project/yappi,2026-03-17 22:30:39.000,2026-03-17 22:30:39.000,1.7.6,30.0,89.0,3761176.0,3767467.0,https://anaconda.org/conda-forge/yappi,2026-09-07 14:36:54.541,446698.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
102,progressbar2,WoLpH/python-progressbar,logging,Progressbar 2 - A progress bar for Python 2 and Python 3 - pip install progressbar2.,,https://github.com/WoLpH/python-progressbar,143.0,https://github.com/WoLpH/python-progressbar,BSD-3-Clause,2012-02-20 06:19:21.000,2026-09-08 23:59:57.000000,106.0,1.0,879.0,26,True,progressbar2,conda-forge/progressbar2,,1051.0,,https://pypi.org/project/progressbar2,2026-08-14 01:07:28.000,2026-08-14 01:07:28.000,4.6.0,112.0,1051.0,19603120.0,19678648.0,https://anaconda.org/conda-forge/progressbar2,2026-08-14 01:20:51.099,5664631.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
103,coveralls-python,TheKevJames/coveralls-python,testing,Show coverage stats online via coveralls.io.,,https://github.com/TheKevJames/coveralls-python,67.0,https://github.com/TheKevJames/coveralls-python,MIT,2013-02-06 20:48:39.000,2026-02-28 18:09:14.813000,186.0,8.0,569.0,26,True,coveralls,conda-forge/coveralls,['pytest'],39807.0,37255.0,https://pypi.org/project/coveralls,2026-02-28 15:16:46.000,2026-02-28 15:16:46.000,4.1.0,48.0,2552.0,890964.0,913796.0,https://anaconda.org/conda-forge/coveralls,2026-02-28 18:09:14.813,1689637.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
104,typed_ast,python/typed_ast,ast,Modified fork of CPythons ast module that parses `# type:` comments.,,https://github.com/python/typed_ast,26.0,https://github.com/python/typed_ast,Apache-2.0,2016-02-16 22:40:09.000,2025-04-22 14:56:42.129000,53.0,1.0,234.0,26,False,typed_ast,conda-forge/typed-ast,,645.0,,https://pypi.org/project/typed_ast,2023-07-04 18:38:08.820,2023-07-04 18:38:08.820,1.5.5,35.0,645.0,3482877.0,3582796.0,https://anaconda.org/conda-forge/typed-ast,2025-04-22 14:56:42.129,7094268.0,2.0,,,,,,2023-07-03 22:55:34,205.0,,8.0,109.0,86.0,,,,,,,,,,,,,
105,astunparse,simonpercivall/astunparse,ast,An AST unparser for Python.,,https://github.com/simonpercivall/astunparse,11.0,https://github.com/simonpercivall/astunparse,BSD-3-Clause,2014-03-31 15:34:54.000,2025-04-22 14:56:37.697000,53.0,25.0,223.0,26,False,astunparse,conda-forge/astunparse,,170888.0,170205.0,https://pypi.org/project/astunparse,2019-12-22 18:12:11.000,2019-12-22 18:12:11.000,1.6.3,11.0,683.0,10952244.0,11005523.0,https://anaconda.org/conda-forge/astunparse,2025-04-22 14:56:37.697,3622974.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
106,alive-progress,rsalmei/alive-progress,logging,"A new kind of Progress Bar, with real-time throughput, ETA, and very cool animations!.",,https://github.com/rsalmei/alive-progress,11.0,https://github.com/rsalmei/alive-progress,MIT,2019-08-05 05:54:30.000,2026-03-08 05:23:32.352000,214.0,14.0,5947.0,25,True,alive-progress,conda-forge/alive-progress,,5789.0,5200.0,https://pypi.org/project/alive-progress,2025-07-20 02:10:37.000,2025-07-20 02:10:37.000,3.3.0,36.0,589.0,3027784.0,3032529.0,https://anaconda.org/conda-forge/alive-progress,2026-03-08 05:23:32.352,351200.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
107,pyarmor,dashingsoft/pyarmor,security,"A tool used to obfuscate python scripts, bind obfuscated scripts to fixed machine or expire obfuscated scripts.",,https://github.com/dashingsoft/pyarmor,40.0,https://github.com/dashingsoft/pyarmor,SGI-B-2.0,2017-08-26 04:11:53.000,2026-08-29 04:16:04.000000,364.0,11.0,5184.0,25,False,pyarmor,,,2198.0,2057.0,https://pypi.org/project/pyarmor,2026-08-29 04:16:04.000,2026-08-29 04:16:04.000,9.2.7,377.0,141.0,334840.0,334840.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
108,memory-profiler,pythonprofilers/memory_profiler,profiling,Monitor Memory usage of Python code.,,https://github.com/pythonprofilers/memory_profiler,105.0,https://github.com/pythonprofilers/memory_profiler,BSD-3-Clause,2011-10-14 11:56:14.000,2025-12-04 21:58:46.357000,387.0,139.0,4539.0,25,True,memory_profiler,conda-forge/memory_profiler,,464.0,,https://pypi.org/project/memory_profiler,2022-11-15 17:59:01.069,2022-11-15 17:59:01.069,0.61.0,59.0,464.0,4853480.0,4927942.0,https://anaconda.org/conda-forge/memory_profiler,2025-12-04 21:58:46.357,5286825.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
109,memory_profiler,fabianp/memory_profiler,profiling,Monitor Memory usage of Python code.,,https://github.com/fabianp/memory_profiler,62.0,https://github.com/fabianp/memory_profiler,BSD-3-Clause,2018-06-28 14:01:33.000,2025-12-04 21:58:46.357000,387.0,,4539.0,25,True,memory_profiler,conda-forge/memory_profiler,,464.0,,https://pypi.org/project/memory_profiler,2022-11-15 17:59:01.069,2022-11-15 17:59:01.069,0.61.0,59.0,464.0,4853480.0,4927942.0,https://anaconda.org/conda-forge/memory_profiler,2025-12-04 21:58:46.357,5286840.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
110,factory_boy,FactoryBoy/factory_boy,testing,A test fixtures replacement for Python.,,https://github.com/FactoryBoy/factory_boy,134.0,https://github.com/FactoryBoy/factory_boy,MIT,2011-05-11 08:26:59.000,2025-04-25 02:28:32.370000,401.0,190.0,3639.0,25,False,factory_boy,conda-forge/factory_boy,,647.0,,https://pypi.org/project/factory_boy,2025-02-03 09:49:01.000,2025-02-03 09:49:01.000,3.3.3,46.0,647.0,22247441.0,22253116.0,https://anaconda.org/conda-forge/factory_boy,2025-04-25 02:28:32.370,408645.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
111,pudb,inducer/pudb,debugging,Full-screen console debugger for Python.,,https://github.com/inducer/pudb,101.0,https://github.com/inducer/pudb,,2011-05-13 23:44:30.000,2026-08-29 14:46:16.895000,237.0,164.0,3180.0,25,False,pudb,conda-forge/pudb,,8719.0,8583.0,https://pypi.org/project/pudb,2025-12-06 20:18:12.000,2025-12-06 20:18:12.000,2025.1.5,87.0,136.0,1507650.0,1517603.0,https://anaconda.org/conda-forge/pudb,2026-08-29 14:46:16.895,607186.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
112,pytest-testinfra,pytest-dev/pytest-testinfra,testing,Testinfra test your infrastructures.,,https://github.com/pytest-dev/pytest-testinfra,145.0,https://github.com/pytest-dev/pytest-testinfra,Apache-2.0,2015-03-15 20:49:52.000,2025-09-04 20:15:52.000000,362.0,145.0,2439.0,25,True,pytest-testinfra,conda-forge/pytest-testinfra,['pytest'],2727.0,2707.0,https://pypi.org/project/pytest-testinfra,2025-03-30 09:06:00.000,2025-03-29 16:58:05.000,10.2.1,19.0,20.0,1116786.0,1117445.0,https://anaconda.org/conda-forge/pytest-testinfra,2025-04-22 14:57:44.936,44820.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
113,pdoc,mitmproxy/pdoc,documentation,API Documentation for Python Projects.,,https://github.com/mitmproxy/pdoc,79.0,https://github.com/mitmproxy/pdoc,MIT-0,2013-08-04 21:12:50.000,2025-10-27 16:02:15.000000,205.0,48.0,2406.0,25,False,pdoc,,,5558.0,4841.0,https://pypi.org/project/pdoc,2025-10-27 16:02:15.000,2025-10-27 16:02:15.000,16.0.0,114.0,717.0,2019595.0,2019595.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
114,prospector,PyCQA/prospector,code-metrics,Prospector is a tool to analyse Python code by aggregating the result of other tools.,,http://prospector.readthedocs.io,99.0,,GPL-2.0,2020-11-18 00:26:12.696,2026-07-16 16:30:40.568000,180.0,,2086.0,25,True,prospector,conda-forge/prospector,,5872.0,5563.0,https://pypi.org/project/prospector,2026-07-16 09:09:40.000,2026-07-16 09:09:40.000,1.19.1,147.0,309.0,342769.0,346514.0,https://anaconda.org/conda-forge/prospector,2026-07-16 16:30:40.568,262191.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
115,doit,pydoit/doit,build-tools,CLI task management & automation tool.,,https://github.com/pydoit/doit,70.0,https://github.com/pydoit/doit,MIT,2014-02-14 22:21:23.000,2026-02-12 12:57:06.000000,187.0,92.0,2025.0,25,True,doit,conda-forge/doit,,2432.0,2290.0,https://pypi.org/project/doit,2026-02-09 07:02:10.000,2026-02-09 07:02:10.000,0.37.0,49.0,142.0,565660.0,573556.0,https://anaconda.org/conda-forge/doit,2026-02-09 22:04:00.322,592213.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
116,pympler,pympler/pympler,profiling,"Development tool to measure, monitor and analyze the memory behavior of Python objects in a running Python application.",,https://github.com/pympler/pympler,31.0,https://github.com/pympler/pympler,Apache-2.0,2012-10-04 23:35:16.000,2026-07-15 21:57:15.821000,93.0,70.0,1406.0,25,True,pympler,conda-forge/pympler,,259.0,,https://pypi.org/project/pympler,2024-06-28 19:56:05.000,2021-12-22 16:55:15.000,1.0.1,18.0,259.0,7259817.0,7271573.0,https://anaconda.org/conda-forge/pympler,2026-07-15 21:57:15.821,834686.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
117,asv,airspeed-velocity/asv,testing,Airspeed Velocity: A simple Python benchmarking tool with web-based reporting.,,https://github.com/airspeed-velocity/asv,98.0,https://github.com/airspeed-velocity/asv,BSD-3-Clause,2013-11-07 20:43:31.000,2026-08-15 18:56:46.000000,208.0,157.0,1012.0,25,True,asv,conda-forge/asv,,2003.0,1791.0,https://pypi.org/project/asv,2026-06-27 03:12:26.000,2026-06-27 03:12:26.000,0.6.6,25.0,212.0,413428.0,434269.0,https://anaconda.org/conda-forge/asv,2026-08-11 15:59:10.755,1583920.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
118,autoflake,myint/autoflake,refactoring,Removes unused imports and unused variables.,,https://www.github.com/PyCQA/autoflake,43.0,,MIT,2021-05-26 14:50:36.470,2026-08-22 20:45:12.555000,94.0,,952.0,25,True,autoflake,conda-forge/autoflake,,1484.0,,https://pypi.org/project/autoflake,2026-08-22 15:07:33.000,2026-08-22 15:07:33.000,2.4.0,64.0,1484.0,6126571.0,6137428.0,https://anaconda.org/conda-forge/autoflake,2026-08-22 20:45:12.555,694904.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
119,nose2,nose-devs/nose2,testing,"The successor to nose, based on unittest2.",,https://github.com/nose-devs/nose2,86.0,https://github.com/nose-devs/nose2,BSD-2-Clause,2011-12-14 15:33:15.000,2026-03-09 17:37:19.000000,134.0,41.0,822.0,25,True,nose2,conda-forge/nose2,,27542.0,27179.0,https://pypi.org/project/nose2,2026-03-02 00:49:50.000,2026-03-02 00:49:50.000,0.16.0,35.0,363.0,592227.0,594818.0,https://anaconda.org/conda-forge/nose2,2025-04-22 14:56:50.674,259100.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
120,breathe,michaeljones/breathe,documentation,Sphinx Doxygen renderer.,,https://www.breathe-doc.org/,122.0,,BSD-3-Clause,2020-06-09 14:04:47.701,2025-07-08 20:28:19.000000,211.0,,814.0,25,False,breathe,conda-forge/breathe,,20491.0,20360.0,https://pypi.org/project/breathe,2025-07-08 20:28:19.000,2025-02-22 18:36:01.000,4.36.0,68.0,131.0,971725.0,990831.0,https://anaconda.org/conda-forge/breathe,2025-04-22 14:56:28.512,1432979.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
121,alabaster,bitprophet/alabaster,documentation,"A light, configurable Sphinx theme.",,https://alabaster.readthedocs.io/,42.0,,BSD-3-Clause,2023-01-13 21:36:20.639,2025-04-22 14:56:25.041000,188.0,,766.0,25,False,alabaster,conda-forge/alabaster,['sphinx'],167355.0,166728.0,https://pypi.org/project/alabaster,2024-07-26 18:15:02.000,2024-07-26 18:15:02.000,1.0.0,30.0,627.0,,282994.0,https://anaconda.org/conda-forge/alabaster,2025-04-22 14:56:25.041,12451741.0,2.0,,,,,,,,,,,,-3.0,,,,,,,,,,,,
122,mypy-protobuf,dropbox/mypy-protobuf,linters,Generate mypy stub files from protobuf specs.,,https://github.com/nipunn1313/mypy-protobuf,40.0,,Apache-2.0,2020-11-18 06:47:20.254,2026-04-28 18:06:47.910000,82.0,,708.0,25,True,mypy-protobuf,conda-forge/mypy-protobuf,,5091.0,4789.0,https://pypi.org/project/mypy-protobuf,2026-04-28 15:56:39.000,2026-04-28 15:56:39.000,5.1.0,46.0,302.0,7151842.0,7154672.0,https://anaconda.org/conda-forge/mypy-protobuf,2026-04-28 18:06:47.910,198132.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
123,pylint-django,PyCQA/pylint-django,linters,A Pylint plugin to help Pylint understand the Django web framework.,,https://github.com/pylint-dev/pylint-django,73.0,,GPL-3.0,2020-11-12 20:29:41.561,2026-07-11 15:01:52.120000,122.0,,622.0,25,True,pylint-django,conda-forge/pylint-django,['pylint'],32769.0,32585.0,https://pypi.org/project/pylint-django,2026-07-11 10:05:29.000,2026-07-11 10:05:29.000,2.8.0,59.0,184.0,2023946.0,2032137.0,https://anaconda.org/conda-forge/pylint-django,2026-07-11 15:01:52.120,573439.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
124,pep8-naming,PyCQA/pep8-naming,linters,Naming Convention checker for Python.,,https://github.com/PyCQA/pep8-naming,37.0,https://github.com/PyCQA/pep8-naming,Saxpath,2013-02-09 18:32:52.000,2025-05-06 21:53:54.000000,265.0,21.0,532.0,25,False,pep8-naming,conda-forge/pep8-naming,,60628.0,59792.0,https://pypi.org/project/pep8-naming,2025-05-05 20:43:11.000,2025-05-05 20:43:11.000,0.15.1,31.0,836.0,1907163.0,1916385.0,https://anaconda.org/conda-forge/pep8-naming,2025-05-06 21:46:36.863,682467.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
125,darglint,terrencepreilly/darglint,linters,A python documentation linter which checks that the docstring description matches the definition.,,https://github.com/terrencepreilly/darglint,22.0,https://github.com/terrencepreilly/darglint,MIT,2017-09-25 14:11:21.000,2025-04-22 14:57:12.196000,41.0,71.0,483.0,25,False,darglint,conda-forge/darglint,,23056.0,22766.0,https://pypi.org/project/darglint,2021-10-18 03:40:35.000,2021-10-18 03:40:35.000,1.8.1,49.0,290.0,516855.0,518597.0,https://anaconda.org/conda-forge/darglint,2025-04-22 14:57:12.196,130702.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
126,hacking,openstack/hacking,linters,OpenStack Hacking Style Checks. Mirror of code maintained at opendev.org.,,https://github.com/openstack/hacking,191.0,https://github.com/openstack/hacking,Apache-2.0,2013-03-26 21:09:28.000,2026-06-11 11:51:40.000000,65.0,,243.0,25,True,hacking,,['flake8'],8091.0,7980.0,https://pypi.org/project/hacking,2026-06-11 11:51:40.000,2026-06-11 11:51:40.000,8.1.0,44.0,111.0,100077.0,100077.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
127,flake8-isort,gforcada/flake8-isort,linters,flake8 plugin that integrates isort.,,https://github.com/gforcada/flake8-isort,40.0,https://github.com/gforcada/flake8-isort,GPL-2.0,2015-09-12 19:25:34.000,2025-10-25 14:27:21.036000,198.0,2.0,183.0,25,True,flake8-isort,conda-forge/flake8-isort,['flake8'],29326.0,28697.0,https://pypi.org/project/flake8-isort,2025-10-25 13:31:06.000,2025-10-25 13:31:06.000,7.0.0,45.0,629.0,1061468.0,1062953.0,https://anaconda.org/conda-forge/flake8-isort,2025-10-25 14:27:21.036,109962.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
128,flake8-quotes,zheller/flake8-quotes,linters,Flake8 extension for checking quotes in python.,,https://github.com/zheller/flake8-quotes,33.0,https://github.com/zheller/flake8-quotes,MIT,2014-03-10 00:05:08.000,2025-04-22 14:56:27.787000,39.0,11.0,178.0,25,False,flake8-quotes,conda-forge/flake8-quotes,['flake8'],24476.0,24042.0,https://pypi.org/project/flake8-quotes,2024-02-10 21:58:22.000,2024-02-10 21:58:22.000,3.4.0,42.0,434.0,973682.0,992893.0,https://anaconda.org/conda-forge/flake8-quotes,2025-04-22 14:56:27.787,1171907.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
129,gast,serge-sans-paille/gast,ast,Python AST that abstracts the underlying Python version.,,https://github.com/serge-sans-paille/gast,13.0,https://github.com/serge-sans-paille/gast,BSD-3-Clause,2016-07-18 10:39:07.000,2025-11-30 12:53:57.736000,38.0,,146.0,25,True,gast,conda-forge/gast,,217737.0,217206.0,https://pypi.org/project/gast,2025-11-29 15:30:03.000,2025-11-29 15:30:03.000,0.7.0,24.0,531.0,14622518.0,14689170.0,https://anaconda.org/conda-forge/gast,2025-11-30 12:53:57.736,4865606.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
130,sqlmap,sqlmapproject/sqlmap,security,Automatic SQL injection and database takeover tool.,,https://github.com/sqlmapproject/sqlmap,157.0,https://github.com/sqlmapproject/sqlmap,GPL-3.0,2012-06-26 09:52:15.000,2026-09-02 05:42:57.000000,6354.0,32.0,38339.0,24,True,sqlmap,,,37.0,24.0,https://pypi.org/project/sqlmap,2026-09-02 05:42:57.000,2026-09-02 05:42:57.000,1.10.9,137.0,13.0,59441.0,59441.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
131,pex,pantsbuild/pex,packaging,The PEX packaging toolchain.,,https://github.com/pex-tool/pex,128.0,,Apache-2.0,,2026-09-05 03:06:32.000000,319.0,,4224.0,24,True,pex,,,65.0,,https://pypi.org/project/pex,2026-09-05 03:06:32.000,2026-09-05 03:06:32.000,2.101.5,503.0,65.0,5294867.0,5294867.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
132,detect-secrets,Yelp/detect-secrets,security,An enterprise friendly way of detecting and preventing secrets in code.,,https://github.com/Yelp/detect-secrets,89.0,https://github.com/Yelp/detect-secrets,Apache-2.0,2017-12-05 00:38:38.000,2025-03-13 15:39:41.000000,514.0,125.0,4193.0,24,False,detect-secrets,,,95.0,,https://pypi.org/project/detect-secrets,2024-05-06 17:46:16.000,2024-05-06 17:46:16.000,1.5.0,38.0,95.0,8237346.0,8237346.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
133,pyupgrade,asottile/pyupgrade,refactoring,A tool (and pre-commit hook) to automatically upgrade syntax for newer versions of the language.,,https://github.com/asottile/pyupgrade,37.0,https://github.com/asottile/pyupgrade,MIT,2017-02-28 17:50:31.000,2025-11-19 02:05:13.152000,204.0,19.0,3956.0,24,True,pyupgrade,conda-forge/pyupgrade,,630.0,,https://pypi.org/project/pyupgrade,2025-11-19 00:39:46.000,2025-11-19 00:39:46.000,3.21.2,177.0,630.0,1491271.0,1504682.0,https://anaconda.org/conda-forge/pyupgrade,2025-11-19 02:05:13.152,1019303.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
134,line_profiler,pyutils/line_profiler,profiling,Line-by-line profiling for Python.,,https://github.com/pyutils/line_profiler,55.0,https://github.com/pyutils/line_profiler,BSD-3-Clause,2019-12-10 22:26:33.000,2026-09-05 19:27:24.287000,135.0,55.0,3233.0,24,True,line_profiler,conda-forge/line_profiler,,405.0,,https://pypi.org/project/line_profiler,2026-02-23 23:29:45.000,2026-02-23 23:29:45.000,5.0.2,35.0,405.0,2462834.0,2545046.0,https://anaconda.org/conda-forge/line_profiler,2026-09-05 19:27:24.287,5754867.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
135,notifiers,liiight/notifiers,logging,The easy way to send notifications.,,https://github.com/liiight/notifiers,27.0,https://github.com/liiight/notifiers,MIT,2017-06-01 10:20:18.000,2025-05-20 18:12:25.759000,106.0,39.0,2704.0,24,False,notifiers,conda-forge/notifiers,,1423.0,1386.0,https://pypi.org/project/notifiers,2025-05-17 15:58:56.000,2025-05-17 15:58:56.000,1.3.6,34.0,37.0,445311.0,446383.0,https://anaconda.org/conda-forge/notifiers,2025-05-20 18:12:25.759,73997.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
136,pdoc3,pdoc3/pdoc,documentation,Auto-generate API documentation for Python projects.,,https://github.com/pdoc3/pdoc,69.0,https://github.com/pdoc3/pdoc,AGPL-3.0,2019-01-02 02:32:40.000,2026-09-02 12:52:42.066000,144.0,106.0,1179.0,24,True,pdoc3,anaconda/pdoc3,,5751.0,5262.0,https://pypi.org/project/pdoc3,2025-03-20 22:53:51.000,2025-03-20 22:53:51.000,0.11.6,41.0,489.0,216381.0,216419.0,https://anaconda.org/anaconda/pdoc3,2026-09-02 12:52:42.066,3194.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
