,name,github_id,category,description,resource,homepage,contributor_count,github_url,license,created_at,updated_at,fork_count,open_issue_count,star_count,projectrank,show,pypi_id,conda_id,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,trending,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_dependent_project_count,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_forge
94,Scalene,plasma-umass/scalene,profiling,"Scalene: a high-performance, high-precision CPU, GPU, and memory profiler for Python with AI-powered optimization..",,https://github.com/plasma-umass/scalene,62.0,https://github.com/plasma-umass/scalene,Apache-2.0,2019-12-17 20:56:28.000,2026-05-12 18:45:56.000000,435.0,151.0,13412.0,26,True,scalene,,,1131.0,1056.0,https://pypi.org/project/scalene,2026-05-12 18:45:56.000,2026-05-12 18:45:56.000,2.3.0,189.0,75.0,394396.0,394396.0,,,,2.0,,,,,,,,,,,,,,,,
95,alive-progress,rsalmei/alive-progress,logging,"A new kind of Progress Bar, with real-time throughput, ETA, and very cool animations!.",,https://github.com/rsalmei/alive-progress,11.0,https://github.com/rsalmei/alive-progress,MIT,2019-08-05 05:54:30.000,2026-03-08 05:23:32.352000,214.0,14.0,5947.0,26,True,alive-progress,conda-forge/alive-progress,,5758.0,5169.0,https://pypi.org/project/alive-progress,2025-07-20 02:10:37.000,2025-07-20 02:10:37.000,3.3.0,36.0,589.0,3813013.0,3817591.0,https://anaconda.org/conda-forge/alive-progress,2026-03-08 05:23:32.352,334225.0,3.0,,,,,,,,,,,,,,,,
96,pyarmor,dashingsoft/pyarmor,security,"A tool used to obfuscate python scripts, bind obfuscated scripts to fixed machine or expire obfuscated scripts.",,https://github.com/dashingsoft/pyarmor,39.0,https://github.com/dashingsoft/pyarmor,SGI-B-2.0,2017-08-26 04:11:53.000,2026-07-23 13:18:37.000000,359.0,13.0,5145.0,26,False,pyarmor,,,2191.0,2051.0,https://pypi.org/project/pyarmor,2026-07-23 13:18:20.000,2026-07-23 13:18:20.000,9.2.6,376.0,140.0,526039.0,526039.0,,,,2.0,,,,,,,,,,,,,,,,
97,pytype,google/pytype,type-checkers,A static type analyzer for Python code.,,https://github.com/google/pytype,112.0,https://github.com/google/pytype,Apache-2.0,2015-03-18 20:52:08.000,2025-06-23 16:59:58.000000,288.0,204.0,4914.0,26,False,pytype,conda-forge/pytype,,4598.0,4367.0,https://pypi.org/project/pytype,2024-10-11 08:28:27.000,2024-10-11 08:28:27.000,2024.10.11,204.0,231.0,910122.0,919048.0,https://anaconda.org/conda-forge/pytype,2025-04-22 14:57:26.233,660586.0,3.0,,,,,,,,,,,,,,,,
98,briefcase,beeware/briefcase,packaging,Tools to support converting a Python project into a standalone native application.,,https://github.com/beeware/briefcase,223.0,https://github.com/beeware/briefcase,BSD-3-Clause,2015-07-28 15:20:03.000,2026-07-08 01:41:31.000000,525.0,171.0,3315.0,26,True,briefcase,,,924.0,879.0,https://pypi.org/project/briefcase,2026-07-08 01:41:31.000,2026-07-08 01:41:31.000,0.4.4,66.0,45.0,40676.0,40676.0,,,,2.0,,,,,,,,,,,,,,,,
99,prospector,PyCQA/prospector,code-metrics,Prospector is a tool to analyse Python code by aggregating the result of other tools.,,http://prospector.readthedocs.io,98.0,,GPL-2.0,2020-11-18 00:26:12.696,2026-07-16 16:30:40.568000,180.0,,2086.0,26,True,prospector,conda-forge/prospector,,5863.0,5554.0,https://pypi.org/project/prospector,2026-07-16 09:09:40.000,2026-07-16 09:09:40.000,1.19.1,147.0,309.0,475776.0,479533.0,https://anaconda.org/conda-forge/prospector,2026-07-16 16:30:40.568,259239.0,2.0,,,,,,,,,,,,,,,,
100,radon,rubik/radon,code-metrics,Various code metrics for Python code.,,https://github.com/rubik/radon,60.0,https://github.com/rubik/radon,MIT,2012-09-20 18:58:58.000,2025-04-22 14:56:42.827000,126.0,41.0,1873.0,26,False,radon,conda-forge/radon,,8390.0,8173.0,https://pypi.org/project/radon,2023-03-26 06:25:00.948,2023-03-26 06:25:00.948,6.0.1,56.0,217.0,5819831.0,5821693.0,https://anaconda.org/conda-forge/radon,2025-04-22 14:56:42.827,134118.0,2.0,,,,,,,,,,,,,,,,
101,Yappi,sumerc/yappi,profiling,"Yet Another Python Profiler, but this time multithreading, asyncio and gevent aware.",,https://github.com/sumerc/yappi,35.0,https://github.com/sumerc/yappi,MIT,2009-10-07 20:46:30.000,2026-05-22 17:26:59.000000,82.0,18.0,1713.0,26,True,yappi,conda-forge/yappi,,1822.0,1733.0,https://pypi.org/project/yappi,2026-03-17 22:30:39.000,2026-03-17 22:30:39.000,1.7.6,30.0,89.0,5102825.0,5109069.0,https://anaconda.org/conda-forge/yappi,2026-03-18 02:24:56.258,437122.0,2.0,,,,,,,,,,,,,,,,
102,pytest-benchmark,ionelmc/pytest-benchmark,testing,pytest fixture for benchmarking code.,,https://github.com/ionelmc/pytest-benchmark,55.0,https://github.com/ionelmc/pytest-benchmark,BSD-2-Clause,2014-10-10 10:55:33.000,2026-06-16 09:42:10.000000,136.0,121.0,1443.0,26,True,pytest-benchmark,conda-forge/pytest-benchmark,['pytest'],1871.0,,https://pypi.org/project/pytest-benchmark,2025-11-09 18:48:39.000,2025-11-09 18:48:39.000,5.2.3,50.0,1871.0,13419763.0,13471704.0,https://anaconda.org/conda-forge/pytest-benchmark,2025-11-09 19:28:27.412,3324271.0,2.0,,,,,,,,,,,,,,,,
103,asv,airspeed-velocity/asv,testing,Airspeed Velocity: A simple Python benchmarking tool with web-based reporting.,,https://github.com/airspeed-velocity/asv,98.0,https://github.com/airspeed-velocity/asv,BSD-3-Clause,2013-11-07 20:43:31.000,2026-08-11 15:59:10.755000,207.0,170.0,1006.0,26,True,asv,conda-forge/asv,,1985.0,1773.0,https://pypi.org/project/asv,2026-06-27 03:12:26.000,2026-06-27 03:12:26.000,0.6.6,25.0,212.0,543255.0,563897.0,https://anaconda.org/conda-forge/asv,2026-08-11 15:59:10.755,1548189.0,2.0,,,,,,,,,,,,,,,,
104,nose2,nose-devs/nose2,testing,"The successor to nose, based on unittest2.",,https://github.com/nose-devs/nose2,86.0,https://github.com/nose-devs/nose2,BSD-2-Clause,2011-12-14 15:33:15.000,2026-03-09 17:37:19.000000,134.0,41.0,822.0,26,True,nose2,conda-forge/nose2,,27521.0,27158.0,https://pypi.org/project/nose2,2026-03-02 00:49:50.000,2026-03-02 00:49:50.000,0.16.0,35.0,363.0,796100.0,798613.0,https://anaconda.org/conda-forge/nose2,2025-04-22 14:56:50.674,248832.0,2.0,,,,,,,,,,,,,,,,
105,pytest-randomly,pytest-dev/pytest-randomly,testing,Pytest plugin to randomly order tests and control random.seed.,,https://github.com/pytest-dev/pytest-randomly,20.0,https://github.com/pytest-dev/pytest-randomly,MIT,2016-04-08 15:48:10.000,2026-07-28 20:07:28.576000,34.0,9.0,703.0,26,True,pytest-randomly,conda-forge/pytest-randomly,,13561.0,12619.0,https://pypi.org/project/pytest-randomly,2026-04-20 13:01:50.000,2026-04-20 13:01:50.000,4.1.0,37.0,942.0,10421823.0,10429063.0,https://anaconda.org/conda-forge/pytest-randomly,2026-07-28 20:07:28.576,419950.0,2.0,,,,,,,,,,,,,,,,
106,coveralls-python,TheKevJames/coveralls-python,testing,Show coverage stats online via coveralls.io.,,https://github.com/TheKevJames/coveralls-python,67.0,https://github.com/TheKevJames/coveralls-python,MIT,2013-02-06 20:48:39.000,2026-02-28 18:09:14.813000,186.0,8.0,569.0,26,True,coveralls,conda-forge/coveralls,['pytest'],39745.0,37193.0,https://pypi.org/project/coveralls,2026-02-28 15:16:46.000,2026-02-28 15:16:46.000,4.1.0,48.0,2552.0,1124602.0,1147448.0,https://anaconda.org/conda-forge/coveralls,2026-02-28 18:09:14.813,1667796.0,2.0,,,,,,,,,,,,,,,,
107,hacking,openstack/hacking,linters,OpenStack Hacking Style Checks. Mirror of code maintained at opendev.org.,,https://github.com/openstack/hacking,191.0,https://github.com/openstack/hacking,Apache-2.0,2013-03-26 21:09:28.000,2026-06-11 11:51:40.000000,65.0,,243.0,26,True,hacking,,['flake8'],8084.0,7973.0,https://pypi.org/project/hacking,2026-06-11 11:51:40.000,2026-06-11 11:51:40.000,8.1.0,44.0,111.0,163310.0,163310.0,,,,2.0,,,,,,,,,,,,,,,,
108,astunparse,simonpercivall/astunparse,ast,An AST unparser for Python.,,https://github.com/simonpercivall/astunparse,11.0,https://github.com/simonpercivall/astunparse,BSD-3-Clause,2014-03-31 15:34:54.000,2025-04-22 14:56:37.697000,53.0,25.0,223.0,26,False,astunparse,conda-forge/astunparse,,170681.0,169998.0,https://pypi.org/project/astunparse,2019-12-22 18:12:11.000,2019-12-22 18:12:11.000,1.6.3,11.0,683.0,13376749.0,13430169.0,https://anaconda.org/conda-forge/astunparse,2025-04-22 14:56:37.697,3579163.0,2.0,,,,,,,,,,,,,,,,
109,sqlmap,sqlmapproject/sqlmap,security,Automatic SQL injection and database takeover tool.,,https://github.com/sqlmapproject/sqlmap,156.0,https://github.com/sqlmapproject/sqlmap,GPL-3.0,2012-06-26 09:52:15.000,2026-08-04 15:03:31.000000,6327.0,32.0,38099.0,25,True,sqlmap,,,37.0,24.0,https://pypi.org/project/sqlmap,2026-08-04 15:03:16.000,2026-08-04 15:03:16.000,1.10.8,136.0,13.0,62981.0,62981.0,,,,3.0,,,,,,,,,,,,,,,,
110,mimesis,lk-geimfari/mimesis,testing,Mimesis is a fast Python library for generating fake data in multiple languages.,,https://github.com/lk-geimfari/mimesis,130.0,https://github.com/lk-geimfari/mimesis,MIT,2016-09-09 21:41:22.000,2026-07-16 13:09:34.000000,359.0,20.0,4830.0,25,True,mimesis,conda-forge/mimesis,,102.0,,https://pypi.org/project/mimesis,2026-07-16 13:09:34.000,2026-07-16 13:09:34.000,21.0.0,64.0,102.0,2594921.0,2600304.0,https://anaconda.org/conda-forge/mimesis,2026-01-11 13:15:04.094,392983.0,3.0,,,,,,,,,,,,,,,,
111,memory_profiler,fabianp/memory_profiler,profiling,Monitor Memory usage of Python code.,,https://github.com/fabianp/memory_profiler,62.0,https://github.com/fabianp/memory_profiler,BSD-3-Clause,2018-06-28 14:01:33.000,2025-12-04 21:58:46.357000,387.0,,4539.0,25,True,memory_profiler,conda-forge/memory_profiler,,464.0,,https://pypi.org/project/memory_profiler,2022-11-15 17:59:01.069,2022-11-15 17:59:01.069,0.61.0,59.0,464.0,7139861.0,7213464.0,https://anaconda.org/conda-forge/memory_profiler,2025-12-04 21:58:46.357,5152248.0,3.0,,,,,,,,,,,,,,,,
112,factory_boy,FactoryBoy/factory_boy,testing,A test fixtures replacement for Python.,,https://github.com/FactoryBoy/factory_boy,134.0,https://github.com/FactoryBoy/factory_boy,MIT,2011-05-11 08:26:59.000,2025-04-25 02:28:32.370000,401.0,190.0,3639.0,25,False,factory_boy,conda-forge/factory_boy,,647.0,,https://pypi.org/project/factory_boy,2025-02-03 09:49:01.000,2025-02-03 09:49:01.000,3.3.3,46.0,647.0,22829480.0,22835178.0,https://anaconda.org/conda-forge/factory_boy,2025-04-25 02:28:32.370,404589.0,3.0,,,,,,,,,,,,,,,,
113,pytest-testinfra,pytest-dev/pytest-testinfra,testing,Testinfra test your infrastructures.,,https://github.com/pytest-dev/pytest-testinfra,145.0,https://github.com/pytest-dev/pytest-testinfra,Apache-2.0,2015-03-15 20:49:52.000,2025-09-04 20:15:52.000000,362.0,145.0,2439.0,25,True,pytest-testinfra,conda-forge/pytest-testinfra,['pytest'],2714.0,2694.0,https://pypi.org/project/pytest-testinfra,2025-03-30 09:06:00.000,2025-03-29 16:58:05.000,10.2.1,19.0,20.0,1464346.0,1464995.0,https://anaconda.org/conda-forge/pytest-testinfra,2025-04-22 14:57:44.936,43487.0,3.0,,,,,,,,,,,,,,,,
114,pdoc,mitmproxy/pdoc,documentation,API Documentation for Python Projects.,,https://github.com/mitmproxy/pdoc,79.0,https://github.com/mitmproxy/pdoc,MIT-0,2013-08-04 21:12:50.000,2025-10-27 16:02:15.000000,205.0,48.0,2406.0,25,False,pdoc,,,5494.0,4777.0,https://pypi.org/project/pdoc,2025-10-27 16:02:15.000,2025-10-27 16:02:15.000,16.0.0,114.0,717.0,2098785.0,2098785.0,,,,2.0,,,,,,,,,,,,,,,,
115,doit,pydoit/doit,build-tools,CLI task management & automation tool.,,https://github.com/pydoit/doit,70.0,https://github.com/pydoit/doit,MIT,2014-02-14 22:21:23.000,2026-02-12 12:57:06.000000,187.0,92.0,2025.0,25,True,doit,conda-forge/doit,,2424.0,2282.0,https://pypi.org/project/doit,2026-02-09 07:02:10.000,2026-02-09 07:02:10.000,0.37.0,49.0,142.0,775102.0,782942.0,https://anaconda.org/conda-forge/doit,2026-02-09 22:04:00.322,580173.0,3.0,,,,,,,,,,,,,,,,
116,pympler,pympler/pympler,profiling,"Development tool to measure, monitor and analyze the memory behavior of Python objects in a running Python application.",,https://github.com/pympler/pympler,31.0,https://github.com/pympler/pympler,Apache-2.0,2012-10-04 23:35:16.000,2026-07-15 21:57:15.821000,93.0,70.0,1406.0,25,True,pympler,conda-forge/pympler,,259.0,,https://pypi.org/project/pympler,2024-06-28 19:56:05.000,2021-12-22 16:55:15.000,1.0.1,18.0,259.0,6489060.0,6500532.0,https://anaconda.org/conda-forge/pympler,2026-07-15 21:57:15.821,803052.0,3.0,,,,,,,,,,,,,,,,
117,progressbar2,WoLpH/python-progressbar,logging,Progressbar 2 - A progress bar for Python 2 and Python 3 - pip install progressbar2.,,https://github.com/WoLpH/python-progressbar,129.0,https://github.com/WoLpH/python-progressbar,BSD-3-Clause,2012-02-20 06:19:21.000,2026-08-12 13:30:46.000000,106.0,2.0,879.0,25,True,progressbar2,conda-forge/progressbar2,,934.0,,https://pypi.org/project/progressbar2,2024-08-28 22:50:10.000,2024-08-28 22:50:10.000,4.5.0,111.0,934.0,19203199.0,19275410.0,https://anaconda.org/conda-forge/progressbar2,2025-04-22 14:56:28.563,5343628.0,3.0,,,,,,,,,,,,,,,,
118,breathe,michaeljones/breathe,documentation,Sphinx Doxygen renderer.,,https://www.breathe-doc.org/,122.0,,BSD-3-Clause,2020-06-09 14:04:47.701,2025-07-08 20:28:19.000000,211.0,,814.0,25,False,breathe,conda-forge/breathe,,20409.0,20278.0,https://pypi.org/project/breathe,2025-07-08 20:28:19.000,2025-02-22 18:36:01.000,4.36.0,68.0,131.0,1393286.0,1412080.0,https://anaconda.org/conda-forge/breathe,2025-04-22 14:56:28.512,1390812.0,2.0,,,,,,,,,,,,,,,,
119,pylint-django,PyCQA/pylint-django,linters,A Pylint plugin to help Pylint understand the Django web framework.,,https://github.com/pylint-dev/pylint-django,73.0,,GPL-3.0,2020-11-12 20:29:41.561,2026-07-11 15:01:52.120000,122.0,,622.0,25,True,pylint-django,conda-forge/pylint-django,['pylint'],32730.0,32546.0,https://pypi.org/project/pylint-django,2026-07-11 10:05:29.000,2026-07-11 10:05:29.000,2.8.0,59.0,184.0,2300422.0,2308685.0,https://anaconda.org/conda-forge/pylint-django,2026-07-11 15:01:52.120,570181.0,2.0,,,,,,,,,,,,,,,,
120,sphinx-autobuild,executablebooks/sphinx-autobuild,documentation,"Rebuild Sphinx documentation on changes, with hot reloading in the browser.",,https://github.com/sphinx-doc/sphinx-autobuild,37.0,,MIT,2020-12-16 17:57:14.331,2025-11-04 15:27:59.755000,94.0,,602.0,25,True,sphinx-autobuild,conda-forge/sphinx-autobuild,['sphinx'],35375.0,33093.0,https://pypi.org/project/sphinx-autobuild,2025-08-25 18:44:54.000,2025-08-25 18:44:54.000,2025.8.25,25.0,2282.0,5592807.0,5601191.0,https://anaconda.org/conda-forge/sphinx-autobuild,2025-11-04 15:27:59.755,570133.0,2.0,,,,,,,,,,,,,,,,
121,pep8-naming,PyCQA/pep8-naming,linters,Naming Convention checker for Python.,,https://github.com/PyCQA/pep8-naming,37.0,https://github.com/PyCQA/pep8-naming,Saxpath,2013-02-09 18:32:52.000,2025-05-06 21:53:54.000000,265.0,21.0,532.0,25,False,pep8-naming,conda-forge/pep8-naming,,60543.0,59707.0,https://pypi.org/project/pep8-naming,2025-05-05 20:43:11.000,2025-05-05 20:43:11.000,0.15.1,31.0,836.0,2646236.0,2655514.0,https://anaconda.org/conda-forge/pep8-naming,2025-05-06 21:46:36.863,677348.0,2.0,,,,,,,,,,,,,,,,
122,darglint,terrencepreilly/darglint,linters,A python documentation linter which checks that the docstring description matches the definition.,,https://github.com/terrencepreilly/darglint,22.0,https://github.com/terrencepreilly/darglint,MIT,2017-09-25 14:11:21.000,2025-04-22 14:57:12.196000,41.0,71.0,483.0,25,False,darglint,conda-forge/darglint,,23033.0,22743.0,https://pypi.org/project/darglint,2021-10-18 03:40:35.000,2021-10-18 03:40:35.000,1.8.1,49.0,290.0,541540.0,543284.0,https://anaconda.org/conda-forge/darglint,2025-04-22 14:57:12.196,129127.0,2.0,,,,,,,,,,,,,,,,
123,flake8-isort,gforcada/flake8-isort,linters,flake8 plugin that integrates isort.,,https://github.com/gforcada/flake8-isort,40.0,https://github.com/gforcada/flake8-isort,GPL-2.0,2015-09-12 19:25:34.000,2025-10-25 14:27:21.036000,198.0,2.0,183.0,25,True,flake8-isort,conda-forge/flake8-isort,['flake8'],29304.0,28675.0,https://pypi.org/project/flake8-isort,2025-10-25 13:31:06.000,2025-10-25 13:31:06.000,7.0.0,45.0,629.0,1580851.0,1582333.0,https://anaconda.org/conda-forge/flake8-isort,2025-10-25 14:27:21.036,108219.0,2.0,,,,,,,,,,,,,,,,
124,flake8-quotes,zheller/flake8-quotes,linters,Flake8 extension for checking quotes in python.,,https://github.com/zheller/flake8-quotes,33.0,https://github.com/zheller/flake8-quotes,MIT,2014-03-10 00:05:08.000,2025-04-22 14:56:27.787000,39.0,11.0,178.0,25,False,flake8-quotes,conda-forge/flake8-quotes,['flake8'],24458.0,24024.0,https://pypi.org/project/flake8-quotes,2024-02-10 21:58:22.000,2024-02-10 21:58:22.000,3.4.0,42.0,434.0,945034.0,964084.0,https://anaconda.org/conda-forge/flake8-quotes,2025-04-22 14:56:27.787,1143004.0,2.0,,,,,,,,,,,,,,,,
125,gast,serge-sans-paille/gast,ast,Python AST that abstracts the underlying Python version.,,https://github.com/serge-sans-paille/gast,13.0,https://github.com/serge-sans-paille/gast,BSD-3-Clause,2016-07-18 10:39:07.000,2025-11-30 12:53:57.736000,38.0,,146.0,25,True,gast,conda-forge/gast,,217539.0,217008.0,https://pypi.org/project/gast,2025-11-29 15:30:03.000,2025-11-29 15:30:03.000,0.7.0,24.0,531.0,19104043.0,19170217.0,https://anaconda.org/conda-forge/gast,2025-11-30 12:53:57.736,4764580.0,2.0,,,,,,,,,,,,,,,,
126,pyre-check,facebook/pyre-check,type-checkers,Performant type-checking for python.,,https://github.com/facebook/pyre-check,308.0,https://github.com/facebook/pyre-check,MIT,2017-11-10 17:31:36.000,2026-08-06 10:26:35.000000,452.0,167.0,7171.0,24,True,pyre-check,,,130.0,24.0,https://pypi.org/project/pyre-check,2026-08-06 10:26:35.000,2025-07-07 15:59:16.000,0.9.25,82.0,106.0,240726.0,240726.0,,,,3.0,,,,,,,,,,,,,,,,
127,pex,pantsbuild/pex,packaging,The PEX packaging toolchain.,,https://github.com/pex-tool/pex,127.0,,Apache-2.0,,2026-08-13 13:30:25.000000,316.0,,4220.0,24,True,pex,,,65.0,,https://pypi.org/project/pex,2026-08-13 13:30:25.000,2026-08-13 13:30:25.000,2.100.4,494.0,65.0,6226800.0,6226800.0,,,,2.0,,,,,,,,,,,,,,,,
128,detect-secrets,Yelp/detect-secrets,security,An enterprise friendly way of detecting and preventing secrets in code.,,https://github.com/Yelp/detect-secrets,89.0,https://github.com/Yelp/detect-secrets,Apache-2.0,2017-12-05 00:38:38.000,2025-03-13 15:39:41.000000,514.0,125.0,4193.0,24,False,detect-secrets,,,95.0,,https://pypi.org/project/detect-secrets,2024-05-06 17:46:16.000,2024-05-06 17:46:16.000,1.5.0,38.0,95.0,7580676.0,7580676.0,,,,3.0,,,,,,,,,,,,,,,,
129,pyupgrade,asottile/pyupgrade,refactoring,A tool (and pre-commit hook) to automatically upgrade syntax for newer versions of the language.,,https://github.com/asottile/pyupgrade,36.0,https://github.com/asottile/pyupgrade,MIT,2017-02-28 17:50:31.000,2025-11-19 02:05:13.152000,204.0,19.0,3956.0,24,True,pyupgrade,conda-forge/pyupgrade,,630.0,,https://pypi.org/project/pyupgrade,2025-11-19 00:39:46.000,2025-11-19 00:39:46.000,3.21.2,177.0,630.0,1630597.0,1643904.0,https://anaconda.org/conda-forge/pyupgrade,2025-11-19 02:05:13.152,998065.0,2.0,,,,,,,,,,,,,,,,
130,pudb,inducer/pudb,debugging,Full-screen console debugger for Python.,,https://github.com/inducer/pudb,101.0,https://github.com/inducer/pudb,,2011-05-13 23:44:30.000,2025-12-07 00:08:08.048000,237.0,164.0,3180.0,24,False,pudb,conda-forge/pudb,,8696.0,8560.0,https://pypi.org/project/pudb,2025-12-06 20:18:12.000,2025-12-06 20:18:12.000,2025.1.5,87.0,136.0,1421125.0,1431173.0,https://anaconda.org/conda-forge/pudb,2025-12-07 00:08:08.048,602916.0,2.0,,,,,,,,,,,,,,,,
131,notifiers,liiight/notifiers,logging,The easy way to send notifications.,,https://github.com/liiight/notifiers,27.0,https://github.com/liiight/notifiers,MIT,2017-06-01 10:20:18.000,2025-05-20 18:12:25.759000,106.0,39.0,2704.0,24,False,notifiers,conda-forge/notifiers,,1423.0,1386.0,https://pypi.org/project/notifiers,2025-05-17 15:58:56.000,2025-05-17 15:58:56.000,1.3.6,34.0,37.0,562641.0,563706.0,https://anaconda.org/conda-forge/notifiers,2025-05-20 18:12:25.759,72463.0,3.0,,,,,,,,,,,,,,,,
132,pytest-testmon,tarpas/pytest-testmon,testing,Selects tests affected by changed files. Executes the right tests first. Continuous test runner when used with pytest-..,,https://github.com/tarpas/pytest-testmon,29.0,https://github.com/tarpas/pytest-testmon,MIT,2015-02-02 14:21:10.000,2025-12-01 07:34:04.000000,78.0,37.0,1000.0,24,True,pytest-testmon,conda-forge/pytest-testmon,['pytest'],1794.0,1735.0,https://pypi.org/project/pytest-testmon,2025-12-01 07:30:23.000,2025-11-07 13:27:44.000,2.1.4,95.0,59.0,4770262.0,4772215.0,https://anaconda.org/conda-forge/pytest-testmon,2025-04-22 14:56:46.735,199305.0,3.0,,,,,,,,,,,,,,,,
133,astor,berkerpeksag/astor,ast,Python AST read/write.,,https://github.com/berkerpeksag/astor,35.0,https://github.com/berkerpeksag/astor,BSD-3-Clause,2012-09-19 23:02:51.000,2025-04-22 14:56:33.663000,106.0,32.0,858.0,24,False,astor,conda-forge/astor,,618.0,,https://pypi.org/project/astor,2019-12-10 01:50:33.000,2019-12-10 01:50:33.000,0.8.1,14.0,618.0,30752989.0,30898583.0,https://anaconda.org/conda-forge/astor,2025-04-22 14:56:33.663,2911890.0,3.0,,,,,,,,,,,,,,,,
134,PyHamcrest,hamcrest/PyHamcrest,testing,Hamcrest matchers for Python.,,https://github.com/hamcrest/PyHamcrest,47.0,https://github.com/hamcrest/PyHamcrest,,2010-12-24 02:55:56.000,2025-04-22 14:56:22.885000,115.0,26.0,791.0,24,False,pyhamcrest,conda-forge/pyhamcrest,,43095.0,42780.0,https://pypi.org/project/pyhamcrest,2023-10-22 15:47:25.000,2023-10-22 15:47:25.000,2.1.0,25.0,315.0,5910211.0,5923517.0,https://anaconda.org/conda-forge/pyhamcrest,2025-04-22 14:56:22.885,745156.0,3.0,,,,,,,,,,,,,,,,
135,flake8-comprehensions,adamchainz/flake8-comprehensions,linters,A flake8 plugin to help you write better list/set/dict comprehensions.,,https://github.com/adamchainz/flake8-comprehensions,16.0,https://github.com/adamchainz/flake8-comprehensions,MIT,2016-04-05 12:15:56.000,2025-09-10 17:55:03.656000,23.0,6.0,469.0,24,True,flake8-comprehensions,conda-forge/flake8-comprehensions,['flake8'],30606.0,29825.0,https://pypi.org/project/flake8-comprehensions,2025-09-09 22:37:17.000,2025-09-09 22:37:17.000,3.17.0,42.0,781.0,1747743.0,1764389.0,https://anaconda.org/conda-forge/flake8-comprehensions,2025-09-10 17:55:03.656,1231868.0,3.0,,,,,,,,,,,,,,,,
136,wasabi,ines/wasabi,logging,A lightweight console printing and formatting toolkit.,,https://github.com/explosion/wasabi,14.0,,MIT,2020-06-22 09:49:07.518,2025-04-22 14:57:01.909000,25.0,,462.0,24,False,wasabi,conda-forge/wasabi,,70978.0,70767.0,https://pypi.org/project/wasabi,2024-05-31 16:56:16.000,2024-05-31 16:56:16.000,1.1.3,42.0,211.0,21391230.0,21421081.0,https://anaconda.org/conda-forge/wasabi,2025-04-22 14:57:01.909,2208982.0,3.0,,,,,,,,,,,,,,,,
137,ddt,datadriventests/ddt,testing,Data-Driven Tests for Python Unittest.,,https://github.com/datadriventests/ddt,38.0,https://github.com/datadriventests/ddt,MIT,2012-02-11 22:57:10.000,2025-04-22 14:56:33.025000,112.0,13.0,441.0,24,False,ddt,conda-forge/ddt,,6842.0,6630.0,https://pypi.org/project/ddt,2024-02-26 01:36:32.000,2024-02-26 01:36:32.000,1.7.2,34.0,212.0,1594889.0,1600232.0,https://anaconda.org/conda-forge/ddt,2025-04-22 14:56:33.025,251123.0,3.0,,,,,,,,,,,,,,,,
138,numpydoc,numpy/numpydoc,documentation,Numpys Sphinx extensions.,,https://github.com/numpy/numpydoc,95.0,https://github.com/numpy/numpydoc,,2013-07-24 16:23:39.000,2026-06-10 22:03:31.000000,175.0,133.0,352.0,24,False,numpydoc,conda-forge/numpydoc,['sphinx'],4059.0,,https://pypi.org/project/numpydoc,2026-06-10 22:03:31.000,2025-12-02 16:39:11.000,1.10.0,36.0,4059.0,2137229.0,2203181.0,https://anaconda.org/conda-forge/numpydoc,2025-12-02 22:48:01.622,4946453.0,3.0,,,,,,,,,,,,,,,,
139,check-manifest,mgedmin/check-manifest,linters,Tool to check the completeness of MANIFEST.in for Python packages.,,https://github.com/mgedmin/check-manifest,23.0,https://github.com/mgedmin/check-manifest,MIT,2013-03-05 15:27:20.000,2025-10-15 12:22:44.579000,37.0,23.0,292.0,24,True,check-manifest,conda-forge/check-manifest,,17318.0,12290.0,https://pypi.org/project/check-manifest,2025-10-15 11:15:46.000,,,45.0,5028.0,907965.0,911076.0,https://anaconda.org/conda-forge/check-manifest,2025-10-15 12:22:44.579,220924.0,3.0,,,,,,,,,,,,,,,,
140,asteval,newville/asteval,ast,"Safe, minimalistic evaluator of python expression using ast module.",,https://github.com/lmfit/asteval,28.0,,MIT,2021-02-11 03:06:29.408,2026-06-12 17:31:34.074000,52.0,,220.0,24,True,asteval,conda-forge/asteval,,213.0,,https://pypi.org/project/asteval,2026-06-11 18:40:35.000,2026-06-11 18:40:35.000,1.0.9,44.0,213.0,6455906.0,6472421.0,https://anaconda.org/conda-forge/asteval,2026-06-12 17:31:34.074,1090010.0,3.0,,,,,,,,,,,,,,,,
141,pyenv,pyenv/pyenv,virtual-envs,Simple Python version management.,,https://github.com/pyenv/pyenv,483.0,https://github.com/pyenv/pyenv,MIT,2012-08-31 06:57:52.000,2025-03-18 16:18:33.000000,3145.0,78.0,41377.0,23,False,pyenv,,,24.0,24.0,https://pypi.org/project/pyenv,2019-01-12 14:49:22.000,2019-01-12 14:49:22.000,0.0.1,4.0,,19325.0,19325.0,,,,2.0,,,,,,,,,,,,,,,,
