,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,updated_github_id,pypi_id,conda_id,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,github_release_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,trending,npm_id,npm_url,npm_monthly_downloads,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_dependent_project_count,cargo_monthly_downloads,cargo_total_downloads,conda_forge
86,setuptools_scm,pypa/setuptools_scm,build-tools,the blessed package to manage your versions by scm tags.,,https://github.com/pypa/setuptools_scm,https://github.com/pypa/setuptools_scm,MIT,2015-07-01 17:57:56.000,2023-11-13 18:59:16.000,2023-11-13 18:59:12,1653.0,127.0,195.0,26.0,441.0,88.0,446.0,779.0,2023-10-02 15:08:38.000,8.0.4,55.0,129.0,31,True,,setuptools_scm,conda-forge/setuptools_scm,,,,https://pypi.org/project/setuptools_scm,,,28538718.0,28587206.0,https://anaconda.org/conda-forge/setuptools_scm,2023-10-04 14:19:42.239,2036523.0,2.0,,,,,,,,,,,,,,,,,
87,mccabe,PyCQA/mccabe,code-metrics,McCabe complexity checker for Python.,,https://github.com/PyCQA/mccabe,https://github.com/PyCQA/mccabe,Saxpath,2013-02-20 22:19:04.000,2023-09-16 14:13:15.000,2023-06-19 12:19:25,147.0,,56.0,17.0,60.0,14.0,40.0,603.0,2022-01-24 01:14:49.000,0.7.0,13.0,23.0,31,True,,mccabe,conda-forge/mccabe,,424988.0,408995.0,https://pypi.org/project/mccabe,2022-01-24 01:14:49.000,15993.0,32705773.0,32792117.0,https://anaconda.org/conda-forge/mccabe,2023-06-16 13:17:55.573,7684660.0,2.0,,,,,,,,,,,,,,,,,
88,pylint-django,PyCQA/pylint-django,linters,Pylint plugin for improving code analysis for when using Django.,,https://github.com/pylint-dev/pylint-django,https://github.com/pylint-dev/pylint-django,GPL-2.0,2013-10-01 06:35:15.000,2023-11-13 21:22:18.000,2023-11-04 22:55:07,654.0,26.0,117.0,16.0,196.0,55.0,169.0,572.0,2023-10-23 13:09:34.000,2.5.5,56.0,70.0,31,True,pylint-dev/pylint-django,pylint-django,conda-forge/pylint-django,['pylint'],28943.0,27763.0,https://pypi.org/project/pylint-django,2023-10-23 13:09:34.000,1180.0,2510891.0,2512887.0,https://anaconda.org/conda-forge/pylint-django,2023-06-16 13:25:11.432,173273.0,2.0,278.0,,,,,,,,,,,,,,,,
89,executing,alexmojaki/executing,ast,"Get information about what a Python frame is currently doing, particularly the AST node being executed.",,https://github.com/alexmojaki/executing,https://github.com/alexmojaki/executing,MIT,2019-05-25 08:22:26.000,2023-11-06 14:59:28.000,2023-11-06 14:59:27,469.0,33.0,28.0,10.0,42.0,11.0,25.0,281.0,2020-12-27 11:10:13.000,0.5.4,19.0,10.0,31,True,,executing,conda-forge/executing,,123803.0,123803.0,https://pypi.org/project/executing,,,21447338.0,21713356.0,https://anaconda.org/conda-forge/executing,2023-10-29 11:48:33.889,9842697.0,1.0,,,,,,,,,,,,,,,,,
90,Griffe,mkdocstrings/griffe,documentation,"Signatures for entire Python programs. Extract the structure, the frame, the skeleton of your project, to generate API..",,https://github.com/mkdocstrings/griffe,https://github.com/mkdocstrings/griffe,ISC,2021-09-09 21:49:44.000,2023-11-14 07:20:46.124,2023-11-13 15:52:45,776.0,81.0,34.0,6.0,54.0,19.0,149.0,220.0,2023-11-13 15:53:06.000,0.38.0,58.0,26.0,31,True,,griffe,conda-forge/griffe,,3561.0,3561.0,https://pypi.org/project/griffe,,,848779.0,858413.0,https://anaconda.org/conda-forge/griffe,2023-11-14 07:20:46.124,192697.0,2.0,,,,,,,,,,,,,,,,,
91,sqlmap,sqlmapproject/sqlmap,security,Automatic SQL injection and database takeover tool.,,https://github.com/sqlmapproject/sqlmap,https://github.com/sqlmapproject/sqlmap,,2012-06-26 09:52:15.000,2023-11-16 09:17:03.000,2023-11-12 19:38:47,10112.0,22.0,5233.0,1090.0,364.0,48.0,5012.0,28828.0,2023-01-02 22:32:55.000,1.7,8.0,130.0,30,False,,sqlmap,,,21.0,21.0,https://pypi.org/project/sqlmap,,,11503.0,11503.0,,,,2.0,,,,,,,,,,,,,,,,,
92,PySnooper,cool-RR/PySnooper,debugging,Never use print for debugging again.,,https://github.com/cool-RR/PySnooper,https://github.com/cool-RR/PySnooper,MIT,2019-04-18 13:55:43.000,2023-07-27 14:52:53.379,2023-07-15 15:04:46,313.0,,935.0,235.0,117.0,26.0,105.0,16101.0,,,24.0,27.0,30,True,,pysnooper,conda-forge/pysnooper,,1608.0,1608.0,https://pypi.org/project/pysnooper,,,662370.0,664250.0,https://anaconda.org/conda-forge/pysnooper,2023-07-27 14:52:53.379,71440.0,2.0,,,,,,,,,,,,,,,,,
93,briefcase,beeware/briefcase,packaging,Tools to support converting a Python project into a standalone native application.,,https://github.com/beeware/briefcase,https://github.com/beeware/briefcase,BSD-3-Clause,2015-07-28 15:20:03.000,2023-11-16 13:44:57.000,2023-11-16 06:58:41,3561.0,293.0,295.0,44.0,779.0,117.0,552.0,2139.0,2023-10-20 05:20:58.000,0.3.16,50.0,133.0,30,True,,briefcase,,,19.0,,https://pypi.org/project/briefcase,2023-10-20 05:20:58.000,19.0,6279.0,6283.0,,,,2.0,211.0,,,,,,,,,,,,,,,,
94,flit,pypa/flit,build-tools,Simplified packaging of Python modules.,,https://github.com/pypa/flit,https://github.com/pypa/flit,BSD-3-Clause,2015-03-13 21:22:27.000,2023-11-10 10:18:46.000,2023-11-10 10:18:46,1178.0,16.0,121.0,34.0,273.0,109.0,275.0,2029.0,,,22.0,69.0,30,True,,flit,conda-forge/flit,,1622.0,1622.0,https://pypi.org/project/flit,,,417061.0,419194.0,https://anaconda.org/conda-forge/flit,2023-06-16 13:24:46.150,172818.0,3.0,,,,,,,,,,,,,,,,,
95,ipdb,gotcha/ipdb,debugging,Integration of IPython pdb.,,https://github.com/gotcha/ipdb,https://github.com/gotcha/ipdb,BSD-3-Clause,2011-01-15 17:51:47.000,2023-08-03 14:30:43.000,2023-08-03 14:30:43,380.0,,147.0,28.0,84.0,62.0,130.0,1773.0,2023-03-09 15:41:00.602,0.13.13,46.0,58.0,30,True,,ipdb,conda-forge/ipdb,,59431.0,50446.0,https://pypi.org/project/ipdb,2023-03-09 15:41:00.602,8985.0,2400750.0,2405571.0,https://anaconda.org/conda-forge/ipdb,2023-06-16 13:21:31.191,424277.0,2.0,,,,,,,,,,,,,,,,,
96,nodeenv,ekalinin/nodeenv,virtual-envs,Virtual environment for Node.js & integrator with virtualenv.,,https://github.com/ekalinin/nodeenv,https://github.com/ekalinin/nodeenv,,2011-03-29 15:28:56.000,2023-11-04 13:12:45.000,2023-10-05 17:12:04,684.0,2.0,184.0,36.0,160.0,49.0,135.0,1635.0,2023-05-12 08:13:47.000,1.8.0,46.0,93.0,30,False,,nodeenv,conda-forge/nodeenv,,64731.0,64731.0,https://pypi.org/project/nodeenv,,,17130160.0,17175176.0,https://anaconda.org/conda-forge/nodeenv,2023-06-16 13:21:50.931,3331212.0,2.0,,,,,,,,,,,,,,,,,
97,colorlog,borntyping/python-colorlog,logging,A colored formatter for the python logging module.,,https://github.com/borntyping/python-colorlog,https://github.com/borntyping/python-colorlog,MIT,2012-09-05 17:57:21.000,2023-10-11 12:31:10.835,2022-08-29 14:53:21,230.0,,80.0,14.0,46.0,2.0,73.0,826.0,2021-11-08 16:58:17.000,6.6.0,20.0,30.0,30,False,,colorlog,conda-forge/colorlog,,30680.0,30680.0,https://pypi.org/project/colorlog,,,7987803.0,8033336.0,https://anaconda.org/conda-forge/colorlog,2023-10-11 12:31:10.835,1821342.0,3.0,,,,,,,,,,,,,,,,,
98,nose2,nose-devs/nose2,testing,"The successor to nose, based on unittest2.",,https://github.com/nose-devs/nose2,https://github.com/nose-devs/nose2,,2011-12-14 15:33:15.000,2023-11-13 16:56:04.000,2023-11-07 00:47:50,1126.0,12.0,128.0,23.0,320.0,50.0,217.0,762.0,,,5.0,77.0,30,False,,nose2,conda-forge/nose2,,24125.0,24125.0,https://pypi.org/project/nose2,,,687630.0,689479.0,https://anaconda.org/conda-forge/nose2,2023-06-16 16:08:37.386,122084.0,2.0,,,,,,,,,,,,,,,,,
99,coveralls-python,TheKevJames/coveralls-python,testing,Show coverage stats online via coveralls.io.,,https://github.com/TheKevJames/coveralls-python,https://github.com/TheKevJames/coveralls-python,MIT,2013-02-06 20:48:39.000,2023-10-19 11:51:11.000,2023-08-14 16:01:13,475.0,,182.0,8.0,227.0,15.0,146.0,531.0,2021-11-11 20:59:17.000,3.3.1,28.0,64.0,30,True,,coveralls,conda-forge/coveralls,['pytest'],32514.0,32514.0,https://pypi.org/project/coveralls,,,594447.0,607113.0,https://anaconda.org/conda-forge/coveralls,2023-06-16 13:24:40.028,1038669.0,2.0,,,,,,,,,,,,,,,,,
100,flake8-comprehensions,adamchainz/flake8-comprehensions,linters,A flake8 plugin to help you write better list/set/dict comprehensions.,,https://github.com/adamchainz/flake8-comprehensions,https://github.com/adamchainz/flake8-comprehensions,MIT,2016-04-05 12:15:56.000,2023-11-14 11:15:56.000,2023-11-14 11:15:55,570.0,24.0,21.0,7.0,488.0,4.0,51.0,452.0,2023-07-10 12:46:08.000,3.14.0,39.0,15.0,30,True,,flake8-comprehensions,conda-forge/flake8-comprehensions,['flake8'],26125.0,25431.0,https://pypi.org/project/flake8-comprehensions,2023-07-10 12:46:08.000,694.0,1012308.0,1030988.0,https://anaconda.org/conda-forge/flake8-comprehensions,2023-07-17 21:11:54.892,765882.0,2.0,,,,,,,,,,,,,,,,,
101,numpydoc,numpy/numpydoc,documentation,Numpys Sphinx extensions.,,https://github.com/numpy/numpydoc,https://github.com/numpy/numpydoc,,2013-07-24 16:23:39.000,2023-11-16 12:39:57.000,2023-11-06 19:43:29,587.0,13.0,144.0,35.0,298.0,80.0,135.0,254.0,2023-09-26 00:23:25.000,1.6.0,15.0,80.0,30,False,,numpydoc,conda-forge/numpydoc,['sphinx'],41149.0,41149.0,https://pypi.org/project/numpydoc,,,581168.0,607742.0,https://anaconda.org/conda-forge/numpydoc,2023-06-16 13:20:56.387,2179071.0,2.0,,,,,,,,,,,,,,,,,
102,typed_ast,python/typed_ast,ast,Modified fork of CPythons ast module that parses `# type:` comments.,,https://github.com/python/typed_ast,https://github.com/python/typed_ast,Apache-2.0,2016-02-16 22:40:09.000,2023-09-22 19:48:21.052,2023-07-03 22:55:34,205.0,,56.0,20.0,109.0,1.0,86.0,225.0,2023-07-04 18:38:08.820,1.5.5,35.0,26.0,30,True,,typed_ast,conda-forge/typed-ast,,5544.0,,https://pypi.org/project/typed_ast,2023-07-04 18:38:08.820,5544.0,7802648.0,7970442.0,https://anaconda.org/conda-forge/typed-ast,2023-09-22 19:48:21.052,6208397.0,2.0,,,,,,,,,,,,,,,,,
103,gdbgui,cs01/gdbgui,debugging,"Browser-based frontend to gdb (gnu debugger). Add breakpoints, view the stack, visualize data structures, and more in..",,https://github.com/cs01/gdbgui,https://github.com/cs01/gdbgui,GPL-3.0,2016-10-27 03:19:25.000,2023-11-13 07:12:05.000,2023-10-18 07:06:19,437.0,6.0,482.0,164.0,158.0,139.0,172.0,9474.0,2023-10-18 16:33:47.000,0.15.2.0,10.0,44.0,29,True,,gdbgui,,,334.0,334.0,https://pypi.org/project/gdbgui,,,16540.0,16945.0,,,,2.0,16213.0,,,,,,,,,,,,,,,,
104,mamba,mamba-org/mamba,dependency-managers,The Fast Cross-Platform Package Manager.,,https://github.com/mamba-org/mamba,https://github.com/mamba-org/mamba,BSD-3-Clause,2019-03-05 13:05:10.000,2023-11-16 13:52:30.000,2023-11-16 10:27:37,2674.0,120.0,302.0,45.0,1470.0,470.0,1076.0,5378.0,2023-10-31 15:04:38.000,2023.10.30,115.0,141.0,29,True,,,conda-forge/mamba,,,,,,,,233439.0,https://anaconda.org/conda-forge/mamba,2023-11-10 09:53:54.662,9804468.0,3.0,,,,,,,,,,,,,,,,,
105,alive-progress,rsalmei/alive-progress,logging,"A new kind of Progress Bar, with real-time throughput, ETA, and very cool animations!.",,https://github.com/rsalmei/alive-progress,https://github.com/rsalmei/alive-progress,MIT,2019-08-05 05:54:30.000,2023-11-09 06:24:38.416,2023-11-08 23:23:17,684.0,6.0,182.0,46.0,49.0,16.0,191.0,4746.0,,,20.0,7.0,29,True,,alive-progress,conda-forge/alive-progress,,2428.0,2428.0,https://pypi.org/project/alive-progress,,,477371.0,478521.0,https://anaconda.org/conda-forge/alive-progress,2023-11-09 06:24:38.416,46023.0,3.0,,,,,,,,,,,,,,,,,
106,pex,pantsbuild/pex,packaging,"A tool for generating .pex (Python EXecutable) files, lock files and venvs.",,https://github.com/pantsbuild/pex,https://github.com/pantsbuild/pex,Apache-2.0,2014-07-21 17:06:12.000,2023-11-10 18:03:54.000,2023-11-10 18:03:02,1403.0,39.0,240.0,56.0,1184.0,149.0,924.0,2383.0,2023-11-10 18:06:48.000,2.1.152,100.0,118.0,29,True,,pex,,,,,https://pypi.org/project/pex,,,1040670.0,1185756.0,,,,2.0,3627151.0,,,,,,,,,,,,,,,,
107,pytest-testinfra,pytest-dev/pytest-testinfra,testing,Testinfra test your infrastructures.,,https://github.com/pytest-dev/pytest-testinfra,https://github.com/pytest-dev/pytest-testinfra,Apache-2.0,2015-03-15 20:49:52.000,2023-11-13 17:17:13.000,2023-11-13 17:13:13,776.0,23.0,341.0,80.0,411.0,126.0,214.0,2265.0,2023-11-13 17:17:13.000,10.0.0,15.0,136.0,29,True,,pytest-testinfra,conda-forge/pytest-testinfra,['pytest'],11.0,,https://pypi.org/project/pytest-testinfra,2023-11-13 17:17:13.000,11.0,398561.0,398981.0,https://anaconda.org/conda-forge/pytest-testinfra,2023-08-25 02:18:30.063,14291.0,3.0,,,,,,,,,,,,,,,,,
108,pdoc,mitmproxy/pdoc,documentation,API Documentation for Python Projects.,,https://github.com/mitmproxy/pdoc,https://github.com/mitmproxy/pdoc,Unlicense,2013-08-04 21:12:50.000,2023-11-01 09:00:38.000,2023-11-01 09:00:37,979.0,19.0,172.0,27.0,288.0,16.0,326.0,1669.0,,,,46.0,29,True,,pdoc,,,2313.0,2313.0,https://pypi.org/project/pdoc,,,169199.0,169199.0,,,,2.0,,,,,,,,,,,,,,,,,
109,radon,rubik/radon,code-metrics,Various code metrics for Python code.,,https://github.com/rubik/radon,https://github.com/rubik/radon,MIT,2012-09-20 18:58:58.000,2023-10-14 06:39:48.000,2023-10-06 10:02:00,544.0,5.0,108.0,33.0,89.0,23.0,145.0,1551.0,2023-03-26 06:25:00.948,6.0.1,56.0,60.0,29,True,,radon,conda-forge/radon,,5173.0,4526.0,https://pypi.org/project/radon,2023-03-26 06:25:00.948,647.0,406081.0,407000.0,https://anaconda.org/conda-forge/radon,2023-06-16 13:24:51.939,67106.0,2.0,,,,,,,,,,,,,,,,,
110,pytest-sugar,Teemu/pytest-sugar,testing,"a plugin for py.test that changes the default look and feel of py.test (e.g. progressbar, show tests that fail..",,https://github.com/Teemu/pytest-sugar,https://github.com/Teemu/pytest-sugar,BSD-3-Clause,2013-06-25 21:09:27.000,2023-08-12 17:17:17.000,2023-08-08 07:31:15,426.0,,71.0,18.0,161.0,24.0,91.0,1151.0,2023-04-10 11:18:29.000,0.9.7,29.0,50.0,29,True,,pytest-sugar,conda-forge/pytest-sugar,['pytest'],26232.0,23425.0,https://pypi.org/project/pytest-sugar,2023-04-10 11:17:46.295,2807.0,1048146.0,1053992.0,https://anaconda.org/conda-forge/pytest-sugar,2023-07-02 12:36:24.393,222141.0,3.0,7.0,,,,,,,,,,,,,,,,
111,PyHamcrest,hamcrest/PyHamcrest,testing,Hamcrest matchers for Python.,,https://github.com/hamcrest/PyHamcrest,https://github.com/hamcrest/PyHamcrest,,2010-12-24 02:55:56.000,2023-11-13 21:52:32.000,2023-10-23 21:48:09,645.0,12.0,106.0,25.0,159.0,21.0,65.0,724.0,2023-10-22 15:51:05.000,V2.1.0,25.0,43.0,29,False,,pyhamcrest,conda-forge/pyhamcrest,,37794.0,35944.0,https://pypi.org/project/pyhamcrest,2023-10-22 15:47:25.000,1850.0,1368721.0,1374029.0,https://anaconda.org/conda-forge/pyhamcrest,2023-06-16 13:17:20.732,477752.0,3.0,,,,,,,,,,,,,,,,,
112,alabaster,bitprophet/alabaster,documentation,"Lightweight, configurable Sphinx theme.",,https://github.com/sphinx-doc/alabaster,https://github.com/sphinx-doc/alabaster,,2013-12-07 00:03:15.000,2023-10-19 23:30:15.000,2023-10-04 23:10:27,384.0,1.0,176.0,30.0,90.0,66.0,56.0,704.0,,,6.0,30.0,29,False,sphinx-doc/alabaster,alabaster,conda-forge/alabaster,['sphinx'],113578.0,113578.0,https://pypi.org/project/alabaster,,,7030711.0,7108622.0,https://anaconda.org/conda-forge/alabaster,2023-06-16 13:24:00.075,6856204.0,2.0,,,,,,,,,,,,,,,,,
113,python-coloredlogs,xolox/python-coloredlogs,logging,Colored terminal output for Pythons logging module.,,https://github.com/xolox/python-coloredlogs,https://github.com/xolox/python-coloredlogs,MIT,2013-05-30 18:57:12.000,2023-11-13 14:46:14.052,2021-06-11 10:22:09,273.0,,40.0,10.0,36.0,31.0,52.0,516.0,2021-06-11 10:24:04.382,15.0.1,63.0,16.0,29,False,,coloredlogs,anaconda/coloredlogs,,32736.0,30662.0,https://pypi.org/project/coloredlogs,2021-06-11 10:24:04.382,2074.0,14180419.0,14180580.0,https://anaconda.org/anaconda/coloredlogs,2023-11-13 14:46:14.052,11949.0,3.0,,,,,,,,,,,,,,,,,
114,Bpytop,aristocratos/bpytop,profiling,Linux/OSX/FreeBSD resource monitor.,,https://github.com/aristocratos/bpytop,https://github.com/aristocratos/bpytop,Apache-2.0,2020-07-01 17:41:25.000,2023-10-16 00:20:48.000,2022-03-06 14:20:17,408.0,,382.0,154.0,71.0,76.0,228.0,9628.0,2021-12-22 19:23:21.000,1.0.68,53.0,35.0,28,False,,bpytop,conda-forge/bpytop,,159.0,158.0,https://pypi.org/project/bpytop,2021-12-22 19:23:21.000,1.0,6155.0,6607.0,https://anaconda.org/conda-forge/bpytop,2023-06-16 19:24:35.135,14927.0,2.0,,,,,,,,,,,,,,,,,
115,xonsh,xonsh/xonsh,shell,"Python-powered, cross-platform, Unix-gazing shell.",,https://github.com/xonsh/xonsh,https://github.com/xonsh/xonsh,,2015-01-21 22:05:27.000,2023-11-13 17:47:46.000,2023-11-07 09:39:15,10468.0,15.0,590.0,106.0,2582.0,270.0,2200.0,7377.0,2023-08-16 07:02:39.000,0.14.1,99.0,317.0,28,False,,xonsh,,,,,https://pypi.org/project/xonsh,,,8135.0,8224.0,,,,1.0,9283.0,,,,,,,,,,,,,,,,
116,memory-profiler,pythonprofilers/memory_profiler,profiling,Monitor Memory usage of Python code.,,https://github.com/pythonprofilers/memory_profiler,https://github.com/pythonprofilers/memory_profiler,BSD-3-Clause,2011-10-14 11:56:14.000,2023-10-23 14:35:37.000,2023-10-23 14:35:37,718.0,2.0,371.0,81.0,162.0,131.0,115.0,4067.0,2022-11-15 17:59:01.069,0.61.0,59.0,103.0,28,True,,memory_profiler,conda-forge/memory_profiler,,211.0,,https://pypi.org/project/memory_profiler,2022-11-15 17:59:01.069,211.0,965404.0,969623.0,https://anaconda.org/conda-forge/memory_profiler,2023-06-16 13:17:34.885,379749.0,2.0,,,,,,,7.0,,,,,,,,,,
117,coala,coala/coala,linters,"coala provides a unified command-line interface for linting and fixing all your code, regardless of the programming..",,https://github.com/coala/coala,https://github.com/coala/coala,AGPL-3.0,2014-05-15 11:35:34.000,2022-07-03 04:03:12.000,2021-06-11 17:11:55,4487.0,,1356.0,101.0,3152.0,835.0,2374.0,3497.0,2017-05-30 10:07:57.000,0.11.1,730.0,483.0,28,False,,coala-bears,,,120.0,12.0,https://pypi.org/project/coala-bears,2017-05-31 06:47:25.000,108.0,3798.0,3799.0,,,,2.0,176.0,,,,,,,,,,,,,,,,
118,detect-secrets,Yelp/detect-secrets,security,An enterprise friendly way of detecting and preventing secrets in code.,,https://github.com/Yelp/detect-secrets,https://github.com/Yelp/detect-secrets,Apache-2.0,2017-12-05 00:38:38.000,2023-11-16 09:01:01.000,2023-11-15 23:48:00,1235.0,16.0,337.0,47.0,427.0,96.0,199.0,3255.0,2022-10-05 17:13:10.000,1.4.0,8.0,73.0,28,True,,detect-secrets,,,,,https://pypi.org/project/detect-secrets,,,442806.0,442806.0,,,,3.0,,,,,,,,,,,,,,,,,
119,pyupgrade,asottile/pyupgrade,refactoring,A tool (and pre-commit hook) to automatically upgrade syntax for newer versions of the language.,,https://github.com/asottile/pyupgrade,https://github.com/asottile/pyupgrade,MIT,2017-02-28 17:50:31.000,2023-11-14 02:40:19.000,2023-11-14 02:40:18,1150.0,51.0,152.0,36.0,509.0,14.0,393.0,2929.0,,,124.0,35.0,28,True,,pyupgrade,conda-forge/pyupgrade,,,,https://pypi.org/project/pyupgrade,,,471983.0,486322.0,https://anaconda.org/conda-forge/pyupgrade,2023-10-07 20:00:06.902,602274.0,2.0,,,,,,,-5.0,,,,,,,,,,
120,Yappi,sumerc/yappi,profiling,"Yet Another Python Profiler, but this time multithreading, asyncio and gevent aware.",,https://github.com/sumerc/yappi,https://github.com/sumerc/yappi,MIT,2009-10-07 20:46:30.000,2023-09-28 07:12:05.000,2023-05-29 13:41:01,712.0,,67.0,15.0,79.0,24.0,51.0,1269.0,2022-10-31 08:28:00.894,1.4.0,22.0,28.0,28,True,,yappi,conda-forge/yappi,,1408.0,1058.0,https://pypi.org/project/yappi,2022-10-31 08:28:00.894,350.0,1737777.0,1739913.0,https://anaconda.org/conda-forge/yappi,2023-06-16 13:20:48.597,164537.0,2.0,,,,,,,,,,,,,,,,,
121,pytest-xdist,pytest-dev/pytest-xdist,testing,pytest plugin for distributed testing and loop-on-failures testing modes.,,https://github.com/pytest-dev/pytest-xdist,https://github.com/pytest-dev/pytest-xdist,MIT,2015-09-01 18:51:45.000,2023-11-14 11:43:16.000,2023-11-14 11:43:15,1130.0,23.0,195.0,47.0,388.0,217.0,337.0,1257.0,,,49.0,92.0,28,True,,pytest-xdist,conda-forge/pytest-xdist,['pytest'],,,https://pypi.org/project/pytest-xdist,,,14915695.0,15052837.0,https://anaconda.org/conda-forge/pytest-xdist,2023-11-11 18:57:24.082,5485693.0,3.0,,,,,,,,,,,,,,,,,
122,pdbpp,pdbpp/pdbpp,debugging,"pdb++, a drop-in replacement for pdb (the Python debugger).",,https://github.com/pdbpp/pdbpp,https://github.com/pdbpp/pdbpp,BSD-3-Clause,2017-06-11 13:42:16.000,2023-11-07 10:47:13.000,2022-07-14 18:31:38,706.0,,66.0,19.0,322.0,98.0,126.0,1201.0,2021-07-09 22:22:20.000,0.10.3,26.0,41.0,28,False,,pdbpp,conda-forge/pdbpp,,5923.0,5205.0,https://pypi.org/project/pdbpp,2021-07-09 22:22:20.000,718.0,316857.0,318275.0,https://anaconda.org/conda-forge/pdbpp,2023-06-16 13:25:41.484,106362.0,3.0,,,,,,,,,,,,,,,,,
123,pytest-benchmark,ionelmc/pytest-benchmark,testing,py.test fixture for benchmarking code.,,https://github.com/ionelmc/pytest-benchmark,https://github.com/ionelmc/pytest-benchmark,BSD-2-Clause,2014-10-10 10:55:33.000,2023-09-15 21:30:51.000,2023-04-27 00:15:19,1004.0,,104.0,19.0,71.0,91.0,87.0,1141.0,,,5.0,39.0,28,True,,pytest-benchmark,conda-forge/pytest-benchmark,['pytest'],7847.0,7847.0,https://pypi.org/project/pytest-benchmark,,,903750.0,924649.0,https://anaconda.org/conda-forge/pytest-benchmark,2023-06-16 13:15:49.392,1922753.0,3.0,,,,,,,,,,,,,,,,,
124,wily,tonybaloney/wily,code-metrics,"A Python application for tracking, reporting on timing and complexity in Python code.",,https://github.com/tonybaloney/wily,https://github.com/tonybaloney/wily,Apache-2.0,2018-10-11 22:12:25.000,2023-11-05 11:39:24.000,2023-10-11 03:48:44,905.0,18.0,56.0,26.0,123.0,35.0,73.0,1139.0,2023-10-11 03:48:57.000,1.25.0,52.0,24.0,28,True,,wily,,,209.0,200.0,https://pypi.org/project/wily,2023-10-11 03:48:57.000,9.0,13356.0,13356.0,,,,3.0,,,,,,,,,,,,,,,,,
125,astor,berkerpeksag/astor,ast,Python AST read/write.,,https://github.com/berkerpeksag/astor,https://github.com/berkerpeksag/astor,BSD-3-Clause,2012-09-19 23:02:51.000,2023-09-06 00:31:07.000,2023-09-06 00:31:07,265.0,1.0,98.0,24.0,109.0,40.0,78.0,749.0,2019-12-10 01:50:33.000,0.8.1,14.0,33.0,28,True,,astor,conda-forge/astor,,2198.0,,https://pypi.org/project/astor,2019-12-10 01:50:33.000,2198.0,5092225.0,5120533.0,https://anaconda.org/conda-forge/astor,2023-06-16 13:23:08.435,2236368.0,2.0,,,,,,,,,,,,,,,,,
126,sphinx-autobuild,executablebooks/sphinx-autobuild,documentation,Watch a Sphinx directory and rebuild the documentation when a change is detected. Also includes a livereload enabled..,,https://github.com/executablebooks/sphinx-autobuild,https://github.com/executablebooks/sphinx-autobuild,MIT,2013-12-25 17:09:56.000,2023-11-10 17:06:38.000,2023-10-28 12:08:30,302.0,7.0,65.0,20.0,64.0,25.0,53.0,487.0,2022-04-20 19:59:44.000,2021.03.14,4.0,25.0,28,True,,sphinx-autobuild,conda-forge/sphinx-autobuild,['sphinx'],20389.0,20389.0,https://pypi.org/project/sphinx-autobuild,,,484207.0,487070.0,https://anaconda.org/conda-forge/sphinx-autobuild,2023-06-16 13:21:20.882,226252.0,2.0,,,,,,,,,,,,,,,,,
127,pep8-naming,PyCQA/pep8-naming,linters,Naming Convention checker for Python.,,https://github.com/PyCQA/pep8-naming,https://github.com/PyCQA/pep8-naming,Saxpath,2013-02-09 18:32:52.000,2023-11-07 04:28:34.000,2023-11-07 04:28:34,266.0,8.0,144.0,16.0,130.0,18.0,79.0,471.0,2022-12-19 20:46:55.580,0.13.3,27.0,36.0,28,False,,pep8-naming,conda-forge/pep8-naming,,52362.0,50474.0,https://pypi.org/project/pep8-naming,2022-12-19 20:46:55.580,1888.0,1795617.0,1799423.0,https://anaconda.org/conda-forge/pep8-naming,2023-06-16 13:15:30.349,354044.0,2.0,,,,,,,,,,,,,,,,,
128,ddt,datadriventests/ddt,testing,Data-Driven Tests for Python Unittest.,,https://github.com/datadriventests/ddt,https://github.com/datadriventests/ddt,MIT,2012-02-11 22:57:10.000,2023-11-08 14:34:43.249,2023-11-08 03:04:24,232.0,2.0,111.0,21.0,62.0,11.0,43.0,432.0,2023-11-08 03:05:41.000,1.7.0,32.0,38.0,28,True,,ddt,conda-forge/ddt,,6679.0,5340.0,https://pypi.org/project/ddt,2023-11-08 03:05:41.000,1339.0,432022.0,438446.0,https://anaconda.org/conda-forge/ddt,2023-11-08 14:34:43.249,89942.0,3.0,,,,,,,,,,,,,,,,,
