,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,updated_github_id,open_issue_count,pypi_id,conda_id,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,github_release_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,trending,cargo_id,cargo_url,cargo_monthly_downloads,cargo_total_downloads,conda_forge
86,pydocstyle,PyCQA/pydocstyle,linters,docstring style checker.,,https://github.com/PyCQA/pydocstyle,https://github.com/PyCQA/pydocstyle,MIT,2012-01-31 17:18:23.000,2023-11-03 22:28:46.000,2023-11-03 22:28:45,746.0,2.0,183.0,19.0,318.0,225.0,1105.0,2023-01-17 20:28:28.000,6.3.0,17.0,92.0,31,True,,113.0,pydocstyle,conda-forge/pydocstyle,,61562.0,61562.0,https://pypi.org/project/pydocstyle,,,3227639.0,3246713.0,https://anaconda.org/conda-forge/pydocstyle,2023-06-16 13:18:02.967,1716683.0,2.0,69.0,,,,,,,,,,,,,,,,
87,colorlog,borntyping/python-colorlog,logging,A colored formatter for the python logging module.,,https://github.com/borntyping/python-colorlog,https://github.com/borntyping/python-colorlog,MIT,2012-09-05 17:57:21.000,2023-12-02 19:22:57.004,2023-12-02 16:52:58,237.0,7.0,79.0,14.0,47.0,75.0,833.0,2023-12-02 16:45:08.000,6.8.0,21.0,32.0,31,True,,,colorlog,conda-forge/colorlog,,32409.0,32409.0,https://pypi.org/project/colorlog,,,9180666.0,9225167.0,https://anaconda.org/conda-forge/colorlog,2023-12-02 19:22:57.004,1869062.0,2.0,,,,,,,,,,,,,,,,,
88,asv,airspeed-velocity/asv,testing,Airspeed Velocity: A simple Python benchmarking tool with web-based reporting.,,https://github.com/airspeed-velocity/asv,https://github.com/airspeed-velocity/asv,BSD-3-Clause,2013-11-07 20:43:31.000,2023-11-16 14:02:24.000,2023-09-11 04:46:13,2341.0,,168.0,22.0,794.0,427.0,814.0,2023-09-11 14:23:39.000,0.6.1,20.0,76.0,31,True,,141.0,asv,conda-forge/asv,,1133.0,1045.0,https://pypi.org/project/asv,2023-09-11 05:46:09.000,88.0,68204.0,85452.0,https://anaconda.org/conda-forge/asv,2023-10-03 19:44:19.217,758875.0,2.0,160.0,,,,,,,,,,,,,,,,
89,mccabe,PyCQA/mccabe,code-metrics,McCabe complexity checker for Python.,,https://github.com/PyCQA/mccabe,https://github.com/PyCQA/mccabe,Saxpath,2013-02-20 22:19:04.000,2023-12-03 13:55:50.000,2023-12-03 13:55:50,149.0,1.0,56.0,17.0,60.0,45.0,614.0,2022-01-24 01:14:49.000,0.7.0,13.0,24.0,31,True,,14.0,mccabe,conda-forge/mccabe,,434709.0,418706.0,https://pypi.org/project/mccabe,2022-01-24 01:14:49.000,16003.0,26403792.0,26489066.0,https://anaconda.org/conda-forge/mccabe,2023-06-16 13:17:55.573,7759935.0,2.0,,,,,,,,,,,,,,,,,
90,pylint-django,PyCQA/pylint-django,linters,Pylint plugin for improving code analysis for when using Django.,,https://github.com/pylint-dev/pylint-django,https://github.com/pylint-dev/pylint-django,GPL-2.0,2013-10-01 06:35:15.000,2023-12-25 21:05:05.000,2023-11-04 22:55:07,654.0,24.0,119.0,16.0,198.0,169.0,576.0,2023-10-23 02:19:27.000,2.5.4,24.0,70.0,31,True,pylint-dev/pylint-django,58.0,pylint-django,conda-forge/pylint-django,['pylint'],28271.0,28271.0,https://pypi.org/project/pylint-django,,,1081742.0,1083725.0,https://anaconda.org/conda-forge/pylint-django,2023-06-16 13:25:11.432,176051.0,2.0,278.0,,,,,,,,,,,,,,,,
91,Griffe,mkdocstrings/griffe,documentation,"Signatures for entire Python programs. Extract the structure, the frame, the skeleton of your project, to generate API..",,https://github.com/mkdocstrings/griffe,https://github.com/mkdocstrings/griffe,ISC,2021-09-09 21:49:44.000,2023-12-06 12:44:17.102,2023-12-06 10:37:23,778.0,34.0,35.0,6.0,54.0,149.0,228.0,2023-12-06 10:37:48.000,0.38.1,91.0,26.0,31,True,,22.0,griffe,conda-forge/griffe,,4057.0,4013.0,https://pypi.org/project/griffe,2023-12-06 10:37:48.000,44.0,703788.0,712908.0,https://anaconda.org/conda-forge/griffe,2023-12-06 12:44:17.102,200658.0,2.0,,,,,,,,,,,,,,,,,
92,mamba,mamba-org/mamba,dependency-managers,The Fast Cross-Platform Package Manager.,,https://github.com/mamba-org/mamba,https://github.com/mamba-org/mamba,BSD-3-Clause,2019-03-05 13:05:10.000,2024-01-04 13:33:13.000,2024-01-04 10:57:58,2739.0,111.0,311.0,45.0,1543.0,1113.0,5656.0,2023-12-21 16:59:19.000,2023.12.21,118.0,145.0,30,True,,438.0,,conda-forge/mamba,,,,,,,,229306.0,https://anaconda.org/conda-forge/mamba,2023-12-21 18:03:09.663,10089473.0,3.0,,,,,,,,,,,,,,,,,
93,pudb,inducer/pudb,debugging,Full-screen console debugger for Python.,,https://github.com/inducer/pudb,https://github.com/inducer/pudb,,2011-05-13 23:44:30.000,2023-12-29 21:05:38.000,2023-12-29 21:05:38,1233.0,4.0,214.0,49.0,278.0,174.0,2804.0,2023-10-06 19:01:05.000,2023.1,12.0,94.0,30,False,,143.0,pudb,conda-forge/pudb,,5750.0,5750.0,https://pypi.org/project/pudb,,,208383.0,211108.0,https://anaconda.org/conda-forge/pudb,2023-06-16 13:21:37.623,245338.0,1.0,,,,,,,,,,,,,,,,,
94,pyelftools,eliben/pyelftools,debugging,Parsing ELF and DWARF in Python.,,https://github.com/eliben/pyelftools,https://github.com/eliben/pyelftools,,2013-06-08 22:55:54.000,2023-12-30 22:03:03.000,2023-12-08 14:14:14,669.0,11.0,476.0,70.0,290.0,169.0,1816.0,,,8.0,97.0,30,False,,69.0,pyelftools,conda-forge/pyelftools,,6666.0,6666.0,https://pypi.org/project/pyelftools,,,2289117.0,2292919.0,https://anaconda.org/conda-forge/pyelftools,2023-09-23 20:45:10.696,148315.0,1.0,,,,,,,,,,,,,,,,,
95,Yappi,sumerc/yappi,profiling,"Yet Another Python Profiler, but this time multithreading, asyncio and gevent aware.",,https://github.com/sumerc/yappi,https://github.com/sumerc/yappi,MIT,2009-10-07 20:46:30.000,2023-12-24 18:05:39.000,2023-12-18 14:36:24,755.0,36.0,71.0,15.0,90.0,60.0,1303.0,2023-12-07 08:53:23.000,1.6.0,24.0,31.0,30,True,,20.0,yappi,conda-forge/yappi,,1431.0,1080.0,https://pypi.org/project/yappi,2023-12-07 08:53:23.000,351.0,1529707.0,1533974.0,https://anaconda.org/conda-forge/yappi,2023-12-07 11:50:22.080,166416.0,2.0,,,,,,,,,,,,,,,,,
96,nox,theacodes/nox,testing,Flexible test automation for Python.,,https://github.com/wntrblm/nox,https://github.com/wntrblm/nox,Apache-2.0,2016-02-24 04:02:58.000,2023-12-31 15:52:09.000,2023-11-02 07:06:53,544.0,4.0,141.0,24.0,422.0,275.0,1160.0,2023-04-23 01:43:49.000,2023.04.22,25.0,91.0,30,True,wntrblm/nox,59.0,nox,conda-forge/nox,['pytest'],4838.0,4838.0,https://pypi.org/project/nox,,,874134.0,879928.0,https://anaconda.org/conda-forge/nox,2023-09-25 20:41:36.795,249168.0,2.0,,,,,,,,,,,,,,,,,
97,pytest-benchmark,ionelmc/pytest-benchmark,testing,py.test fixture for benchmarking code.,,https://github.com/ionelmc/pytest-benchmark,https://github.com/ionelmc/pytest-benchmark,BSD-2-Clause,2014-10-10 10:55:33.000,2023-12-28 20:07:25.000,2023-12-15 12:49:52,1016.0,12.0,111.0,19.0,75.0,88.0,1155.0,2022-10-25 21:23:01.695,4.0.0,43.0,41.0,30,True,,100.0,pytest-benchmark,conda-forge/pytest-benchmark,['pytest'],8822.0,8070.0,https://pypi.org/project/pytest-benchmark,2022-10-25 21:23:01.695,752.0,782719.0,803323.0,https://anaconda.org/conda-forge/pytest-benchmark,2023-06-16 13:15:49.392,1936844.0,2.0,,,,,,,,,,,,,,,,,
98,nose2,nose-devs/nose2,testing,"The successor to nose, based on unittest2.",,https://github.com/nose-devs/nose2,https://github.com/nose-devs/nose2,,2011-12-14 15:33:15.000,2023-12-27 01:02:53.000,2023-12-25 19:31:54,1143.0,19.0,128.0,23.0,327.0,217.0,768.0,,,5.0,77.0,30,False,,50.0,nose2,conda-forge/nose2,,24425.0,24425.0,https://pypi.org/project/nose2,,,626520.0,628352.0,https://anaconda.org/conda-forge/nose2,2023-06-16 16:08:37.386,124643.0,2.0,,,,,,,,,,,,,,,,,
99,parso,davidhalter/parso,linters,A Python Parser.,,https://github.com/davidhalter/parso,https://github.com/davidhalter/parso,,2017-05-08 20:14:30.000,2023-06-18 23:54:48.000,2023-06-18 23:54:47,1112.0,,97.0,22.0,107.0,104.0,569.0,,,21.0,46.0,30,False,,10.0,parso,conda-forge/parso,,381025.0,381025.0,https://pypi.org/project/parso,,,19250932.0,19484468.0,https://anaconda.org/conda-forge/parso,2023-06-16 13:24:17.757,17048176.0,2.0,,,,,,,,,,,,,,,,,
100,coveralls-python,TheKevJames/coveralls-python,testing,Show coverage stats online via coveralls.io.,,https://github.com/TheKevJames/coveralls-python,https://github.com/TheKevJames/coveralls-python,MIT,2013-02-06 20:48:39.000,2023-12-28 00:05:57.000,2023-08-14 16:01:13,475.0,,181.0,8.0,228.0,146.0,535.0,2021-11-11 20:59:17.000,3.3.1,28.0,64.0,30,True,,15.0,coveralls,conda-forge/coveralls,['pytest'],32756.0,32756.0,https://pypi.org/project/coveralls,,,516886.0,529374.0,https://anaconda.org/conda-forge/coveralls,2023-06-16 13:24:40.028,1049007.0,2.0,,,,,,,,,,,,,,,,,
101,ddt,datadriventests/ddt,testing,Data-Driven Tests for Python Unittest.,,https://github.com/datadriventests/ddt,https://github.com/datadriventests/ddt,MIT,2012-02-11 22:57:10.000,2024-01-03 06:36:38.303,2024-01-03 04:38:36,234.0,4.0,111.0,21.0,63.0,45.0,430.0,2024-01-03 04:48:41.000,1.7.1,33.0,38.0,30,True,,13.0,ddt,conda-forge/ddt,,6782.0,5437.0,https://pypi.org/project/ddt,2024-01-03 04:48:41.000,1345.0,466333.0,472003.0,https://anaconda.org/conda-forge/ddt,2024-01-03 06:36:38.303,90721.0,2.0,,,,,,,,,,,,,,,,,
102,PySnooper,cool-RR/PySnooper,debugging,Never use print for debugging again.,,https://github.com/cool-RR/PySnooper,https://github.com/cool-RR/PySnooper,MIT,2019-04-18 13:55:43.000,2023-07-27 14:52:53.379,2023-07-15 15:04:46,313.0,,937.0,234.0,117.0,105.0,16144.0,,,24.0,27.0,29,True,,26.0,pysnooper,conda-forge/pysnooper,,1659.0,1659.0,https://pypi.org/project/pysnooper,,,394787.0,396591.0,https://anaconda.org/conda-forge/pysnooper,2023-07-27 14:52:53.379,72161.0,2.0,,,,,,,,,,,,,,,,,
103,gdbgui,cs01/gdbgui,debugging,"Browser-based frontend to gdb (gnu debugger). Add breakpoints, view the stack, visualize data structures, and more in..",,https://github.com/cs01/gdbgui,https://github.com/cs01/gdbgui,GPL-3.0,2016-10-27 03:19:25.000,2023-11-22 13:56:25.000,2023-10-18 07:06:19,437.0,6.0,482.0,165.0,159.0,172.0,9540.0,2023-10-18 16:33:47.000,0.15.2.0,10.0,44.0,29,True,,141.0,gdbgui,,,342.0,342.0,https://pypi.org/project/gdbgui,,,12113.0,12507.0,,,,2.0,16564.0,,,,,,,,,,,,,,,,
104,pycodestyle,PyCQA/pycodestyle,linters,Simple Python style checker in one Python file.,,https://github.com/PyCQA/pycodestyle,https://github.com/PyCQA/pycodestyle,,2009-10-02 00:43:37.000,2023-12-28 14:19:56.000,2023-12-27 05:14:51,1444.0,9.0,694.0,117.0,498.0,630.0,4938.0,2017-10-25 15:35:12.000,1.7.1,13.0,133.0,29,True,,91.0,pycodestyle,conda-forge/pycodestyle,,20.0,20.0,https://pypi.org/project/pycodestyle,,,29689870.0,29903957.0,https://anaconda.org/conda-forge/pycodestyle,2023-10-13 13:17:36.027,7278973.0,2.0,,,,,,,,,,,,-8.0,,,,,
105,alive-progress,rsalmei/alive-progress,logging,"A new kind of Progress Bar, with real-time throughput, ETA, and very cool animations!.",,https://github.com/rsalmei/alive-progress,https://github.com/rsalmei/alive-progress,MIT,2019-08-05 05:54:30.000,2023-12-02 19:41:03.000,2023-12-02 19:40:58,685.0,3.0,187.0,47.0,49.0,192.0,4834.0,,,20.0,7.0,29,True,,17.0,alive-progress,conda-forge/alive-progress,,2598.0,2598.0,https://pypi.org/project/alive-progress,,,519732.0,520861.0,https://anaconda.org/conda-forge/alive-progress,2023-11-09 06:24:38.416,47453.0,3.0,,,,,,,,,,,,,,,,,
106,freezegun,spulec/freezegun,testing,Let your Python tests travel through time.,,https://github.com/spulec/freezegun,https://github.com/spulec/freezegun,Apache-2.0,2012-12-11 05:11:00.000,2024-01-01 15:23:10.000,2023-12-19 10:46:24,610.0,15.0,248.0,34.0,228.0,189.0,3883.0,2023-12-19 10:46:44.000,1.4.0,18.0,112.0,29,True,,111.0,freezegun,conda-forge/freezegun,,,,https://pypi.org/project/freezegun,,,7303907.0,7341747.0,https://anaconda.org/conda-forge/freezegun,2023-12-19 12:37:51.731,1513337.0,3.0,7.0,,,,,,,,,,,-6.0,,,,,
107,ipdb,gotcha/ipdb,debugging,Integration of IPython pdb.,,https://github.com/gotcha/ipdb,https://github.com/gotcha/ipdb,BSD-3-Clause,2011-01-15 17:51:47.000,2023-08-03 14:30:43.000,2023-08-03 14:30:43,380.0,,141.0,28.0,84.0,130.0,1786.0,,,14.0,58.0,29,True,,63.0,ipdb,conda-forge/ipdb,,51815.0,51815.0,https://pypi.org/project/ipdb,,,2045436.0,2050212.0,https://anaconda.org/conda-forge/ipdb,2023-06-16 13:21:31.191,429843.0,2.0,,,,,,,,,,,,,,,,,
108,doit,pydoit/doit,build-tools,task management & automation tool.,,https://github.com/pydoit/doit,https://github.com/pydoit/doit,MIT,2014-02-14 22:21:23.000,2023-10-21 22:19:38.000,2023-01-16 03:40:03,1483.0,,167.0,48.0,163.0,218.0,1736.0,,,10.0,65.0,29,True,,84.0,doit,conda-forge/doit,,1676.0,1676.0,https://pypi.org/project/doit,,,438195.0,441573.0,https://anaconda.org/conda-forge/doit,2023-06-16 13:22:52.551,246613.0,3.0,,,,,,,,,,,,,,,,,
109,pdoc,mitmproxy/pdoc,documentation,API Documentation for Python Projects.,,https://github.com/mitmproxy/pdoc,https://github.com/mitmproxy/pdoc,Unlicense,2013-08-04 21:12:50.000,2024-01-01 11:12:24.000,2024-01-01 11:12:23,996.0,21.0,174.0,27.0,303.0,330.0,1708.0,,,,48.0,29,True,,18.0,pdoc,,,2428.0,2428.0,https://pypi.org/project/pdoc,,,155883.0,155883.0,,,,2.0,,,,,,,,,,,,,,,,,
110,radon,rubik/radon,code-metrics,Various code metrics for Python code.,,https://github.com/rubik/radon,https://github.com/rubik/radon,MIT,2012-09-20 18:58:58.000,2024-01-01 10:01:20.000,2023-10-06 10:02:00,544.0,,111.0,34.0,93.0,145.0,1563.0,2023-03-26 06:25:00.948,6.0.1,56.0,60.0,29,True,,23.0,radon,conda-forge/radon,,5303.0,4645.0,https://pypi.org/project/radon,2023-03-26 06:25:00.948,658.0,367662.0,368569.0,https://anaconda.org/conda-forge/radon,2023-06-16 13:24:51.939,68071.0,2.0,,,,,,,,,,,,,,,,,
111,pytest-asyncio,pytest-dev/pytest-asyncio,testing,Asyncio support for pytest.,,https://github.com/pytest-dev/pytest-asyncio,https://github.com/pytest-dev/pytest-asyncio,Apache-2.0,2015-04-11 00:18:05.000,2024-01-02 15:54:52.126,2024-01-01 13:57:15,599.0,117.0,127.0,38.0,442.0,247.0,1259.0,2024-01-01 14:04:00.000,0.23.3,26.0,44.0,29,True,,38.0,pytest-asyncio,conda-forge/pytest-asyncio,['pytest'],,,https://pypi.org/project/pytest-asyncio,,,7830544.0,7872562.0,https://anaconda.org/conda-forge/pytest-asyncio,2024-01-02 15:54:52.126,1848522.0,3.0,172.0,,,,,,,,,,,,,,,,
112,setuptools_scm,pypa/setuptools_scm,build-tools,the blessed package to manage your versions by scm tags.,,https://github.com/pypa/setuptools_scm,https://github.com/pypa/setuptools_scm,MIT,2015-07-01 17:57:56.000,2024-01-02 16:44:04.000,2023-12-11 18:47:40,1669.0,36.0,199.0,27.0,453.0,459.0,784.0,2023-10-02 15:08:38.000,8.0.4,55.0,131.0,29,True,,81.0,setuptools_scm,conda-forge/setuptools_scm,,,,https://pypi.org/project/setuptools_scm,,,20838755.0,20885828.0,https://anaconda.org/conda-forge/setuptools_scm,2023-10-04 14:19:42.239,2071222.0,3.0,,,,,,,,,,,,,,,,,
113,astor,berkerpeksag/astor,ast,Python AST read/write.,,https://github.com/berkerpeksag/astor,https://github.com/berkerpeksag/astor,BSD-3-Clause,2012-09-19 23:02:51.000,2023-12-28 18:16:08.000,2023-09-06 00:31:07,265.0,,98.0,24.0,110.0,78.0,754.0,2019-12-10 01:50:33.000,0.8.1,14.0,33.0,29,True,,40.0,astor,conda-forge/astor,,2214.0,,https://pypi.org/project/astor,2019-12-10 01:50:33.000,2214.0,4438305.0,4466092.0,https://anaconda.org/conda-forge/astor,2023-06-16 13:23:08.435,2250778.0,1.0,,,,,,,,,,,,,,,,,
114,breathe,michaeljones/breathe,documentation,ReStructuredText and Sphinx bridge to Doxygen.,,https://github.com/breathe-doc/breathe,https://github.com/breathe-doc/breathe,BSD-3-Clause,2009-02-03 18:52:25.000,2023-12-22 11:58:12.000,2023-10-24 08:23:51,1761.0,1.0,186.0,20.0,367.0,400.0,704.0,2023-03-31 19:07:42.000,4.35.0,65.0,107.0,29,True,breathe-doc/breathe,177.0,breathe,conda-forge/breathe,,12990.0,11942.0,https://pypi.org/project/breathe,2023-02-28 20:05:00.925,1048.0,226555.0,238787.0,https://anaconda.org/conda-forge/breathe,2023-07-04 04:52:22.769,525299.0,2.0,558.0,,,,,,,,,,,,,,,,
115,sphinx-autobuild,executablebooks/sphinx-autobuild,documentation,Watch a Sphinx directory and rebuild the documentation when a change is detected. Also includes a livereload enabled..,,https://github.com/executablebooks/sphinx-autobuild,https://github.com/executablebooks/sphinx-autobuild,MIT,2013-12-25 17:09:56.000,2023-12-23 17:28:26.000,2023-12-21 21:19:44,305.0,10.0,67.0,21.0,65.0,53.0,493.0,2022-04-20 19:59:44.000,2021.03.14,15.0,26.0,29,True,,25.0,sphinx-autobuild,conda-forge/sphinx-autobuild,['sphinx'],24255.0,21254.0,https://pypi.org/project/sphinx-autobuild,2021-03-14 13:46:47.000,3001.0,420465.0,423313.0,https://anaconda.org/conda-forge/sphinx-autobuild,2023-06-16 13:21:20.882,230728.0,2.0,,,,,,,,,,,,,,,,,
116,executing,alexmojaki/executing,ast,"Get information about what a Python frame is currently doing, particularly the AST node being executed.",,https://github.com/alexmojaki/executing,https://github.com/alexmojaki/executing,MIT,2019-05-25 08:22:26.000,2023-11-06 14:59:28.000,2023-11-06 14:59:27,469.0,2.0,29.0,10.0,42.0,25.0,286.0,2020-12-27 11:10:13.000,0.5.4,19.0,10.0,29,True,,11.0,executing,conda-forge/executing,,137747.0,137747.0,https://pypi.org/project/executing,,,18483081.0,18742618.0,https://anaconda.org/conda-forge/executing,2023-10-29 11:48:33.889,10121961.0,1.0,,,,,,,,,,,,,,,,,
117,numpydoc,numpy/numpydoc,documentation,Numpys Sphinx extensions.,,https://github.com/numpy/numpydoc,https://github.com/numpy/numpydoc,,2013-07-24 16:23:39.000,2024-01-02 14:41:43.000,2024-01-02 14:41:39,593.0,8.0,143.0,36.0,303.0,136.0,258.0,2023-09-26 00:23:25.000,1.6.0,15.0,80.0,29,False,,81.0,numpydoc,conda-forge/numpydoc,['sphinx'],41875.0,41875.0,https://pypi.org/project/numpydoc,,,455995.0,506255.0,https://anaconda.org/conda-forge/numpydoc,2023-12-08 17:48:59.802,2211468.0,2.0,,,,,,,,,,,,,,,,,
118,xonsh,xonsh/xonsh,shell,"Python-powered, cross-platform, Unix-gazing shell.",,https://github.com/xonsh/xonsh,https://github.com/xonsh/xonsh,,2015-01-21 22:05:27.000,2023-12-31 15:08:28.000,2023-12-31 15:08:28,10484.0,18.0,601.0,105.0,2594.0,2205.0,7458.0,2023-12-05 15:56:43.000,0.14.3,100.0,320.0,28,False,,279.0,xonsh,,,,,https://pypi.org/project/xonsh,,,19604.0,19699.0,,,,1.0,9541.0,,,,,,,,,,,,,,,,
119,detect-secrets,Yelp/detect-secrets,security,An enterprise friendly way of detecting and preventing secrets in code.,,https://github.com/Yelp/detect-secrets,https://github.com/Yelp/detect-secrets,Apache-2.0,2017-12-05 00:38:38.000,2024-01-01 15:45:34.000,2023-12-29 21:51:37,1316.0,96.0,350.0,47.0,477.0,202.0,3294.0,2022-10-05 17:13:10.000,1.4.0,8.0,74.0,28,True,,100.0,detect-secrets,,,,,https://pypi.org/project/detect-secrets,,,357971.0,357971.0,,,,3.0,,,,,,,,,,,,,,,,,
120,notifiers,liiight/notifiers,logging,The easy way to send notifications.,,https://github.com/liiight/notifiers,https://github.com/liiight/notifiers,MIT,2017-06-01 10:20:18.000,2023-12-26 00:57:48.000,2022-07-14 07:40:12,517.0,,99.0,30.0,362.0,67.0,2560.0,2021-08-23 20:42:56.000,1.3.0,6.0,19.0,28,False,,35.0,notifiers,conda-forge/notifiers,,1137.0,1137.0,https://pypi.org/project/notifiers,,,672624.0,673585.0,https://anaconda.org/conda-forge/notifiers,2023-06-16 19:23:52.875,35558.0,3.0,,,,,,,,,,,,,,,,,
121,pdbpp,pdbpp/pdbpp,debugging,"pdb++, a drop-in replacement for pdb (the Python debugger).",,https://github.com/pdbpp/pdbpp,https://github.com/pdbpp/pdbpp,BSD-3-Clause,2017-06-11 13:42:16.000,2023-11-07 10:47:13.000,2022-07-14 18:31:38,706.0,,67.0,19.0,322.0,126.0,1217.0,2021-07-09 22:21:56.000,0.10.3,13.0,41.0,28,False,,79.0,pdbpp,conda-forge/pdbpp,,5322.0,5322.0,https://pypi.org/project/pdbpp,,,261172.0,262566.0,https://anaconda.org/conda-forge/pdbpp,2023-06-16 13:25:41.484,107387.0,3.0,,,,,,,,,,,,,,,,,
122,PyHamcrest,hamcrest/PyHamcrest,testing,Hamcrest matchers for Python.,,https://github.com/hamcrest/PyHamcrest,https://github.com/hamcrest/PyHamcrest,,2010-12-24 02:55:56.000,2023-12-25 21:33:24.000,2023-11-27 19:46:11,647.0,8.0,106.0,25.0,160.0,65.0,730.0,2023-10-22 15:51:05.000,V2.1.0,25.0,43.0,28,False,,21.0,pyhamcrest,conda-forge/pyhamcrest,,38280.0,36427.0,https://pypi.org/project/pyhamcrest,2023-10-22 15:47:25.000,1853.0,1264488.0,1269691.0,https://anaconda.org/conda-forge/pyhamcrest,2023-06-16 13:17:20.732,478688.0,3.0,,,,,,,,,,,,,,,,,
123,python-coloredlogs,xolox/python-coloredlogs,logging,Colored terminal output for Pythons logging module.,,https://github.com/xolox/python-coloredlogs,https://github.com/xolox/python-coloredlogs,MIT,2013-05-30 18:57:12.000,2023-11-13 14:46:14.052,2021-06-11 10:22:09,273.0,,41.0,10.0,36.0,52.0,518.0,,,7.0,15.0,28,False,,29.0,coloredlogs,anaconda/coloredlogs,,33099.0,33099.0,https://pypi.org/project/coloredlogs,,,14691558.0,14691720.0,https://anaconda.org/anaconda/coloredlogs,2023-11-13 14:46:14.052,12387.0,3.0,,,,,,,,,,,,,,,,,
124,pep8-naming,PyCQA/pep8-naming,linters,Naming Convention checker for Python.,,https://github.com/PyCQA/pep8-naming,https://github.com/PyCQA/pep8-naming,,2013-02-09 18:32:52.000,2023-11-07 04:28:34.000,2023-11-07 04:28:34,266.0,8.0,152.0,16.0,130.0,79.0,477.0,2022-12-19 20:46:12.000,0.13.3,18.0,36.0,28,False,,17.0,pep8-naming,conda-forge/pep8-naming,,51245.0,51245.0,https://pypi.org/project/pep8-naming,,,1369302.0,1373082.0,https://anaconda.org/conda-forge/pep8-naming,2023-06-16 13:15:30.349,359118.0,2.0,,,,,,,,,,,,,,,,,
125,flake8-comprehensions,adamchainz/flake8-comprehensions,linters,A flake8 plugin to help you write better list/set/dict comprehensions.,,https://github.com/adamchainz/flake8-comprehensions,https://github.com/adamchainz/flake8-comprehensions,MIT,2016-04-05 12:15:56.000,2023-12-31 11:31:03.000,2023-12-31 11:31:02,576.0,19.0,21.0,7.0,494.0,51.0,456.0,,,30.0,15.0,28,True,,4.0,flake8-comprehensions,conda-forge/flake8-comprehensions,['flake8'],25847.0,25847.0,https://pypi.org/project/flake8-comprehensions,,,813931.0,831823.0,https://anaconda.org/conda-forge/flake8-comprehensions,2023-07-17 21:11:54.892,769395.0,2.0,,,,,,,,,,,,,,,,,
126,typed_ast,python/typed_ast,ast,Modified fork of CPythons ast module that parses `# type:` comments.,,https://github.com/python/typed_ast,https://github.com/python/typed_ast,Apache-2.0,2016-02-16 22:40:09.000,2023-09-22 19:48:21.052,2023-07-03 22:55:34,205.0,,56.0,20.0,109.0,86.0,225.0,2023-07-04 18:38:08.820,1.5.5,35.0,26.0,28,True,,1.0,typed_ast,conda-forge/typed-ast,,5551.0,,https://pypi.org/project/typed_ast,2023-07-04 18:38:08.820,5551.0,6266603.0,6426369.0,https://anaconda.org/conda-forge/typed-ast,2023-09-22 19:48:21.052,6230901.0,2.0,,,,,,,,,,,,,,,,,
127,astunparse,simonpercivall/astunparse,ast,An AST unparser for Python.,,https://github.com/simonpercivall/astunparse,https://github.com/simonpercivall/astunparse,BSD-3-Clause,2014-03-31 15:34:54.000,2023-08-18 23:41:57.000,2019-12-22 18:11:19,86.0,,50.0,9.0,37.0,22.0,211.0,2019-12-22 18:12:11.000,1.6.3,11.0,10.0,28,False,,25.0,astunparse,conda-forge/astunparse,,97193.0,96717.0,https://pypi.org/project/astunparse,2019-12-22 18:12:11.000,476.0,7767943.0,7793991.0,https://anaconda.org/conda-forge/astunparse,2023-06-16 13:24:50.388,2057860.0,2.0,,,,,,,,,,,,,,,,,
128,flake8-isort,gforcada/flake8-isort,linters,flake8 plugin that integrates isort.,,https://github.com/gforcada/flake8-isort,https://github.com/gforcada/flake8-isort,GPL-2.0,2015-09-12 19:25:34.000,2023-12-22 19:33:33.000,2023-11-03 11:07:13,382.0,16.0,100.0,8.0,95.0,56.0,160.0,,,14.0,38.0,28,True,,1.0,flake8-isort,conda-forge/flake8-isort,['flake8'],24941.0,24941.0,https://pypi.org/project/flake8-isort,,,1117503.0,1118858.0,https://anaconda.org/conda-forge/flake8-isort,2023-11-03 12:57:59.437,56943.0,2.0,,,,,,,,,,,,,,,,,
129,gast,serge-sans-paille/gast,ast,Python AST that abstracts the underlying Python version.,,https://github.com/serge-sans-paille/gast,https://github.com/serge-sans-paille/gast,BSD-3-Clause,2016-07-18 10:39:07.000,2023-12-19 18:16:42.000,2023-12-19 18:16:42,104.0,7.0,31.0,13.0,48.0,33.0,131.0,2023-04-29 19:44:01.995,0.5.4,21.0,10.0,28,True,,2.0,gast,conda-forge/gast,,143940.0,141975.0,https://pypi.org/project/gast,2023-04-29 19:44:01.995,1965.0,12933549.0,12995833.0,https://anaconda.org/conda-forge/gast,2023-07-03 07:21:35.215,2553654.0,2.0,,,,,,,,,,,,,,,,,
