,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,updated_github_id,pypi_id,conda_id,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,github_release_downloads,pypi_latest_release_published_at,pypi_dependent_project_count,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,trending,cargo_id,cargo_url,cargo_monthly_downloads,cargo_total_downloads,conda_forge
86,sphinx-autodoc-typehints,tox-dev/sphinx-autodoc-typehints,documentation,Type hints support for the Sphinx autodoc extension.,,https://github.com/tox-dev/sphinx-autodoc-typehints,https://github.com/tox-dev/sphinx-autodoc-typehints,MIT,2015-09-21 20:41:41.000,2023-08-07 18:09:39.000,2023-08-07 18:09:37,319.0,14.0,95.0,11.0,204.0,26.0,145.0,494.0,2023-07-21 16:29:21.000,1.24.0,39.0,53.0,31,True,,sphinx-autodoc-typehints,conda-forge/sphinx-autodoc-typehints,['sphinx'],40820.0,40820.0,https://pypi.org/project/sphinx-autodoc-typehints,1712675.0,1727343.0,https://anaconda.org/conda-forge/sphinx-autodoc-typehints,2023-07-21 19:10:23.294,557421.0,2.0,,,,,,,,,,,,,,,,,,,
87,playwright-python,microsoft/playwright-python,testing,Python version of the Playwright testing and automation library.,,https://github.com/microsoft/playwright-python,https://github.com/microsoft/playwright-python,Apache-2.0,2020-07-01 15:28:13.000,2023-08-10 05:16:27.000,2023-08-10 05:16:25,658.0,20.0,725.0,126.0,742.0,32.0,1057.0,9125.0,2023-07-14 20:38:22.000,1.36.0,76.0,32.0,30,True,,playwright,,,4.0,4.0,https://pypi.org/project/playwright,1357941.0,1357941.0,,,,2.0,,,,,,,,,,,,,,,,,,,
88,pudb,inducer/pudb,debugging,Full-screen console debugger for Python.,,https://github.com/inducer/pudb,https://github.com/inducer/pudb,,2011-05-13 23:44:30.000,2023-08-01 06:03:19.000,2023-08-01 06:03:18,1205.0,4.0,207.0,49.0,268.0,144.0,168.0,2725.0,2022-11-03 16:37:24.000,2022.1.3,12.0,92.0,30,False,,pudb,conda-forge/pudb,,5170.0,5170.0,https://pypi.org/project/pudb,204872.0,207599.0,https://anaconda.org/conda-forge/pudb,2023-06-16 13:21:37.623,231871.0,1.0,,,,,,,,,,,,,,,,,,,
89,vulture,jendrikseipp/vulture,refactoring,Find dead Python code.,,https://github.com/jendrikseipp/vulture,https://github.com/jendrikseipp/vulture,MIT,2016-08-11 15:39:58.647,2023-06-16 13:24:21.364,2023-02-27 07:59:09,717.0,,122.0,24.0,136.0,18.0,163.0,2672.0,2023-01-08 21:24:44.000,2.7,12.0,35.0,30,True,,vulture,conda-forge/vulture,,3948.0,3948.0,https://pypi.org/project/vulture,475422.0,476292.0,https://anaconda.org/conda-forge/vulture,2023-06-16 13:24:21.364,73127.0,2.0,,,,,,,,,,,,,,,,,,,
90,briefcase,beeware/briefcase,packaging,Tools to support converting a Python project into a standalone native application.,,https://github.com/beeware/briefcase,https://github.com/beeware/briefcase,BSD-3-Clause,2015-07-28 15:20:03.000,2023-08-08 14:54:55.000,2023-08-08 01:54:24,3252.0,247.0,281.0,43.0,688.0,107.0,525.0,1921.0,2023-07-10 06:53:02.000,0.3.15,49.0,127.0,30,True,,briefcase,,,19.0,,https://pypi.org/project/briefcase,4339.0,4342.0,,,,2.0,165.0,2022-06-27 03:23:53.000,19.0,,,,,,,,,,,,,,,,
91,pdoc,mitmproxy/pdoc,documentation,API Documentation for Python Projects.,,https://github.com/mitmproxy/pdoc,https://github.com/mitmproxy/pdoc,Unlicense,2013-08-04 21:12:50.000,2023-08-01 09:10:17.000,2023-08-01 09:09:03,960.0,51.0,170.0,28.0,274.0,16.0,314.0,1601.0,,,,44.0,30,True,,pdoc,,,2083.0,2083.0,https://pypi.org/project/pdoc,119515.0,119515.0,,,,2.0,,,,,,,,,,,,,,,,,,,
92,prettytable,jazzband/prettytable,logging,Display tabular data in a visually appealing ASCII table format.,,https://github.com/jazzband/prettytable,https://github.com/jazzband/prettytable,,2016-01-15 02:39:17.000,2023-07-17 11:18:48.076,2023-07-01 04:17:44,517.0,3.0,127.0,21.0,136.0,32.0,84.0,1091.0,2023-06-11 13:26:37.000,3.8.0,20.0,54.0,30,False,,prettytable,conda-forge/prettytable,,47014.0,47014.0,https://pypi.org/project/prettytable,9335655.0,9371117.0,https://anaconda.org/conda-forge/prettytable,2023-07-17 11:18:48.076,1170270.0,3.0,,,,,,,,,,,,,,,,,,,
93,pydocstyle,PyCQA/pydocstyle,linters,docstring style checker.,,https://github.com/PyCQA/pydocstyle,https://github.com/PyCQA/pydocstyle,MIT,2012-01-31 17:18:23.000,2023-08-04 15:54:44.000,2023-08-04 15:54:43,743.0,1.0,187.0,19.0,314.0,121.0,223.0,1078.0,2023-01-17 20:31:11.783,6.3.0,23.0,90.0,30,True,,pydocstyle,conda-forge/pydocstyle,,60216.0,57494.0,https://pypi.org/project/pydocstyle,3133667.0,3151591.0,https://anaconda.org/conda-forge/pydocstyle,2023-06-16 13:18:02.967,1523605.0,2.0,68.0,2023-01-17 20:31:11.783,2722.0,,,,,,,,,,,,,,,,
94,colorlog,borntyping/python-colorlog,logging,A colored formatter for the python logging module.,,https://github.com/borntyping/python-colorlog,https://github.com/borntyping/python-colorlog,MIT,2012-09-05 17:57:21.000,2023-06-22 17:19:13.688,2022-08-29 14:53:21,230.0,,84.0,14.0,46.0,3.0,73.0,817.0,2023-02-02 20:53:50.284,6.5.0,66.0,30.0,30,True,,colorlog,conda-forge/colorlog,,30189.0,27534.0,https://pypi.org/project/colorlog,7037769.0,7081351.0,https://anaconda.org/conda-forge/colorlog,2023-06-22 17:19:13.688,1612562.0,3.0,,2023-02-02 20:53:50.284,2655.0,,,,,,,,,,,,,,,,
95,alabaster,bitprophet/alabaster,documentation,"Lightweight, configurable Sphinx theme.",,https://github.com/sphinx-doc/alabaster,https://github.com/sphinx-doc/alabaster,,2013-12-07 00:03:15.000,2023-06-16 13:24:00.075,2023-04-21 00:12:44,383.0,,171.0,30.0,88.0,64.0,56.0,701.0,,,6.0,29.0,30,False,sphinx-doc/alabaster,alabaster,conda-forge/alabaster,['sphinx'],105601.0,105601.0,https://pypi.org/project/alabaster,6856068.0,6931489.0,https://anaconda.org/conda-forge/alabaster,2023-06-16 13:24:00.075,6410829.0,2.0,,,,,,,,,,,,,,,,,,,
96,mccabe,PyCQA/mccabe,code-metrics,McCabe complexity checker for Python.,,https://github.com/PyCQA/mccabe,https://github.com/PyCQA/mccabe,Saxpath,2013-02-20 22:19:04.000,2023-06-19 12:19:26.000,2023-06-19 12:19:25,147.0,2.0,56.0,17.0,59.0,14.0,39.0,586.0,2022-01-24 01:14:49.000,0.7.0,13.0,23.0,30,True,,mccabe,conda-forge/mccabe,,402807.0,386859.0,https://pypi.org/project/mccabe,29563022.0,29646397.0,https://anaconda.org/conda-forge/mccabe,2023-06-16 13:17:55.573,7170269.0,2.0,,2022-01-24 01:14:49.000,15948.0,,,,,,,,,,,,,,,,
97,typed_ast,python/typed_ast,ast,Modified fork of CPythons ast module that parses `# type:` comments.,,https://github.com/python/typed_ast,https://github.com/python/typed_ast,Apache-2.0,2016-02-16 22:40:09.000,2023-07-04 22:51:12.026,2023-07-03 22:55:34,205.0,3.0,56.0,20.0,109.0,1.0,86.0,221.0,2023-07-04 18:38:08.820,1.5.5,35.0,26.0,30,True,,typed_ast,conda-forge/typed-ast,,5531.0,,https://pypi.org/project/typed_ast,8699648.0,8879010.0,https://anaconda.org/conda-forge/typed-ast,2023-07-04 22:51:12.026,6098328.0,1.0,,2023-07-04 18:38:08.820,5531.0,,,,,,,,,,,,,,,,
98,Griffe,mkdocstrings/griffe,documentation,"Signatures for entire Python programs. Extract the structure, the frame, the skeleton of your project, to generate API..",,https://github.com/mkdocstrings/griffe,https://github.com/mkdocstrings/griffe,ISC,2021-09-09 21:49:44.000,2023-08-08 19:56:55.000,2023-08-07 12:22:52,691.0,108.0,29.0,6.0,43.0,28.0,125.0,191.0,2023-07-17 12:45:40.707,0.32.3,73.0,21.0,30,True,,griffe,conda-forge/griffe,,2840.0,2809.0,https://pypi.org/project/griffe,706703.0,716123.0,https://anaconda.org/conda-forge/griffe,2023-07-17 21:07:00.790,160156.0,2.0,,2023-07-17 12:45:40.707,31.0,,,,,,,,,,,,,,,,
99,sqlmap,sqlmapproject/sqlmap,security,Automatic SQL injection and database takeover tool.,,https://github.com/sqlmapproject/sqlmap,https://github.com/sqlmapproject/sqlmap,,2012-06-26 09:52:15.000,2023-08-05 09:14:49.000,2023-08-05 09:14:45,10087.0,18.0,5128.0,1086.0,354.0,54.0,4942.0,27722.0,2023-01-02 22:32:55.000,1.7,8.0,128.0,29,False,,sqlmap,,,4.0,4.0,https://pypi.org/project/sqlmap,9494.0,9494.0,,,,2.0,,,,,,,,,,,,,,,,,,,
100,pex,pantsbuild/pex,packaging,"A tool for generating .pex (Python EXecutable) files, lock files and venvs.",,https://github.com/pantsbuild/pex,https://github.com/pantsbuild/pex,Apache-2.0,2014-07-21 17:06:12.000,2023-08-08 23:40:49.000,2023-08-08 23:40:48,1362.0,31.0,237.0,55.0,1143.0,150.0,902.0,2354.0,2023-08-08 12:04:14.000,2.1.142,100.0,113.0,29,True,,pex,,,,,https://pypi.org/project/pex,868851.0,992687.0,,,,2.0,3095915.0,,,,,,,,,,,,,,,,,,
101,pytest-testinfra,pytest-dev/pytest-testinfra,testing,Testinfra test your infrastructures.,,https://github.com/pytest-dev/pytest-testinfra,https://github.com/pytest-dev/pytest-testinfra,Apache-2.0,2015-03-15 20:49:52.000,2023-08-07 10:48:39.000,2023-07-22 11:18:08,753.0,34.0,330.0,82.0,395.0,130.0,207.0,2234.0,2023-05-21 15:39:00.833,8.1.0,13.0,130.0,29,True,,pytest-testinfra,conda-forge/pytest-testinfra,['pytest'],10.0,,https://pypi.org/project/pytest-testinfra,348142.0,348546.0,https://anaconda.org/conda-forge/pytest-testinfra,2023-06-16 19:24:25.742,12531.0,2.0,,2023-05-21 15:39:00.833,10.0,,,,,,,,,,,,,,,,
102,flit,pypa/flit,build-tools,Simplified packaging of Python modules.,,https://github.com/pypa/flit,https://github.com/pypa/flit,BSD-3-Clause,2015-03-13 21:22:27.000,2023-08-02 19:28:32.000,2023-07-02 07:06:09,1159.0,4.0,118.0,34.0,268.0,109.0,269.0,2002.0,,,22.0,67.0,29,True,,flit,conda-forge/flit,,1521.0,1521.0,https://pypi.org/project/flit,257024.0,259153.0,https://anaconda.org/conda-forge/flit,2023-06-16 13:24:46.150,166118.0,3.0,,,,,,,,,,,,,,,,,,,
103,beartype,beartype/beartype,linters,Unbearably fast near-real-time hybrid runtime-static type-checking in pure Python.,,https://github.com/beartype/beartype,https://github.com/beartype/beartype,MIT,2020-04-03 06:06:22.000,2023-08-09 04:25:38.901,2023-08-08 20:13:19,995.0,68.0,37.0,12.0,41.0,52.0,160.0,1949.0,2023-07-22 05:25:41.000,0.15.0,28.0,17.0,29,True,,beartype,conda-forge/beartype,,124.0,,https://pypi.org/project/beartype,552121.0,553668.0,https://anaconda.org/conda-forge/beartype,2023-08-09 04:25:38.901,58822.0,2.0,,2023-07-22 05:25:41.000,124.0,,,,,,,,,,,,,,,,
104,ipdb,gotcha/ipdb,debugging,Integration of IPython pdb.,,https://github.com/gotcha/ipdb,https://github.com/gotcha/ipdb,BSD-3-Clause,2011-01-15 17:51:47.000,2023-08-03 14:30:43.000,2023-08-03 14:30:43,380.0,1.0,140.0,29.0,84.0,60.0,129.0,1735.0,,,14.0,58.0,29,True,,ipdb,conda-forge/ipdb,,47341.0,47341.0,https://pypi.org/project/ipdb,2223703.0,2228246.0,https://anaconda.org/conda-forge/ipdb,2023-06-16 13:21:31.191,386237.0,2.0,,,,,,,,,,,,,,,,,,,
105,pybuilder,pybuilder/pybuilder,build-tools,Software build automation tool for Python.,,https://github.com/pybuilder/pybuilder,https://github.com/pybuilder/pybuilder,Apache-2.0,2012-07-23 11:38:06.000,2023-07-10 05:27:47.685,2023-07-10 03:17:08,1424.0,3.0,256.0,92.0,384.0,95.0,421.0,1564.0,2023-07-10 03:25:42.000,0.13.10,674.0,39.0,29,True,,pybuilder,conda-forge/pybuilder,,60.0,,https://pypi.org/project/pybuilder,19276.0,21797.0,https://anaconda.org/conda-forge/pybuilder,2023-07-10 05:27:47.685,52955.0,3.0,,2022-11-04 03:13:11.030,60.0,,,,,,,,,,,,,,,,
106,radon,rubik/radon,code-metrics,Various code metrics for Python code.,,https://github.com/rubik/radon,https://github.com/rubik/radon,MIT,2012-09-20 18:58:58.000,2023-06-18 06:48:16.000,2023-06-18 06:48:14,539.0,1.0,105.0,33.0,81.0,21.0,145.0,1475.0,2023-03-26 06:25:00.948,6.0.1,56.0,56.0,29,True,,radon,conda-forge/radon,,4830.0,4198.0,https://pypi.org/project/radon,410541.0,411435.0,https://anaconda.org/conda-forge/radon,2023-06-16 13:24:51.939,62596.0,2.0,,2023-03-26 06:25:00.948,632.0,,,,,,,,,,,,,,,,
107,astor,berkerpeksag/astor,ast,Python AST read/write.,,https://github.com/berkerpeksag/astor,https://github.com/berkerpeksag/astor,BSD-3-Clause,2012-09-19 23:02:51.000,2023-06-16 13:23:08.435,2022-12-31 03:02:53,264.0,,98.0,25.0,109.0,40.0,77.0,736.0,2019-12-10 01:50:33.000,0.8.1,14.0,33.0,29,True,,astor,conda-forge/astor,,2172.0,,https://pypi.org/project/astor,5474996.0,5503024.0,https://anaconda.org/conda-forge/astor,2023-06-16 13:23:08.435,2130197.0,2.0,,2019-12-10 01:50:33.000,2172.0,,,,,,,,,,,,,,,,
108,breathe,michaeljones/breathe,documentation,ReStructuredText and Sphinx bridge to Doxygen.,,https://github.com/breathe-doc/breathe,https://github.com/breathe-doc/breathe,,2009-02-03 18:52:25.000,2023-08-09 16:53:06.000,2023-02-28 20:05:14,1758.0,,179.0,19.0,357.0,168.0,398.0,688.0,2023-03-31 19:07:42.000,4.35.0,42.0,107.0,29,False,breathe-doc/breathe,breathe,conda-forge/breathe,,10461.0,10461.0,https://pypi.org/project/breathe,289669.0,302773.0,https://anaconda.org/conda-forge/breathe,2023-07-04 04:52:22.769,497262.0,2.0,540.0,,,,,,,,,,,,,,,,,,
109,buildout,buildout/buildout,build-tools,Buildout is a deployment automation tool written in and extended with Python.,,https://github.com/buildout/buildout,https://github.com/buildout/buildout,ZPL-2.1,2012-03-25 21:47:18.000,2023-06-28 15:43:10.000,2022-11-08 15:07:52,1711.0,,172.0,55.0,274.0,134.0,233.0,565.0,2023-02-03 17:52:32.253,2.13.7,123.0,92.0,29,False,,zc.buildout,conda-forge/zc.buildout,,1042.0,,https://pypi.org/project/zc.buildout,75773.0,77030.0,https://anaconda.org/conda-forge/zc.buildout,2023-06-16 19:27:31.340,28929.0,3.0,,2022-04-07 19:12:49.000,1042.0,,,,,,,,,,,,,,,,
110,pylint-django,PyCQA/pylint-django,linters,Pylint plugin for improving code analysis for when using Django.,,https://github.com/pylint-dev/pylint-django,https://github.com/pylint-dev/pylint-django,GPL-2.0,2013-10-01 06:35:15.000,2023-08-01 10:10:46.000,2023-05-15 04:10:28,628.0,5.0,116.0,16.0,184.0,51.0,167.0,560.0,2022-03-26 22:16:11.000,2.5.3,23.0,68.0,29,True,pylint-dev/pylint-django,pylint-django,conda-forge/pylint-django,['pylint'],26797.0,26797.0,https://pypi.org/project/pylint-django,1778101.0,1780012.0,https://anaconda.org/conda-forge/pylint-django,2023-06-16 13:25:11.432,160127.0,2.0,275.0,,,,,,,,,,,,,,,,,,
111,coveralls-python,TheKevJames/coveralls-python,testing,Show coverage stats online via coveralls.io.,,https://github.com/TheKevJames/coveralls-python,https://github.com/TheKevJames/coveralls-python,MIT,2013-02-06 20:48:39.000,2023-08-08 05:18:53.000,2023-05-03 14:19:26,474.0,,183.0,8.0,225.0,15.0,146.0,520.0,2021-11-11 20:59:17.000,3.3.1,28.0,64.0,29,True,,coveralls,conda-forge/coveralls,['pytest'],31853.0,31853.0,https://pypi.org/project/coveralls,423027.0,435367.0,https://anaconda.org/conda-forge/coveralls,2023-06-16 13:24:40.028,974924.0,2.0,,,,,,,,,,,,,,,,,,,
112,darglint,terrencepreilly/darglint,linters,A python documentation linter which checks that the docstring description matches the definition.,,https://github.com/terrencepreilly/darglint,https://github.com/terrencepreilly/darglint,MIT,2017-09-25 14:11:21.000,2023-06-16 16:17:00.951,2021-10-18 03:34:23,504.0,,42.0,7.0,61.0,71.0,95.0,479.0,2021-10-18 03:40:35.000,1.8.1,49.0,22.0,29,False,,darglint,conda-forge/darglint,,19222.0,19096.0,https://pypi.org/project/darglint,508956.0,510463.0,https://anaconda.org/conda-forge/darglint,2023-06-16 16:17:00.951,70857.0,2.0,,2021-10-18 03:40:35.000,126.0,,,,,,,,,,,,,,,,
113,executing,alexmojaki/executing,ast,"Get information about what a Python frame is currently doing, particularly the AST node being executed.",,https://github.com/alexmojaki/executing,https://github.com/alexmojaki/executing,MIT,2019-05-25 08:22:26.000,2023-06-16 16:21:34.925,2022-12-27 17:54:48,436.0,,27.0,11.0,39.0,15.0,18.0,257.0,2020-12-27 11:10:13.000,0.5.4,18.0,9.0,29,True,,executing,conda-forge/executing,,95050.0,95050.0,https://pypi.org/project/executing,11966206.0,12155788.0,https://anaconda.org/conda-forge/executing,2023-06-16 16:21:34.925,8341631.0,2.0,,,,,,,,,,,,,,,,,,,
114,astunparse,simonpercivall/astunparse,ast,An AST unparser for Python.,,https://github.com/simonpercivall/astunparse,https://github.com/simonpercivall/astunparse,BSD-3-Clause,2014-03-31 15:34:54.000,2023-07-16 14:41:21.000,2019-12-22 18:11:19,86.0,,48.0,8.0,35.0,25.0,21.0,205.0,2019-12-22 18:12:11.000,1.6.3,11.0,10.0,29,False,,astunparse,conda-forge/astunparse,,83051.0,82606.0,https://pypi.org/project/astunparse,8761217.0,8785320.0,https://anaconda.org/conda-forge/astunparse,2023-06-16 13:24:50.388,1783686.0,2.0,,2019-12-22 18:12:11.000,445.0,,,,,,,,,,,,,,,,
115,gast,serge-sans-paille/gast,ast,Python AST that abstracts the underlying Python version.,,https://github.com/serge-sans-paille/gast,https://github.com/serge-sans-paille/gast,BSD-3-Clause,2016-07-18 10:39:07.000,2023-07-03 07:21:35.215,2023-04-29 19:35:43,97.0,,30.0,12.0,45.0,2.0,30.0,128.0,2023-04-29 19:44:01.995,0.5.4,21.0,10.0,29,True,,gast,conda-forge/gast,,128867.0,126921.0,https://pypi.org/project/gast,12608451.0,12673938.0,https://anaconda.org/conda-forge/gast,2023-07-03 07:21:35.215,2357563.0,2.0,,2023-04-29 19:44:01.995,1946.0,,,,,,,,,,,,,,,,
116,Bpytop,aristocratos/bpytop,profiling,Linux/OSX/FreeBSD resource monitor.,,https://github.com/aristocratos/bpytop,https://github.com/aristocratos/bpytop,Apache-2.0,2020-07-01 17:41:25.000,2023-08-07 06:05:25.000,2022-03-06 14:20:17,408.0,,374.0,153.0,70.0,73.0,228.0,9479.0,2021-12-22 19:23:21.000,1.0.68,53.0,35.0,28,False,,bpytop,conda-forge/bpytop,,137.0,136.0,https://pypi.org/project/bpytop,6395.0,6849.0,https://anaconda.org/conda-forge/bpytop,2023-06-16 19:24:35.135,13637.0,2.0,,2021-12-22 19:23:21.000,1.0,,,,,,,,,,,,,,,,
117,mamba,mamba-org/mamba,dependency-managers,The Fast Cross-Platform Package Manager.,,https://github.com/mamba-org/mamba,https://github.com/mamba-org/mamba,BSD-3-Clause,2019-03-05 13:05:10.000,2023-08-10 13:04:10.000,2023-08-10 08:58:25,2548.0,106.0,284.0,44.0,1321.0,397.0,1021.0,5015.0,2023-07-13 14:10:52.000,2023.07.13,111.0,131.0,28,True,,,conda-forge/mamba,,,,,,217084.0,https://anaconda.org/conda-forge/mamba,2023-07-13 16:48:37.318,8466312.0,3.0,,,,,,,,,,,,,,,,,,,
118,alive-progress,rsalmei/alive-progress,logging,"A new kind of Progress Bar, with real-time throughput, ETA, and very cool animations!.",,https://github.com/rsalmei/alive-progress,https://github.com/rsalmei/alive-progress,MIT,2019-08-05 05:54:30.000,2023-06-15 15:02:40.000,2023-06-01 01:16:09,678.0,9.0,182.0,46.0,49.0,15.0,184.0,4573.0,,,19.0,7.0,28,True,,alive-progress,conda-forge/alive-progress,,2133.0,2133.0,https://pypi.org/project/alive-progress,417547.0,418469.0,https://anaconda.org/conda-forge/alive-progress,2023-06-01 05:47:28.243,38762.0,3.0,,,,,,,,,,,,,,,,,,,
119,pyelftools,eliben/pyelftools,debugging,Parsing ELF and DWARF in Python.,,https://github.com/eliben/pyelftools,https://github.com/eliben/pyelftools,,2013-06-08 22:55:54.000,2023-08-02 09:52:21.000,2023-06-29 02:31:30,644.0,1.0,463.0,69.0,260.0,69.0,153.0,1716.0,,,7.0,91.0,28,False,,pyelftools,conda-forge/pyelftools,,5739.0,5739.0,https://pypi.org/project/pyelftools,1706040.0,1707595.0,https://anaconda.org/conda-forge/pyelftools,2023-06-16 13:24:33.275,138413.0,2.0,,,,,,,,,,,,,,,,,,,
120,pytest-xdist,pytest-dev/pytest-xdist,testing,pytest plugin for distributed testing and loop-on-failures testing modes.,,https://github.com/pytest-dev/pytest-xdist,https://github.com/pytest-dev/pytest-xdist,MIT,2015-09-01 18:51:45.000,2023-08-02 12:51:10.000,2023-08-02 12:51:08,1105.0,16.0,188.0,48.0,371.0,215.0,328.0,1219.0,,,48.0,90.0,28,True,,pytest-xdist,conda-forge/pytest-xdist,['pytest'],,,https://pypi.org/project/pytest-xdist,10390594.0,10450032.0,https://anaconda.org/conda-forge/pytest-xdist,2023-06-16 13:21:13.802,5052304.0,3.0,,,,,,,,,,,,,,-8.0,,,,,
121,Yappi,sumerc/yappi,profiling,"Yet Another Python Profiler, but this time multithreading, asyncio and gevent aware.",,https://github.com/sumerc/yappi,https://github.com/sumerc/yappi,MIT,2009-10-07 20:46:30.000,2023-08-09 07:07:43.000,2023-05-29 13:41:01,712.0,9.0,65.0,14.0,75.0,19.0,51.0,1191.0,2022-10-31 08:14:02.000,1.4.0,12.0,28.0,28,True,,yappi,conda-forge/yappi,,998.0,998.0,https://pypi.org/project/yappi,1708232.0,1710389.0,https://anaconda.org/conda-forge/yappi,2023-06-16 13:20:48.597,159659.0,2.0,,,,,,,,,,,,,,,,,,,
122,pytest-asyncio,pytest-dev/pytest-asyncio,testing,Asyncio support for pytest.,,https://github.com/pytest-dev/pytest-asyncio,https://github.com/pytest-dev/pytest-asyncio,Apache-2.0,2015-04-11 00:18:05.000,2023-08-09 09:39:14.000,2023-08-09 09:39:13,459.0,41.0,120.0,36.0,348.0,24.0,215.0,1189.0,2023-07-12 10:20:02.000,0.21.1,21.0,42.0,28,True,,pytest-asyncio,conda-forge/pytest-asyncio,['pytest'],,,https://pypi.org/project/pytest-asyncio,7111957.0,7156076.0,https://anaconda.org/conda-forge/pytest-asyncio,2023-07-12 15:08:45.602,1720401.0,3.0,143.0,,,,,,,,,,,,,,,,,,
123,pdbpp,pdbpp/pdbpp,debugging,"pdb++, a drop-in replacement for pdb (the Python debugger).",,https://github.com/pdbpp/pdbpp,https://github.com/pdbpp/pdbpp,BSD-3-Clause,2017-06-11 13:42:16.000,2023-07-07 23:15:37.000,2022-07-14 18:31:38,706.0,,64.0,18.0,318.0,98.0,125.0,1150.0,2021-07-09 22:22:20.000,0.10.3,26.0,41.0,28,False,,pdbpp,conda-forge/pdbpp,,5687.0,4991.0,https://pypi.org/project/pdbpp,280757.0,282167.0,https://anaconda.org/conda-forge/pdbpp,2023-06-16 13:25:41.484,101524.0,2.0,,2021-07-09 22:22:20.000,696.0,,,,,,,,,,,,,,,,
124,pytest-benchmark,ionelmc/pytest-benchmark,testing,py.test fixture for benchmarking code.,,https://github.com/ionelmc/pytest-benchmark,https://github.com/ionelmc/pytest-benchmark,BSD-2-Clause,2014-10-10 10:55:33.000,2023-07-06 16:17:57.000,2023-04-27 00:15:19,1004.0,,102.0,19.0,68.0,89.0,87.0,1110.0,,,5.0,39.0,28,True,,pytest-benchmark,conda-forge/pytest-benchmark,['pytest'],7321.0,7321.0,https://pypi.org/project/pytest-benchmark,709373.0,729914.0,https://anaconda.org/conda-forge/pytest-benchmark,2023-06-16 13:15:49.392,1828170.0,3.0,,,,,,,,,,,,,,,,,,,
125,pytest-sugar,Teemu/pytest-sugar,testing,"a plugin for py.test that changes the default look and feel of py.test (e.g. progressbar, show tests that fail..",,https://github.com/Teemu/pytest-sugar,https://github.com/Teemu/pytest-sugar,,2013-06-25 21:09:27.000,2023-08-08 07:31:15.000,2023-08-08 07:31:15,426.0,2.0,69.0,18.0,160.0,22.0,90.0,1106.0,2023-04-10 11:18:29.000,0.9.7,8.0,50.0,28,False,,pytest-sugar,conda-forge/pytest-sugar,['pytest'],22692.0,22692.0,https://pypi.org/project/pytest-sugar,984220.0,990072.0,https://anaconda.org/conda-forge/pytest-sugar,2023-07-02 12:36:24.393,204793.0,3.0,6.0,,,,,,,,,,,,,,,,,,
126,wily,tonybaloney/wily,code-metrics,"A Python application for tracking, reporting on timing and complexity in Python code.",,https://github.com/tonybaloney/wily,https://github.com/tonybaloney/wily,Apache-2.0,2018-10-11 22:12:25.000,2023-08-04 12:32:08.000,2023-08-04 02:32:55,887.0,65.0,56.0,26.0,106.0,33.0,68.0,1090.0,2023-07-05 05:04:00.529,1.24.2,51.0,24.0,28,True,,wily,,,198.0,189.0,https://pypi.org/project/wily,11053.0,11053.0,,,,3.0,,2018-10-14 05:01:41.000,9.0,,,,,,,,,,,,,,,,
127,nose2,nose-devs/nose2,testing,"The successor to nose, based on unittest2.",,https://github.com/nose-devs/nose2,https://github.com/nose-devs/nose2,,2011-12-14 15:33:15.000,2023-08-07 18:04:49.000,2023-05-22 18:16:01,1114.0,2.0,128.0,23.0,311.0,51.0,215.0,757.0,,,5.0,74.0,28,False,,nose2,conda-forge/nose2,,23642.0,23642.0,https://pypi.org/project/nose2,555520.0,557233.0,https://anaconda.org/conda-forge/nose2,2023-06-16 16:08:37.386,107939.0,3.0,,,,,,,,,,,,,,,,,,,
128,python-coloredlogs,xolox/python-coloredlogs,logging,Colored terminal output for Pythons logging module.,,https://github.com/xolox/python-coloredlogs,https://github.com/xolox/python-coloredlogs,MIT,2013-05-30 18:57:12.000,2023-06-16 13:23:46.924,2021-06-11 10:22:09,273.0,,40.0,10.0,36.0,29.0,52.0,512.0,,,7.0,15.0,28,False,,coloredlogs,anaconda/coloredlogs,,24665.0,24665.0,https://pypi.org/project/coloredlogs,6689188.0,6689343.0,https://anaconda.org/anaconda/coloredlogs,2023-06-16 13:23:46.924,11031.0,3.0,,,,,,,,,,,,,,,,,,,
129,sphinx-autobuild,executablebooks/sphinx-autobuild,documentation,Watch a Sphinx directory and rebuild the documentation when a change is detected. Also includes a livereload enabled..,,https://github.com/executablebooks/sphinx-autobuild,https://github.com/executablebooks/sphinx-autobuild,MIT,2013-12-25 17:09:56.000,2023-07-27 02:41:54.000,2023-02-09 08:53:43,295.0,,61.0,19.0,62.0,22.0,53.0,479.0,2022-04-20 19:59:44.000,2021.03.14,4.0,24.0,28,True,,sphinx-autobuild,conda-forge/sphinx-autobuild,['sphinx'],19015.0,19015.0,https://pypi.org/project/sphinx-autobuild,466930.0,469550.0,https://anaconda.org/conda-forge/sphinx-autobuild,2023-06-16 13:21:20.882,199168.0,2.0,,,,,,,,,,,,,,,,,,,
