,name,homepage,resource,description,category,projectrank,show,github_id,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,open_issue_count,conda_id,labels,pypi_id,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,trending,github_release_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,updated_github_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_monthly_downloads,cargo_total_downloads,conda_forge
81,factory_boy,https://github.com/FactoryBoy/factory_boy,,A test fixtures replacement for Python.,testing,30,True,FactoryBoy/factory_boy,https://github.com/FactoryBoy/factory_boy,MIT,2011-05-11 08:26:59.000000,2022-01-12 16:47:56.000000,2021-10-19 08:01:13.000000,892.0,1.0,331.0,40.0,406.0,354.0,2729.0,2018-05-05 15:05:40.000000,2.11.1,36.0,117.0,157.0,conda-forge/factory_boy,,factory_boy,2143.0,,https://pypi.org/project/factory_boy,2018-05-05 15:05:40.000000,2143.0,1524141.0,1525530.0,https://anaconda.org/conda-forge/factory_boy,2021-10-26 21:47:41.376000,88928.0,2.0,,,,,,,,,,,,,,,,,,,
82,pex,https://github.com/pantsbuild/pex,,A library and tool for generating .pex (Python EXecutable) files.,packaging,30,True,pantsbuild/pex,https://github.com/pantsbuild/pex,Apache-2.0,2014-07-21 17:06:12.000000,2022-01-11 01:38:09.000000,2022-01-11 00:42:04.000000,1026.0,37.0,213.0,54.0,788.0,635.0,2016.0,2022-01-11 01:38:22.000000,2.1.62,151.0,101.0,144.0,,,pex,132.0,,https://pypi.org/project/pex,2022-01-11 01:38:09.000000,132.0,155155.0,166644.0,,,,2.0,,563002.0,,,,,,,,,,,,,,,,,
83,ipdb,https://github.com/gotcha/ipdb,,Integration of IPython pdb.,debugging,30,True,gotcha/ipdb,https://github.com/gotcha/ipdb,BSD-3-Clause,2011-01-15 17:51:47.000000,2021-12-30 19:43:11.000000,2021-12-30 16:31:44.000000,354.0,2.0,133.0,24.0,73.0,113.0,1505.0,2021-06-02 11:43:46.000000,0.13.9,41.0,49.0,57.0,conda-forge/ipdb,,ipdb,38501.0,29776.0,https://pypi.org/project/ipdb,2021-06-02 11:43:46.000000,8725.0,1697962.0,1701373.0,https://anaconda.org/conda-forge/ipdb,2021-06-24 04:21:01.798000,225187.0,1.0,,,,,,,,,,,,,,,,,,,
84,pyelftools,https://github.com/eliben/pyelftools,,Parsing ELF and DWARF in Python.,debugging,30,True,eliben/pyelftools,https://github.com/eliben/pyelftools,Unlicense,2013-06-08 22:55:54.000000,2022-01-13 07:55:29.000000,2022-01-11 12:05:21.000000,585.0,11.0,409.0,70.0,216.0,118.0,1367.0,,,8.0,81.0,57.0,conda-forge/pyelftools,,pyelftools,3395.0,2878.0,https://pypi.org/project/pyelftools,2020-10-27 13:45:19.000000,517.0,646875.0,648019.0,https://anaconda.org/conda-forge/pyelftools,2020-10-27 16:16:13.901000,80129.0,1.0,,,,,,,,,,,,,,,,,,,
85,pybuilder,https://github.com/pybuilder/pybuilder,,Software build automation tool for Python.,build-tools,30,True,pybuilder/pybuilder,https://github.com/pybuilder/pybuilder,Apache-2.0,2012-07-23 11:38:06.000000,2022-01-12 04:38:54.000000,2022-01-12 04:23:14.000000,1384.0,16.0,239.0,94.0,352.0,412.0,1350.0,2022-01-12 04:38:54.000000,0.13.4,651.0,36.0,92.0,,,pybuilder,60.0,,https://pypi.org/project/pybuilder,2022-01-12 04:38:54.000000,60.0,15730.0,15730.0,,,,3.0,,,,,,,,,,,,,,,,,,,
86,pyarmor,https://github.com/dashingsoft/pyarmor,,"A tool used to obfuscate python scripts, bind obfuscated scripts to fixed machine or expire obfuscated scripts.",security,30,False,dashingsoft/pyarmor,https://github.com/dashingsoft/pyarmor,SGI-B-2.0,2017-08-26 04:11:53.000000,2022-01-08 01:14:33.000000,2022-01-08 01:03:32.000000,3354.0,102.0,157.0,39.0,22.0,636.0,1306.0,2022-01-02 05:08:20.000000,7.3.0,240.0,17.0,11.0,,,pyarmor,357.0,346.0,https://pypi.org/project/pyarmor,2022-01-02 05:08:20.000000,11.0,58536.0,58536.0,,,,2.0,,,,,,,,,,,,,,,,,,,
87,pdoc,https://github.com/mitmproxy/pdoc,,API Documentation for Python Projects.,documentation,30,True,mitmproxy/pdoc,https://github.com/mitmproxy/pdoc,Unlicense,2013-08-04 21:12:50.000000,2022-01-11 10:04:38.000000,2022-01-11 10:04:33.000000,644.0,41.0,121.0,24.0,125.0,198.0,1123.0,2022-01-05 17:50:58.000000,8.2.0,74.0,33.0,9.0,,,pdoc,668.0,488.0,https://pypi.org/project/pdoc,2022-01-05 17:50:58.000000,180.0,93090.0,93090.0,,,,2.0,,,,,,,,,,,,,,,,,,,
88,tabulate,https://github.com/astanin/python-tabulate,,"Pretty-print tabular data in Python, a library and a command-line utility. Repository migrated from..",logging,30,True,astanin/python-tabulate,https://github.com/astanin/python-tabulate,MIT,2016-05-01 20:47:06.376000,2022-01-07 14:38:28.000000,2022-01-07 13:26:45.000000,504.0,1.0,84.0,15.0,53.0,59.0,1084.0,2021-02-22 07:34:12.000000,0.8.9,25.0,68.0,50.0,conda-forge/tabulate,,tabulate,66317.0,59994.0,https://pypi.org/project/tabulate,2021-02-22 07:34:12.000000,6323.0,32632439.0,32658310.0,https://anaconda.org/conda-forge/tabulate,2021-02-22 13:39:52.132000,1759241.0,2.0,,,,,,,,,,,,,,,,,,,
89,flake8-bugbear,https://github.com/PyCQA/flake8-bugbear,,A plugin for Flake8 finding likely bugs and design problems in your program. Contains warnings that dont belong in..,linters,30,True,PyCQA/flake8-bugbear,https://github.com/PyCQA/flake8-bugbear,MIT,2016-03-15 20:54:43.000000,2022-01-12 18:37:51.792000,2022-01-12 04:20:50.000000,193.0,17.0,55.0,7.0,106.0,70.0,664.0,2022-01-12 04:23:34.000000,22.1.11,39.0,47.0,42.0,conda-forge/flake8-bugbear,['flake8'],flake8-bugbear,7172.0,6295.0,https://pypi.org/project/flake8-bugbear,2022-01-12 04:23:34.000000,877.0,917555.0,936215.0,https://anaconda.org/conda-forge/flake8-bugbear,2022-01-12 18:37:51.792000,541163.0,2.0,,,,,,,,,,,,,,,,,,,
90,PyHamcrest,https://github.com/hamcrest/PyHamcrest,,Hamcrest matchers for Python.,testing,30,True,hamcrest/PyHamcrest,https://github.com/hamcrest/PyHamcrest,BSD-3-Clause,2010-12-24 02:55:56.000000,2021-12-27 22:28:00.000000,2021-12-27 22:27:58.000000,572.0,13.0,91.0,21.0,127.0,50.0,595.0,2021-12-12 20:12:38.000000,2.0.3,23.0,37.0,19.0,conda-forge/pyhamcrest,,pyhamcrest,1812.0,,https://pypi.org/project/pyhamcrest,2021-12-12 20:12:38.000000,1812.0,806183.0,811838.0,https://anaconda.org/conda-forge/pyhamcrest,2021-12-13 10:31:09.148000,384594.0,2.0,,,,,,,,,,,,,,,,,,,
91,pytest-html,https://github.com/pytest-dev/pytest-html,,Plugin for generating HTML reports for pytest results.,testing,30,True,pytest-dev/pytest-html,https://github.com/pytest-dev/pytest-html,MPL-2.0,2015-04-14 19:22:42.000000,2021-12-02 12:20:18.000000,2021-01-23 03:26:17.000000,376.0,,181.0,20.0,214.0,180.0,460.0,2020-12-13 15:24:58.000000,3.1.1,44.0,43.0,96.0,conda-forge/pytest-html,['pytest'],pytest-html,15423.0,14763.0,https://pypi.org/project/pytest-html,2020-12-13 15:24:58.000000,660.0,1446080.0,1449643.0,https://anaconda.org/conda-forge/pytest-html,2020-12-13 19:43:13.698000,199561.0,2.0,,,,,,,,,,,,,,,,,,,
92,typed_ast,https://github.com/python/typed_ast,,Modified fork of CPythons ast module that parses `# type:` comments.,ast,30,True,python/typed_ast,https://github.com/python/typed_ast,Apache-2.0,2016-02-16 22:40:09.000000,2022-01-01 12:42:42.000000,2022-01-01 12:42:41.000000,190.0,9.0,51.0,18.0,96.0,83.0,195.0,2021-12-03 22:29:41.000000,1.5.1,31.0,24.0,6.0,,,typed_ast,5471.0,,https://pypi.org/project/typed_ast,2021-12-03 22:29:41.000000,5471.0,10483253.0,10483253.0,,,,1.0,,,,,,,,,,,,,,,,,,,
93,coala,https://github.com/coala/coala,,"coala provides a unified command-line interface for linting and fixing all your code, regardless of the programming..",linters,29,True,coala/coala,https://github.com/coala/coala,AGPL-3.0,2014-05-15 11:35:34.000000,2021-11-05 18:08:14.000000,2021-06-11 17:11:55.000000,4487.0,,1356.0,105.0,3151.0,2371.0,3291.0,2017-05-30 10:07:57.000000,0.11.1,730.0,482.0,835.0,,,coala-bears,115.0,10.0,https://pypi.org/project/coala-bears,2017-11-10 21:04:50.000000,105.0,3668.0,3669.0,,,,2.0,,147.0,,,,,,,,,,,,,,,,,
94,detect-secrets,https://github.com/Yelp/detect-secrets,,An enterprise friendly way of detecting and preventing secrets in code.,security,29,True,Yelp/detect-secrets,https://github.com/Yelp/detect-secrets,Apache-2.0,2017-12-05 00:38:38.000000,2022-01-11 19:56:40.000000,2022-01-11 19:55:44.000000,1108.0,11.0,244.0,47.0,270.0,155.0,2117.0,2021-04-14 21:25:44.000000,1.1.0,34.0,54.0,83.0,,,detect-secrets,23.0,,https://pypi.org/project/detect-secrets,2021-04-14 21:25:44.000000,23.0,216435.0,216435.0,,,,3.0,,,,,,,,,,,,,,,,,,,
95,Diamond,https://github.com/python-diamond/Diamond,,Diamond is a python daemon that collects system metrics and publishes them to Graphite (and others). It is capable of..,profiling,29,True,python-diamond/Diamond,https://github.com/python-diamond/Diamond,MIT,2013-10-11 23:32:13.000000,2022-01-02 22:07:12.000000,2021-12-31 03:04:13.000000,3253.0,16.0,593.0,92.0,524.0,132.0,1647.0,2016-11-25 22:13:29.000000,4.0.515,36.0,357.0,232.0,,,diamond,104.0,72.0,https://pypi.org/project/diamond,2016-11-25 22:13:29.000000,32.0,46826.0,46826.0,,,,2.0,,,,,,,,,,,,,,,,,,,
96,prospector,https://github.com/PyCQA/prospector,,"Inspects Python source files and provides information about type and location of classes, methods etc.",code-metrics,29,True,PyCQA/prospector,https://github.com/PyCQA/prospector,GPL-2.0,2013-08-05 07:26:30.000000,2022-01-11 08:42:55.445000,2022-01-03 12:09:44.000000,1128.0,19.0,145.0,35.0,186.0,236.0,1564.0,2021-12-08 10:44:47.000000,1.5.3.1,104.0,78.0,56.0,conda-forge/prospector,,prospector,664.0,,https://pypi.org/project/prospector,2021-12-08 10:45:17.000000,664.0,386462.0,386884.0,https://anaconda.org/conda-forge/prospector,2022-01-11 08:42:55.445000,27440.0,1.0,,,,,,,,,,,,,,,,,,,
97,pyupgrade,https://github.com/asottile/pyupgrade,,A tool (and pre-commit hook) to automatically upgrade syntax for newer versions of the language.,refactoring,29,True,asottile/pyupgrade,https://github.com/asottile/pyupgrade,MIT,2017-02-28 17:50:31.000000,2022-01-10 22:35:07.000000,2022-01-10 22:35:06.000000,826.0,43.0,91.0,32.0,338.0,245.0,1349.0,2022-01-01 00:43:49.000000,2.31.0,124.0,22.0,10.0,conda-forge/pyupgrade,,pyupgrade,34.0,,https://pypi.org/project/pyupgrade,2022-01-01 00:43:49.000000,34.0,150000.0,158400.0,https://anaconda.org/conda-forge/pyupgrade,2022-01-01 03:14:54.401000,302428.0,2.0,,,,,,,,,,,,,,,,,,,
98,radon,https://github.com/rubik/radon,,Various code metrics for Python code.,code-metrics,29,True,rubik/radon,https://github.com/rubik/radon,MIT,2012-09-20 18:58:58.000000,2021-12-15 14:08:03.854000,2021-08-08 13:24:47.000000,521.0,,97.0,33.0,73.0,136.0,1279.0,2021-08-08 13:25:20.000000,5.1.0,54.0,49.0,21.0,conda-forge/radon,,radon,2803.0,2203.0,https://pypi.org/project/radon,2021-12-15 14:08:03.854000,600.0,227681.0,228407.0,https://anaconda.org/conda-forge/radon,2021-09-07 09:02:03.415000,37035.0,1.0,,,,,,,,,,,,,,,,,,,
99,safety,https://github.com/pyupio/safety,,Safety checks your installed dependencies for known security vulnerabilities.,security,29,True,pyupio/safety,https://github.com/pyupio/safety,MIT,2016-10-19 13:22:56.000000,2022-01-11 22:54:29.000000,2021-04-28 19:57:23.000000,372.0,,104.0,29.0,238.0,76.0,1184.0,2021-01-15 19:34:46.000000,1.10.3,38.0,35.0,44.0,conda-forge/safety,,safety,3633.0,3311.0,https://pypi.org/project/safety,2021-01-15 19:34:46.000000,322.0,630949.0,637100.0,https://anaconda.org/conda-forge/safety,2021-01-15 20:54:00.958000,26120.0,3.0,,117387.0,,,,,,,,,,,,,,,,,
100,cx_Freeze,https://github.com/marcelotduarte/cx_Freeze,,"Create standalone executables from Python scripts, with the same performance and is cross-platform.",packaging,29,True,marcelotduarte/cx_Freeze,https://github.com/marcelotduarte/cx_Freeze,PSF-2.0,2017-01-22 04:25:52.000000,2022-01-13 06:27:24.000000,2022-01-12 02:19:37.000000,1220.0,49.0,172.0,26.0,576.0,655.0,852.0,2021-12-08 02:45:09.000000,6.9,36.0,93.0,64.0,conda-forge/cx_freeze,,cx_freeze,153.0,,https://pypi.org/project/cx_freeze,2017-12-16 18:09:35.000000,153.0,47516.0,50482.0,https://anaconda.org/conda-forge/cx_freeze,2022-01-11 22:02:22.481000,106789.0,2.0,,,,,,,,,,,,,,,,,,,
101,pylama,https://github.com/klen/pylama,,Code audit tool for python.,linters,29,True,klen/pylama,https://github.com/klen/pylama,MIT,2012-08-17 10:10:10.000000,2022-01-10 09:57:08.000000,2022-01-10 09:55:09.000000,674.0,100.0,88.0,17.0,84.0,89.0,846.0,2022-01-10 09:57:08.000000,8.3.7,113.0,46.0,36.0,,,pylama,3800.0,3208.0,https://pypi.org/project/pylama,2022-01-10 09:57:08.000000,592.0,88094.0,88094.0,,,,2.0,,,,,,,,,,,,,,,,,,,
102,colorlog,https://github.com/borntyping/python-colorlog,,A colored formatter for the python logging module.,logging,29,True,borntyping/python-colorlog,https://github.com/borntyping/python-colorlog,MIT,2012-09-05 17:57:21.000000,2021-11-09 08:26:36.253000,2021-11-08 16:54:56.000000,224.0,2.0,76.0,10.0,43.0,71.0,726.0,2021-11-08 16:58:17.000000,6.6.0,63.0,30.0,,conda-forge/colorlog,,colorlog,15409.0,13042.0,https://pypi.org/project/colorlog,2021-11-08 16:56:43.000000,2367.0,4794834.0,4801524.0,https://anaconda.org/conda-forge/colorlog,2021-11-09 08:26:36.253000,461676.0,3.0,,,,,,,,,,,,,,,,,,,
103,nose2,https://github.com/nose-devs/nose2,,"The successor to nose, based on unittest2.",testing,29,True,nose-devs/nose2,https://github.com/nose-devs/nose2,BSD-3-Clause,2011-12-14 15:33:15.000000,2022-01-04 10:08:05.000000,2022-01-03 21:14:45.000000,1008.0,4.0,134.0,24.0,252.0,201.0,699.0,2021-01-27 21:57:28.000000,0.10.0,26.0,71.0,55.0,conda-forge/nose2,,nose2,5477.0,4404.0,https://pypi.org/project/nose2,2021-01-27 21:57:28.000000,1073.0,374845.0,375801.0,https://anaconda.org/conda-forge/nose2,2020-02-02 06:02:02.004000,42066.0,3.0,,,,,,,,,,,,,,,,,,,
104,mccabe,https://github.com/PyCQA/mccabe,,McCabe complexity checker for Python.,code-metrics,29,True,PyCQA/mccabe,https://github.com/PyCQA/mccabe,Saxpath,2013-02-20 22:19:04.000000,2021-12-15 14:19:16.815000,2021-04-02 23:49:37.000000,142.0,,42.0,16.0,51.0,34.0,446.0,2017-01-26 22:13:14.000000,0.6.1,12.0,21.0,6.0,conda-forge/mccabe,,mccabe,253962.0,238131.0,https://pypi.org/project/mccabe,2017-01-26 22:13:14.000000,15831.0,15152361.0,15208992.0,https://anaconda.org/conda-forge/mccabe,2018-07-08 18:43:04.536000,3794277.0,1.0,,,,,,,,,,,,,,,,,,,
105,gdbgui,https://github.com/cs01/gdbgui,,"Browser-based frontend to gdb (gnu debugger). Add breakpoints, view the stack, visualize data structures, and more in..",debugging,28,True,cs01/gdbgui,https://github.com/cs01/gdbgui,GPL-3.0,2016-10-27 03:19:25.000000,2022-01-11 18:52:32.000000,2022-01-11 18:52:32.000000,428.0,1.0,481.0,166.0,131.0,164.0,8374.0,2021-09-06 05:59:07.000000,0.15.0.1,93.0,39.0,119.0,,,gdbgui,132.0,130.0,https://pypi.org/project/gdbgui,2021-09-06 05:54:12.000000,2.0,97588.0,97953.0,,,,2.0,,6582.0,,,,,,,,,,,,,,,,,
106,pipx,https://github.com/pypa/pipx,,Install and Run Python Applications in Isolated Environments.,dependency-managers,28,True,pypa/pipx,https://github.com/pypa/pipx,MIT,2018-10-06 18:47:46.000000,2022-01-13 13:03:38.000000,2022-01-04 08:50:46.000000,493.0,20.0,214.0,59.0,343.0,348.0,4497.0,2022-01-04 09:17:35.000000,1.0.0,49.0,71.0,103.0,,,pipx,6.0,,https://pypi.org/project/pipx,2022-01-04 09:17:35.000000,6.0,70415.0,70415.0,,,,3.0,,,,,,,,,,,,,,,,,,,
107,line_profiler,https://github.com/pyutils/line_profiler,,Line-by-line profiling for Python.,profiling,28,True,pyutils/line_profiler,https://github.com/pyutils/line_profiler,BSD-3-Clause,2016-05-26 17:37:38.151000,2022-01-06 07:41:25.000000,2022-01-06 07:41:24.000000,181.0,6.0,250.0,13.0,66.0,22.0,3527.0,2021-12-30 14:39:07.000000,3.4.0,8.0,27.0,29.0,conda-forge/line_profiler,,line_profiler,353.0,,https://pypi.org/project/line_profiler,2017-12-20 02:30:37.000000,353.0,108509.0,111796.0,https://anaconda.org/conda-forge/line_profiler,2021-11-13 04:18:41.049000,223523.0,2.0,,,,,,,,,,,,,,,,,,,
108,memory-profiler,https://github.com/pythonprofilers/memory_profiler,,Monitor Memory usage of Python code.,profiling,28,True,pythonprofilers/memory_profiler,https://github.com/pythonprofilers/memory_profiler,BSD-3-Clause,2011-10-14 11:56:14.000000,2021-12-18 13:38:58.000000,2021-12-18 13:35:40.000000,648.0,7.0,329.0,71.0,137.0,105.0,3264.0,2018-08-16 03:16:49.000000,0.54.0,52.0,91.0,111.0,,,memory_profiler,268.0,,https://pypi.org/project/memory_profiler,2018-08-16 03:16:49.000000,268.0,417461.0,417461.0,,,,2.0,,,,,,,,,,,,,,,,,,,
109,pytest-bdd,https://github.com/pytest-dev/pytest-bdd,,BDD library for the py.test runner.,testing,28,True,pytest-dev/pytest-bdd,https://github.com/pytest-dev/pytest-bdd,MIT,2013-03-29 07:27:43.000000,2022-01-12 20:39:32.000000,2022-01-04 09:05:15.000000,691.0,11.0,164.0,53.0,239.0,137.0,935.0,2021-10-25 16:25:47.000000,5.0.0,91.0,45.0,152.0,conda-forge/pytest-bdd,['pytest'],pytest-bdd,169.0,,https://pypi.org/project/pytest-bdd,2021-10-25 16:25:47.000000,169.0,196388.0,197703.0,https://anaconda.org/conda-forge/pytest-bdd,2020-02-03 16:53:59.114000,42095.0,3.0,,,,,,,,,,,,,,,,,,,
110,pympler,https://github.com/pympler/pympler,,"Development tool to measure, monitor and analyze the memory behavior of Python objects in a running Python application.",profiling,28,True,pympler/pympler,https://github.com/pympler/pympler,Apache-2.0,2012-10-04 23:35:16.000000,2021-12-29 11:53:11.000000,2021-12-29 11:52:34.000000,474.0,31.0,75.0,8.0,49.0,50.0,854.0,2021-12-22 16:55:15.000000,1.0.1,17.0,29.0,40.0,conda-forge/pympler,,pympler,294.0,,https://pypi.org/project/pympler,2021-12-22 16:55:15.000000,294.0,991907.0,994936.0,https://anaconda.org/conda-forge/pympler,2020-10-14 22:08:39.935000,175732.0,2.0,,,,,,,,,,,,,,,,,,,
111,pytest-sugar,https://github.com/Teemu/pytest-sugar,,"a plugin for py.test that changes the default look and feel of py.test (e.g. progressbar, show tests that fail..",testing,28,False,Teemu/pytest-sugar,https://github.com/Teemu/pytest-sugar,BSD-3-Clause,2013-06-25 21:09:27.000000,2021-12-31 11:59:53.000000,2020-10-24 18:04:51.000000,344.0,,56.0,18.0,130.0,69.0,817.0,2020-07-06 18:40:33.000000,0.9.4,26.0,36.0,35.0,conda-forge/pytest-sugar,['pytest'],pytest-sugar,11463.0,8884.0,https://pypi.org/project/pytest-sugar,2020-07-06 18:40:33.000000,2579.0,476913.0,479202.0,https://anaconda.org/conda-forge/pytest-sugar,2020-09-18 13:41:24.029000,121350.0,3.0,,,,,,,,,,,,,,,,,,,
112,typeguard,https://github.com/agronholm/typeguard,,Run-time type checker for Python.,debugging,28,True,agronholm/typeguard,https://github.com/agronholm/typeguard,MIT,2015-12-27 23:15:37.000000,2022-01-03 15:04:31.000000,2021-12-10 21:05:38.000000,266.0,9.0,69.0,18.0,47.0,150.0,779.0,2021-12-10 21:09:37.000000,2.13.3,45.0,19.0,29.0,conda-forge/typeguard,,typeguard,299.0,,https://pypi.org/project/typeguard,2021-12-10 21:09:37.000000,299.0,8498314.0,8500225.0,https://anaconda.org/conda-forge/typeguard,2021-10-11 07:35:51.312000,68831.0,2.0,,,,,,,,,,,,,,,,,,,
113,nox,https://github.com/theacodes/nox,,Flexible test automation for Python.,testing,28,True,theacodes/nox,https://github.com/theacodes/nox,Apache-2.0,2016-02-24 04:02:58.000000,2022-01-12 19:15:48.000000,2022-01-12 15:38:25.000000,438.0,38.0,106.0,15.0,303.0,229.0,689.0,2022-01-07 23:34:01.000000,2022.1.7,22.0,65.0,30.0,conda-forge/nox,['pytest'],nox,144.0,,https://pypi.org/project/nox,2022-01-07 23:34:01.000000,144.0,633296.0,634437.0,https://anaconda.org/conda-forge/nox,2021-12-03 16:19:15.112000,44502.0,3.0,,,,,,,,,,,,,,,,,,,
114,prettytable,https://github.com/jazzband/prettytable,,Display tabular data in a visually appealing ASCII table format.,logging,28,False,jazzband/prettytable,https://github.com/jazzband/prettytable,BSD-1-Clause,2016-01-15 02:39:17.000000,2022-01-11 19:16:37.000000,2022-01-06 21:10:50.000000,377.0,25.0,87.0,13.0,89.0,51.0,647.0,2022-01-06 21:31:09.000000,3.0.0,20.0,40.0,23.0,conda-forge/prettytable,,prettytable,520.0,,https://pypi.org/project/prettytable,2022-01-06 21:31:09.000000,520.0,3325407.0,3330532.0,https://anaconda.org/conda-forge/prettytable,2022-01-07 09:57:31.703000,343392.0,3.0,,,,,,,,,,,,,,,,,,,
115,astor,https://github.com/berkerpeksag/astor,,Python AST read/write.,ast,28,True,berkerpeksag/astor,https://github.com/berkerpeksag/astor,BSD-3-Clause,2012-09-19 23:02:51.000000,2021-12-15 03:45:47.000000,2021-10-27 00:10:12.000000,262.0,1.0,84.0,24.0,104.0,75.0,633.0,2019-12-10 01:50:33.000000,0.8.1,14.0,31.0,34.0,conda-forge/astor,,astor,2109.0,,https://pypi.org/project/astor,2019-12-10 01:50:33.000000,2109.0,5018190.0,5043400.0,https://anaconda.org/conda-forge/astor,2020-07-01 13:36:26.971000,1437006.0,2.0,,,,,,,,,,,,,,,,,,,
116,mypy-protobuf,https://github.com/dropbox/mypy-protobuf,,open source tools to generate mypy stubs from protobufs.,linters,28,True,dropbox/mypy-protobuf,https://github.com/dropbox/mypy-protobuf,Apache-2.0,2017-12-11 21:55:05.000000,2022-01-10 09:39:20.000000,2022-01-10 09:39:20.000000,360.0,28.0,64.0,22.0,238.0,93.0,416.0,2021-12-24 04:15:47.000000,3.1.0,37.0,31.0,4.0,,,mypy-protobuf,49.0,,https://pypi.org/project/mypy-protobuf,2021-12-24 04:15:47.000000,49.0,939900.0,939900.0,,,,2.0,,,,,,,,,,,,,,,,,,,
117,ddt,https://github.com/datadriventests/ddt,,Data-Driven Tests for Python Unittest.,testing,28,True,datadriventests/ddt,https://github.com/datadriventests/ddt,MIT,2012-02-11 22:57:10.000000,2021-10-26 05:16:28.000000,2021-10-04 22:40:52.000000,222.0,,100.0,22.0,54.0,38.0,402.0,2021-10-04 22:43:34.000000,1.4.4,28.0,36.0,15.0,conda-forge/ddt,,ddt,5242.0,3929.0,https://pypi.org/project/ddt,2021-10-04 22:43:34.000000,1313.0,216108.0,217251.0,https://anaconda.org/conda-forge/ddt,2020-05-15 03:17:11.932000,66303.0,3.0,,,,,,,,,,,,,,,,,,,
118,sphinx-autodoc-typehints,https://github.com/tox-dev/sphinx-autodoc-typehints,,Type hints support for the Sphinx autodoc extension.,documentation,28,True,agronholm/sphinx-autodoc-typehints,https://github.com/tox-dev/sphinx-autodoc-typehints,MIT,2015-09-21 20:41:41.000000,2022-01-11 07:39:30.000000,2022-01-11 07:36:33.000000,205.0,27.0,76.0,10.0,79.0,109.0,386.0,2022-01-11 07:36:51.000000,1.15.2,35.0,34.0,20.0,conda-forge/sphinx-autodoc-typehints,['sphinx'],sphinx-autodoc-typehints,1282.0,,https://pypi.org/project/sphinx-autodoc-typehints,2022-01-11 07:39:30.000000,1282.0,317553.0,322716.0,https://anaconda.org/conda-forge/sphinx-autodoc-typehints,2021-04-15 04:06:00.666000,258171.0,2.0,,,,,,,,tox-dev/sphinx-autodoc-typehints,,,,,,,,,,,
119,pep8-naming,https://github.com/PyCQA/pep8-naming,,Naming Convention checker for Python.,linters,28,False,PyCQA/pep8-naming,https://github.com/PyCQA/pep8-naming,Saxpath,2013-02-09 18:32:52.000000,2021-11-26 06:02:28.000000,2021-10-20 14:00:57.000000,239.0,8.0,54.0,15.0,104.0,71.0,354.0,2021-08-08 02:45:08.000000,0.12.1,23.0,31.0,13.0,conda-forge/pep8-naming,,pep8-naming,10498.0,8789.0,https://pypi.org/project/pep8-naming,2021-08-08 02:45:08.000000,1709.0,830565.0,833514.0,https://anaconda.org/conda-forge/pep8-naming,2021-08-08 04:41:02.577000,209430.0,2.0,,,,,,,,,,,,,,,,,,,
120,wasabi,https://github.com/ines/wasabi,,A lightweight console printing and formatting toolkit.,logging,28,True,ines/wasabi,https://github.com/ines/wasabi,MIT,2018-11-17 14:40:55.000000,2021-12-07 08:28:14.218000,2021-12-06 13:51:43.000000,224.0,19.0,20.0,11.0,12.0,3.0,316.0,2021-12-06 13:54:33.000000,0.9.0,35.0,7.0,3.0,conda-forge/wasabi,,wasabi,15872.0,15598.0,https://pypi.org/project/wasabi,2021-12-06 14:21:35.000000,274.0,3552449.0,3568458.0,https://anaconda.org/conda-forge/wasabi,2021-12-07 08:28:14.218000,560323.0,3.0,,,,,,,,,,,,,,,,,,,
121,hacking,https://github.com/openstack/hacking,,OpenStack Hacking Style Checks. Mirror of code maintained at opendev.org.,linters,28,True,openstack/hacking,https://github.com/openstack/hacking,Apache-2.0,2013-03-26 21:09:28.000000,2022-01-10 09:57:18.000000,2022-01-10 09:18:37.000000,1055.0,2.0,66.0,32.0,6.0,,221.0,2021-04-21 10:37:50.000000,4.1.0,37.0,183.0,,,['flake8'],hacking,4391.0,,https://pypi.org/project/hacking,2021-04-21 10:37:50.000000,4391.0,487482.0,487482.0,,,,2.0,,,,,,,,,,,,,,,,,,,
122,astunparse,https://github.com/simonpercivall/astunparse,,An AST unparser for Python.,ast,28,False,simonpercivall/astunparse,https://github.com/simonpercivall/astunparse,BSD-3-Clause,2014-03-31 15:34:54.000000,2021-12-05 16:31:05.000000,2019-12-22 18:11:19.000000,86.0,,42.0,7.0,33.0,21.0,175.0,2019-12-22 18:12:11.000000,1.6.3,11.0,10.0,18.0,conda-forge/astunparse,,astunparse,35524.0,35241.0,https://pypi.org/project/astunparse,2019-12-22 18:12:11.000000,283.0,5430896.0,5441120.0,https://anaconda.org/conda-forge/astunparse,2021-01-15 07:40:29.426000,562336.0,2.0,,,,,,,,,,,,,,,,,,,
